Period: Jan 2013,,,,,,,,,,,,,,

DivinDesc,DeptDesc,DirectDesc,An4Desc,An5Desc,Adesc,,payment_date,voucher_no,order_id,amount,RevCap,apar_name,,
Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Types,Detailed Expenses Type,Expense Code,Narrative,Payment Date,Transaction Number,Order ID,Amount,Capital/Revenue,Supplier Name,Supplier ID,Customer ID
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,08/01/2013,304912,0,285.39,R,REDACTED PERSONAL DATA,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,08/01/2013,304912,0,244.72,R,REDACTED PERSONAL DATA,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,08/01/2013,304912,0,297,R,REDACTED PERSONAL DATA,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,08/01/2013,304912,0,193,R,REDACTED PERSONAL DATA,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,08/01/2013,304912,0,246,R,REDACTED PERSONAL DATA,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,08/01/2013,304912,0,585.9,R,REDACTED PERSONAL DATA,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,08/01/2013,304912,0,308,R,REDACTED PERSONAL DATA,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,08/01/2013,304912,0,412,R,REDACTED PERSONAL DATA,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,08/01/2013,304912,0,332.64,R,REDACTED PERSONAL DATA,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,08/01/2013,304912,0,257.3,R,REDACTED PERSONAL DATA,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,15/01/2013,304938,0,285.39,R,REDACTED PERSONAL DATA,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,15/01/2013,304938,0,244.72,R,REDACTED PERSONAL DATA,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,15/01/2013,304938,0,297,R,REDACTED PERSONAL DATA
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,15/01/2013,304938,0,193,R,REDACTED PERSONAL DATA
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,15/01/2013,304938,0,246,R,REDACTED PERSONAL DATA
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,15/01/2013,304938,0,585.9,R,REDACTED PERSONAL DATA
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,15/01/2013,304938,0,308,R,REDACTED PERSONAL DATA
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,15/01/2013,304938,0,412,R,REDACTED PERSONAL DATA
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,15/01/2013,304938,0,332.64,R,REDACTED PERSONAL DATA
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,15/01/2013,304938,0,257.3,R,REDACTED PERSONAL DATA
Children Services,Children Services Teams,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,14/01/2013,304940,0,286,R,REDACTED PERSONAL DATA
Children Services,Children Services Teams,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,14/01/2013,304940,0,286,R,REDACTED PERSONAL DATA
Children Services,Children Services Teams,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,14/01/2013,304940,0,-204.29,R,REDACTED PERSONAL DATA
Children Services,Children Services Teams,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,14/01/2013,304940,0,286,R,REDACTED PERSONAL DATA
Children Services,Children Services Teams,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,14/01/2013,304940,0,286,R,REDACTED PERSONAL DATA
Children Services,Children Services Teams,Social Care and Health,Third Party Payments,Third Party,Fostering/Adoption Allowances,,14/01/2013,304940,0,286,R,REDACTED PERSONAL DATA
