Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount,VAT registration Number
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,BLDGS ENGINEERING INSTALL,Capital Projects,BAS,I037497,30000,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,BLDGS ENGINEERING INSTALL,Capital Projects,BAS,I037497,5554.8,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,DRUGS,Clinical Support and Family Services,BOEHRINGER INGELHEIM,5010064714,51475,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,DRUGS,Clinical Support and Family Services,BOEHRINGER INGELHEIM,5010064714,10295,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,ENERGY WATER - WATER MAINS,Facilities Directorate,BWBSL,2015648802,26844.48,
Department of Health,Salisbury NHS Foundation Trust,28-Oct-11,ENERGY WATER - SEWERAGE CHARGES,Facilities Directorate,BWBSL,2015648802,11032.05,
Department of Health,Salisbury NHS Foundation Trust,28-Oct-11,DI & RADIO - RADIOLOGY EQUIPMENT,Clinical Support and Family Services,CSC COMPUTER SCIENCES LTD,5201255280,41199,
Department of Health,Salisbury NHS Foundation Trust,28-Oct-11,MEDICAL EQUIPMENT 10 YEARS,Capital Projects,DRAGER MEDICAL UK,918164289,27280.08,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,MEDICAL EQUIPMENT 10 YEARS,Capital Projects,DRAGER MEDICAL UK,918164289,5456.02,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,HEALTHCARE - NHS TRUSTS,Clinical Support and Family Services,GREAT WESTERN HOSPITALS NHS FT,16923899,45777.02,
Department of Health,Salisbury NHS Foundation Trust,17-Oct-11,OTH ENGINEERING PLANT&EQUIP,Capital Projects,H W SMITH &SON (CONTRACTING) LTD,10751A,35752.93,
Department of Health,Salisbury NHS Foundation Trust,17-Oct-11,FABRIC MATERIAL,Salisbury Linien Services,HILDEN MANUFACTURING CO LTD,57596,5025,
Department of Health,Salisbury NHS Foundation Trust,28-Oct-11,FABRIC MATERIAL,Salisbury Linien Services,HILDEN MANUFACTURING CO LTD,57596,26506.8,
Department of Health,Salisbury NHS Foundation Trust,28-Oct-11,FABRIC MATERIAL,Salisbury Linien Services,HILDEN MANUFACTURING CO LTD,57596,1005,
Department of Health,Salisbury NHS Foundation Trust,28-Oct-11,FABRIC MATERIAL,Salisbury Linien Services,HILDEN MANUFACTURING CO LTD,57596,5301.36,
Department of Health,Salisbury NHS Foundation Trust,28-Oct-11,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,IMOTECH MEDICAL,IM35219,58220,
Department of Health,Salisbury NHS Foundation Trust,28-Oct-11,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,IMOTECH MEDICAL,IM35219,12,
Department of Health,Salisbury NHS Foundation Trust,28-Oct-11,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,IMOTECH MEDICAL,IM35219,2.4,
Department of Health,Salisbury NHS Foundation Trust,28-Oct-11,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,IMOTECH MEDICAL,IM35219,11644,
Department of Health,Salisbury NHS Foundation Trust,28-Oct-11,BLOOD PRODUCTS,Clinical Support and Family Services,NATIONAL BLOOD SERVICE,807356,70647.9,
Department of Health,Salisbury NHS Foundation Trust,17-Oct-11,STATIONERY SUNDRIES,Surgery,NHS LOGISTICS,1012088103,0.07,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1012088103,0.25,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1012088103,0.33,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1012088103,0.33,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1012088103,0.33,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,STATIONERY SUNDRIES,Facilities Directorate,NHS LOGISTICS,1012088103,0.33,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,STATIONERY SUNDRIES,Surgery,NHS LOGISTICS,1012088103,0.33,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,SURGICAL INSTRUMENTS: GENERAL,Clinical Support and Family Services,NHS LOGISTICS,1012088103,0.35,
Department of Health,Salisbury NHS Foundation Trust,21-Oct-11,SURGICAL INSTRUMENTS: DISPOSABLE,Surgery,NHS LOGISTICS,1012088103,0.36,
