OrganisationURI,OrganisationLabel,OrganisationalUnit,TransactionNumber,Invoice Ref.,BeneficiaryName,Expense Type,Purpose,PaymentDate, Amount ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cemetery & Crematorium Repairs & Maintenance,14048483,56632,P & R Heating Limited,R2079-CCM111,Sanitary and Plumbing,28/10/2016,674.40 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14048436,56634,P & R Heating Limited,R2004-FIE040,R & M of Build Programmed,28/10/2016,766.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14047575,UK90643,Parkeon Limited,R4003-CPK001,Tools & Equipment - R & M,07/10/2016,"2,466.81 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14047743,UK90785,Parkeon Limited,R4401-CPK001,Services - Fees and Charges,07/10/2016,"2,150.56 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14048603,23812,Peter Ball & Co Limited,R4400-FIE040,Services - Professional Fees,28/10/2016,"2,850.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Crematorium Scheme: New Build,14048560,41956,Pick Everard,C1005-CAP601,Surveyors Fees,28/10/2016,"3,299.12 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Individual Electoral Registration,14048019,9052988363,Royal Mail,R4521-ELE010,Postages - franking machine,14/10/2016,597.31 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Debtors,14048124,9053033904,Royal Mail,R4520-SUP012,Postages - stamps,14/10/2016,519.55 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14048219,9053078452,Royal Mail,R4521-LTC001,Postages - franking machine,14/10/2016,909.53 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Registration of Electors,14048449,9053093912,Royal Mail,R4520-ELE001,Postages - stamps,28/10/2016,"1,730.88 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sandford Lido car park,14048105,SANDFORD LIDO SEP 16,Sandford Parks Lido (Trading) Limited,R5003-CPK103,TPP - Agency Fees,14/10/2016,"30,681.40 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sandford Lido car park,14048105,SANDFORD LIDO SEP 16,Sandford Parks Lido (Trading) Limited,R5003-CPK103,TPP - Agency Fees,14/10/2016,"-1,683.33 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14048014,867,SAS EPC,R2018-HRA100,R & M of Build Voids Energy Performance Certificates,07/10/2016,675.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Park Income Collection,14048272,574437,Security Plus+ Limited,R4435-CPK002,Cash Collection Contract,21/10/2016,853.73 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Environmental Health General,14047232,00809-14236133/CI,Selim Smith & Co Funeral Directors (Dignity Funerals Limited),R4433-REG001,Burial Fees - National Assitance Act,21/10/2016,"1,004.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Environmental Health General,14048026,00809-14247505/CI,Selim Smith & Co Funeral Directors (Dignity Funerals Limited),R4433-REG001,Burial Fees - National Assitance Act,07/10/2016,"1,254.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Tourist/Visitor Information Centre,14048279,78132,Signcraft Limited,R4400-TOU002,Services - Professional Fees,21/10/2016,525.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Allotments,14048493,S309806,Smith's (Gloucester) Limited,R4323-OPS004,Skip Hire,28/10/2016,513.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Paths, Fences & Walls",14048349,12570,Snape Contracting Services Limited,C1107-CAH021,Building Works,28/10/2016,"2,372.30 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Paths, Fences & Walls",14048348,12571,Snape Contracting Services Limited,C1107-CAH021,Building Works,28/10/2016,"4,021.20 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14048119,118139,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,14/10/2016,"1,703.90 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14048120,118181,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,14/10/2016,"1,698.40 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14048468,118230,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,28/10/2016,"1,788.60 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulking Facility,14048562,118279,South Wales Wood Recycling Ltd,R5005-RYC008,TPP - Minor Contract Fees,28/10/2016,"1,675.30 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14048477,663,Sparkes Home and Garden Limited,R2083-FIE040,R&M of Build - Routine,28/10/2016,"1,198.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14048112,116246,Stow Agricultural Limited incorporating Wildcare,R2071-OPS002,Open Spaces and Grassed Areas,14/10/2016,"1,314.12 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14048113,116247,Stow Agricultural Limited incorporating Wildcare,R2071-OPS002,Open Spaces and Grassed Areas,14/10/2016,"3,073.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14047823,3513,Streetmaster (South Wales) Limited,R2500-OPS001,Fixtures and Fittings - Purchases,07/10/2016,"3,032.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Land & Property presale costs,14048266,7078167,Sweett (UK) Limited,C1005-CAP401,Surveyors Fees,21/10/2016,"4,545.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cemetery & Crematorium Repairs & Maintenance,14048146,6053,System Six Design & Build,R2700-CCM111,Contract Cleaning,14/10/2016,600.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14048003,REDACTED,T P G Disable Aids Limited (TPG),C1107-CAH028,Building Works,07/10/2016,"4,297.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Joint Core Strategy,14048262,DEBT105098,Tewkesbury Borough Council,R4400-PLP101,Services - Professional Fees,21/10/2016,"3,500.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cultural - Service Management and Support Services,14048115,70025918,The Cheltenham Trust,R5001-CSM001,TPP - Major External Contractors,14/10/2016,"63,658.33 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Alarms,14048227,65446,The Key Safe Company,R4000-SPP002,Equipment Purchase,14/10/2016,565.44 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,General Fund Balance Sheet,14048106, 850028050211 ,The Midcounties Co-operative,B6170-BAL100,Short Term Revenue Creditors (incl RIA) - Other entities and individuals,21/10/2016,"2,025.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14048310,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,21/10/2016,"7,709.85 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14048004,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,07/10/2016,"13,524.36 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14048290,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,21/10/2016,"13,262.63 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14048291,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,21/10/2016,"9,301.88 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Adaptations for the Disabled (CBC),14048308,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,21/10/2016,"9,731.45 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14048309,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,21/10/2016,"7,486.60 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14046752,INV66886,Triangle Lift Services Limited,R2041-HRA100,R & M of Build Lifts,07/10/2016,"4,663.74 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,14047997,60010330,Ubico Limited,R2300-ADB103,Business Rates,14/10/2016,"88,478.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bring Sites,14047996,60010359,Ubico Limited,R4401-RYC005,Services - Fees and Charges,07/10/2016,884.60 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Household Waste,14048568,60010653,Ubico Limited,R5001-WST001,TPP - Major External Contractors,28/10/2016,"100,482.91 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Trade Waste,14048568,60010653,Ubico Limited,R5001-TRW001,TPP - Major External Contractors,28/10/2016,"45,818.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recycling Centres,14048568,60010653,Ubico Limited,R5001-RYC004,TPP - Major External Contractors,28/10/2016,"51,821.34 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bring Sites,14048568,60010653,Ubico Limited,R5001-RYC005,TPP - Major External Contractors,28/10/2016,"10,990.08 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recycling Collection Schemes,14048568,60010653,Ubico Limited,R5001-RYC006,TPP - Major External Contractors,28/10/2016,"137,696.67 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Green Waste,14048568,60010653,Ubico Limited,R5001-RYC002,TPP - Major External Contractors,28/10/2016,"25,531.33 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14048568,60010653,Ubico Limited,R5001-OPS001,TPP - Major External Contractors,28/10/2016,"42,144.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Highways Agency Verges & Trees,14048568,60010653,Ubico Limited,R5001-ESR001,TPP - Major External Contractors,28/10/2016,"24,161.58 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14048568,60010653,Ubico Limited,R5001-OPS002,TPP - Major External Contractors,28/10/2016,"49,552.58 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Operations,14048568,60010653,Ubico Limited,R5001-OPS101,TPP - Major External Contractors,28/10/2016,"13,836.25 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Street Cleaning,14048568,60010653,Ubico Limited,R5001-STC001,TPP - Major External Contractors,28/10/2016,"64,422.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14048568,60010653,Ubico Limited,R5001-CPK001,TPP - Major External Contractors,28/10/2016,"7,300.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Public Conveniences,14048568,60010653,Ubico Limited,R5001-REG019,TPP - Major External Contractors,28/10/2016,"6,169.17 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,14048568,60010653,Ubico Limited,R2071-HRA110,Open Spaces and Grassed Areas,28/10/2016,"27,554.58 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,GO ICT Centre of Excellence,14048039,2000000517,Unit4 Business Software,R4539-SUP101,IT - Consultancy,07/10/2016,"14,950.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14048356,1370-255,Urban Recreation Ltd,R2075-OPS001,Grounds Maintenance - Contract,28/10/2016,"2,900.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14048356,1370-255,Urban Recreation Ltd,R2075-OPS001,Grounds Maintenance - Contract,28/10/2016,"1,116.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development Control - Applications,14048498,2.50001E+13,Valuation Office Agency (VOA),R4400-DEV001,Services - Professional Fees,28/10/2016,"2,770.99 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14048188,CHL00258,Verrus (UK) Limited (Pay By Phone),R4410-CPK001,Hire of Facilities,14/10/2016,"2,971.34 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulky Household Waste,14047448,17/16,Vision 21,R4401-WST004,Services - Fees and Charges,07/10/2016,"4,218.75 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14048151,115675,Wansbroughs Solicitors,R4964-CPK001,Insurance Excess,21/10/2016,500.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14047699,S1007,WMS Consulting Limited,R2045-HRA100,R & M of Build Door Entry,14/10/2016,"2,576.16 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14047999,S1008,WMS Consulting Limited,R2045-HRA100,R & M of Build Door Entry,14/10/2016,"1,216.52 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14048036,295,Woodcraft UK,R4011-CCM001,Goods For Resale,07/10/2016,668.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14048297,GRANT ( 171016 AFRICAN COMMUNITY FOUNDATION),AFRICAN COMMUNITY FOUNDATION,R6280-GBD001,Grants,28/10/2016,"2,000.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Business Improvement District (BID) Levy,14047937,BID INV 6110023596,BRITISH HEART FOUNDATION,R8914-HLD160,NNDR refunds,14/10/2016,785.82 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Business Improvement District (BID) Levy,14047942,BID INV 0000075410,CANADA LIFE LTD,R8914-HLD160,NNDR refunds,14/10/2016,"1,067.86 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Development,14048286,CSIC60102-28,ISG PEARCE LTD,C1100-CAP121,Construction,21/10/2016,"65,559.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048159,16555 4 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,548.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048156,36397 2 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,548.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048174,26419 2 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,548.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048173,34847 8 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,548.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048161,35785 6 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,548.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048170,16568 2 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,548.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048164,20524 2 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,548.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14048202,reimbursement for bench,REDACTED,R2500-OPS001,Fixtures and Fittings - Purchases,14/10/2016,889.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048157,38556 6 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,548.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048175,16575 0 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,548.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048162,40284 9 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,516.27 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,14048312,REDACTED,REDACTED,R4964-CPK001,Insurance Excess,28/10/2016,"7,715.10 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048153,16547 5 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,548.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048167,33407 8 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,548.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048154,38753 8 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,548.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14047929,REDACTED,REDACTED,R9910-HRA900,Refund of Overpiad Rent,07/10/2016,695.64 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048168,37068 0 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,548.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048155,39835 4 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,516.27 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14048171,40282 5 (051016),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/10/2016,505.22 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Business Improvement District (BID) Levy,14047938,BID INV 000007621X,ZURICH EMPLOYMENT,R8914-HLD160,NNDR refunds,14/10/2016,"3,240.24 ",,
,,,,,,,,,,,
Bank Transactions Data,,,,,,,,,,,
,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10020459,Bank Transactions,WME DD - JULY - MUNICIPAL OFFICES,R2100-ADB101,Electricity,05/10/2016,"3,144.21 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10020531,Bank Transactions,WME - AUGUST - MUNICIPAL OFFICES,R2100-ADB101,Electricity,17/10/2016,"3,044.93 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10020459,Bank Transactions,WME DD - JULY - MUNICIPAL OFFICES,R2101-ADB101,Gas,05/10/2016,579.94 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10020531,Bank Transactions,WME - AUGUST - MUNICIPAL OFFICES,R2101-ADB101,Gas,17/10/2016,580.45 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10020459,Bank Transactions,WME DD - JULY - CENTRAL DEPOT - SWINDON ROAD,R2100-ADB103,Electricity,05/10/2016,"1,995.25 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10020531,Bank Transactions,WME - AUGUST - CENTRAL DEPOT SWINDON ROAD,R2100-ADB103,Electricity,17/10/2016,"2,027.60 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10020459,Bank Transactions,WME DD - JULY - CENTRAL DEPOT,R2101-ADB103,Gas,05/10/2016,672.12 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10020531,Bank Transactions,WME - AUGUST - CENTRAL DEPOT,R2101-ADB103,Gas,17/10/2016,668.64 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10020531,Bank Transactions,WME - AUGUST - CEMETERY & CREMATORIUM,R2100-CCM001,Electricity,17/10/2016,744.68 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10020487,Bank Transactions,WME - AUGUST - CEMETERY & CREMATORIUM,R2101-CCM001,Gas,14/10/2016,"2,600.95 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10020560,Bank Transactions,SERVICE CHARGES  210364332,R4403-COR006,Bank Charges,28/10/2016,546.07 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10020446,Bank Transactions,CARDNET SERVICE CHG  DD 0701602,R4428-COR006,Services - credit card charges,14/10/2016,665.34 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10020446,Bank Transactions,CARDNET SERVICE CHG  DD 221866,R4428-COR006,Services - credit card charges,14/10/2016,"1,596.83 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10020446,Bank Transactions,CARDNET SERVICE CHG  DD500200738,R4428-COR006,Services - credit card charges,14/10/2016,"1,739.79 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10020356,Bank Transactions,DZ Bank advance 139,R4447-COR006,Brokerage Fees,07/10/2016,595.09 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10020459,Bank Transactions,WME DD - JULY - CAR PARK GROSVENOR TERRACE,R2100-CPK001,Electricity,05/10/2016,759.23 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10020459,Bank Transactions,WME DD - JULY - CAR PARK REGENT ARCADE,R2100-CPK001,Electricity,05/10/2016,505.02 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10020531,Bank Transactions,WME - AUGUST - CAR PARK GROSVENOR TERRACE,R2100-CPK001,Electricity,17/10/2016,777.40 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10020531,Bank Transactions,WME - AUGUST - CAR PARK REGENT ARCADE,R2100-CPK001,Electricity,17/10/2016,533.78 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10020534,Bank Transactions,WME - JUNE - CAR PARK GROSVENOR TERRACE,R2100-CPK001,Electricity,26/10/2016,"2,132.84 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10020534,Bank Transactions,WME - JUNE - CAR PARK REGENT ARCADE,R2100-CPK001,Electricity,26/10/2016,"1,915.42 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10020560,Bank Transactions,SEVERN TRENT WATER - CAR PARK NORTHFIELD TERRACE,R2402-CPK001,Sewerage and Environmental Services,28/10/2016,669.21 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10020481,Bank Transactions,S/LINE WORLD PAY DD,R4428-CPK001,Services - credit card charges,19/10/2016,"2,968.13 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10020459,Bank Transactions,WME DD - JULY - CHELTENHAM TOWN HALL,R2100-CUL112,Electricity,05/10/2016,"2,902.88 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10020531,Bank Transactions,WME - AUGUST - CHELTENHAM TOWN HALL,R2100-CUL112,Electricity,17/10/2016,"2,900.30 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10020459,Bank Transactions,WME DD - JULY - PITTVILLE PUMP ROOMS,R2100-CUL113,Electricity,05/10/2016,844.61 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10020531,Bank Transactions,WME - AUGUST - PITTVILLE PUMP ROOMS,R2100-CUL113,Electricity,17/10/2016,766.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10020459,Bank Transactions,WME DD - JULY - WILSON ART GALLERY & MUSEUM,R2100-CUL117,Electricity,05/10/2016,"2,908.28 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10020459,Bank Transactions,WME DD - JUNE - WILSON ART GALLERY & MUSEUM,R2100-CUL117,Electricity,05/10/2016,864.87 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10020531,Bank Transactions,WME - AUGUST - WILSON ART GALLERY & MUSEUM,R2100-CUL117,Electricity,17/10/2016,"3,694.92 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10020560,Bank Transactions,WME - AUGUST -  WILSON ART GALLERY & MUSEUM,R2100-CUL117,Electricity,28/10/2016,"1,368.17 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10020560,Bank Transactions,WME - JULY -  WILSON ART GALLERY & MUSEUM,R2100-CUL117,Electricity,28/10/2016,"1,372.37 ",,
