"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Business Innovation and Skills","Medical Research Council","MRC Toxicology Unit","1040565","BAND 2","40000","","Operations - Senior Manager - Band 2","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","MRC Toxicology Unit","1040565","BAND 4","25000","35000","Operations - Officer - Band 4","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","MRC Toxicology Unit","1040565","BAND 5","20000","30000","Operations - Officer - Band 5","2.00","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","MRC Toxicology Unit","1040565","BAND 6","15000","20000","Operations - Assistant - Band 6","3.00","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","MRC Toxicology Unit","1040565","BAND 2","40000","","Scientist - Band 2","6.67","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Toxicology Unit","1040565","BAND 3","35000","45000","Scientist - Band 3","16.81","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Toxicology Unit","1040565","BAND 4","25000","35000","Scientist - Band 4","41.25","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Toxicology Unit","1040565","BAND 5","20000","30000","Scientist - Band 5","12.00","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Toxicology Unit","1040565","BAND 6","15000","20000","Scientist - Band 6","4.72","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Toxicology Unit","1040565","BAND 7","10000","15000","Scientist - Band 7","0.94","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Toxicology Unit","1040565","NHS ENGL*","N/A","N/A","Clinical Scientist - Band NHS","1.00","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","Cambridge Regional Centre","1038881","BAND 3","35000","45000","Operations - Senior Manager - Band 3","3.80","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","Cambridge Regional Centre","1038881","BAND 4","25000","35000","Operations - Officer - Band 4","3.67","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","Cambridge Regional Centre","1038881","BAND 5","20000","30000","Operations - Officer - Band 5","3.00","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","Cambridge Regional Centre","1038881","BAND 6","15000","20000","Operations - Assistant - Band 6","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","Cambridge Regional Centre","1038881","BAND 3","35000","45000","Scientist - Band 3","2.00","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","Cambridge Regional Centre","1038881","BAND 4","25000","35000","Scientist - Band 4","2.00","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","Cambridge Regional Centre","1038881","BAND 5","20000","30000","Scientist - Band 5","8.00","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","Cambridge Regional Centre","1038881","BAND 6","15000","20000","Scientist - Band 6","2.00","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Laboratory of Molecular Biology (LMB)","1039679","BAND 3","35000","45000","Operations - Senior Manager - Band 3","3.78","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","MRC Laboratory of Molecular Biology (LMB)","1039679","BAND 4","25000","35000","Operations - Officer - Band 4","7.00","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","MRC Laboratory of Molecular Biology (LMB)","1039679","BAND 5","20000","30000","Operations - Officer - Band 5","10.69","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","MRC Laboratory of Molecular Biology (LMB)","1039679","BAND 6","15000","20000","Operations - Assistant - Band 6","7.51","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","MRC Laboratory of Molecular Biology (LMB)","1039679","BAND 1","55000","","Scientist - Band 1","7.77","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Laboratory of Molecular Biology (LMB)","1039679","BAND 2","40000","","Scientist - Band 2","42.60","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Laboratory of Molecular Biology (LMB)","1039679","BAND 3","35000","45000","Scientist - Band 3","44.25","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Laboratory of Molecular Biology (LMB)","1039679","BAND 4","25000","35000","Scientist - Band 4","222.48","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Laboratory of Molecular Biology (LMB)","1039679","BAND 5","20000","30000","Scientist - Band 5","32.20","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Laboratory of Molecular Biology (LMB)","1039679","BAND 6","15000","20000","Scientist - Band 6","48.31","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Laboratory of Molecular Biology (LMB)","1039679","BAND 7","10000","15000","Scientist - Band 7","25.79","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Laboratory of Molecular Biology (LMB)","1039679","EURO","N/A","N/A","Scientist - Euro","7.00","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Epidemiology Unit","1039174","BAND 3","35000","45000","Operations - Senior Manager - Band 3","0.92","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","MRC Epidemiology Unit","1039174","BAND 5","20000","30000","Operations - Officer - Band 5","4.69","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","MRC Epidemiology Unit","1039174","BAND 6","15000","20000","Operations - Assistant - Band 6","2.28","Operational Delivery"
"Department for Business Innovation and Skills","Medical Research Council","MRC Epidemiology Unit","1039174","BAND 2","40000","","Scientist - Band 2","2.00","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Epidemiology Unit","1039174","BAND 3","35000","45000","Scientist - Band 3","12.17","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Epidemiology Unit","1039174","BAND 4","25000","35000","Scientist - Band 4","23.39","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Epidemiology Unit","1039174","BAND 5","20000","30000","Scientist - Band 5","19.00","Science and Engineering"
"Department for Business Innovation and Skills","Medical Research Council","MRC Epidemiology Unit","1039174","BAND 6","15000","20000","Scientist - Band 6","6.67","Science and Engineering"
