Body Name,Service Label,Expense Category,Date,Transaction Number,Net Amount,Supplier Name
TfGM,Transport,Vehicle Costs,01/10/2012,1200022071,1022.69,ALLSTAR
TfGM,Transport,Telecommunications,01/10/2012,1200022071,37043.42,Bt Payment Services Ltd
TfGM,Transport,Communications Services,02/10/2012,5100043388,4560.00,AMAZE COMMUNICATION SERVICES LTD
TfGM,Transport,Capital Costs - Engineering Support Services,02/10/2012,5100043422,4332.63,ATKINS LTD
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,02/10/2012,5100043498,32051.87,BT OPENREACH (SALFORD)
TfGM,Transport,Temporary Vacancy Cover,02/10/2012,1900023730,9583.30,COMENSURA LTD
TfGM,Transport,Financial and Contract Management Services,02/10/2012,5100043474,8790.90,CONSULT.AUTUS LTD
TfGM,Transport,Capital Costs - Engineering Support Services,02/10/2012,5100043424,52334.42,EC HARRIS LLP
TfGM,Transport,Capital Costs - Engineering Support Services,02/10/2012,5100043425,7483.79,EC HARRIS LLP
TfGM,Transport,"Rent, Rates & Service Charges",02/10/2012,5100043469,1162.50,EURO CAR PARKS LTD
TfGM,Transport,Capital Costs - Legal Services,02/10/2012,5100043418,15540.00,IAN ALLAN ASSOCIATES (UK) LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,02/10/2012,5100043437,9000.00,JSLM PROGRAMME SERVICES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,02/10/2012,5100043482,1415.56,KAROL EKERT
TfGM,Transport,Programme and Project Management Services,02/10/2012,5100043516,47241.48,KPMG
TfGM,Transport,Capital Costs - Vehicle Costs,02/10/2012,5100042928,799.48,MANCHESTER CITY COUNCIL
TfGM,Transport,Subscriptions,02/10/2012,5100043436,3700.00,MIDDLETON TOWN CENTRE MANAGEMENT CO
TfGM,Transport,Computer and Printing Hardware,02/10/2012,5100043501,3485.94,MISCO
TfGM,Corporate Services,Printer Consumables,02/10/2012,5100043502,574.02,MISCO
TfGM,Transport,Property & Equipment Maintenance,02/10/2012,5100043515,3927.64,MOTT MACDONALD LTD
TfGM,Transport,Metrolink Operating Costs,02/10/2012,5100043509,3846.75,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,02/10/2012,5100043510,4062.73,MPACT THALES
TfGM,Corporate Services,Temporary Vacancy Cover,02/10/2012,5100043417,10500.00,OPUS BESTPAY LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,02/10/2012,5100043507,1203.40,R LORD
TfGM,Transport,Driver Intervention Course Delivery Costs,02/10/2012,5100043508,2078.60,RJ MOTT
TfGM,Transport,Capital Costs - Print & Media,02/10/2012,5100042750,1500.00,SERVICEPOINT UK
TfGM,Transport,Capital Costs - Print & Media,02/10/2012,5100043430,1123.13,SERVICEPOINT UK
TfGM,Transport,Capital Costs - Print & Media,02/10/2012,5100043431,1133.68,SERVICEPOINT UK
TfGM,Transport,Capital Costs - Print & Media,02/10/2012,5100043434,1186.83,SERVICEPOINT UK
TfGM,Transport,Capital Costs - Print & Media,02/10/2012,5100043435,627.48,SERVICEPOINT UK
TfGM,Transport,Capital Costs - Print & Media,02/10/2012,5100043473,-456.00,SERVICEPOINT UK
TfGM,Transport,Capital Costs - Print & Media,02/10/2012,5100043489,418.41,SERVICEPOINT UK
TfGM,Transport,Capital Costs - Print & Media,02/10/2012,5100043493,1385.57,SERVICEPOINT UK
TfGM,Transport,Capital Costs - Print & Media,02/10/2012,5100043497,712.50,SERVICEPOINT UK
TfGM,Transport,Supported Bus Services,02/10/2012,5100043494,662.50,SO COACHES
TfGM,Transport,Driver Intervention Course Delivery Costs,02/10/2012,5100043504,4833.34,SUITE HOTEL KNOWSLEY
TfGM,Transport,Cleaning,02/10/2012,5100043438,443.95,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,02/10/2012,5100043440,641.80,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,02/10/2012,5100043441,829.92,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,02/10/2012,5100043442,587.31,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,02/10/2012,5100043444,8709.71,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,02/10/2012,5100043447,679.49,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,02/10/2012,5100043449,531.96,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,02/10/2012,5100043450,11802.78,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,02/10/2012,5100043451,736.59,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,02/10/2012,5100043456,2250.00,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,02/10/2012,5100043462,622.53,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,02/10/2012,5100043467,679.49,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,02/10/2012,5100043470,6393.16,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,02/10/2012,5100043471,685.20,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,02/10/2012,5100042484,36534.94,URBAN VISION PARTNERSHIP LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,03/10/2012,5100043611,2479.17,HOLIDAY INN MANCHESTER EAST
TfGM,Transport,Concessionary Reimbursement,04/10/2012,1900023771,674.00,1919 TAXIS
TfGM,Transport,Vehicle Costs,04/10/2012,5100043534,500.00,ACTIA UK LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/10/2012,5100043693,10412.00,ACUITY PROGRAMME MANAGEMENT LTD
TfGM,Transport,Capital Costs - Light Rail Support Services,04/10/2012,5100043597,13200.00,AD2 LTD
TfGM,Transport,Capital Costs - Development Costs,04/10/2012,5100043647,3960.00,AECOM LTD
TfGM,Transport,Capital Costs - Development Costs,04/10/2012,5100043648,4802.50,AECOM LTD
TfGM,Corporate Services,Smart Ticketing,04/10/2012,5100043540,9200.00,AMSACOM LIMITED
TfGM,Transport,Supported Bus Services,04/10/2012,5100043602,3254.11,ARRIVA MANCHESTER
TfGM,Transport,Capital Costs - Signage,04/10/2012,5100042968,2100.00,ASTRA SIGNS
TfGM,Transport,Signage Costs,04/10/2012,5100043659,3500.00,ASTRA SIGNS
TfGM,Transport,Capital Costs - Quantity Surveying Services,04/10/2012,5100041398,3493.21,ATKINS LTD
TfGM,Transport,Capital Costs - Quantity Surveying Services,04/10/2012,5100041399,3493.21,ATKINS LTD
TfGM,Corporate Services,Computer Support and Licences,04/10/2012,5100043536,11000.00,ATKINS LTD
TfGM,Transport,Capital Costs - Quantity Surveying Services,04/10/2012,5100043552,-3493.21,ATKINS LTD
TfGM,Transport,Capital Costs - Quantity Surveying Services,04/10/2012,5100043553,-3493.21,ATKINS LTD
TfGM,Transport,Capital Costs - Quantity Surveying Services,04/10/2012,5100043554,2847.86,ATKINS LTD
TfGM,Transport,Capital Costs - Quantity Surveying Services,04/10/2012,5100043555,2535.87,ATKINS LTD
TfGM,Transport,Capital Costs - Infrastructure Support Services,04/10/2012,5100043556,2060.00,ATKINS LTD
TfGM,Transport,Capital Costs - LRT Vehicles,04/10/2012,5100043257,15400.00,BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,04/10/2012,5100043564,14114.00,BROXAP LTD
TfGM,Transport,Capital Costs - Computer & Communications Equipment,04/10/2012,5100043650,1500.00,BT ENGAGE IT
TfGM,Transport,Capital Costs - Protective Clothing,04/10/2012,5100043601,611.55,BURLINGTON UNIFORMS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,04/10/2012,5100043689,1835.48,C JEFFREY
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,04/10/2012,5100043558,17343.75,CABLE & WIRELESS
