Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Culture Media and Sport,The Royal Parks,11/10/2010, Nursery Contract - Bedding, Nursery,RA Meredith & Son (London),PPOIN/00002662,28672.47
Department for Culture Media and Sport,The Royal Parks,14/10/2010, Grounds Maintenance - Lodges, Regents Park,Veolia ES (Uk) Ltd,PNPOIN/00001203,1425.00
Department for Culture Media and Sport,The Royal Parks,14/10/2010, Grounds Maintenance - Sports Pitches, The Hub Regents Park,Veolia ES (Uk) Ltd,PNPOIN/00001203,10696.05
Department for Culture Media and Sport,The Royal Parks,14/10/2010, Grounds Maintenance Contract, Regents Park,Veolia ES (Uk) Ltd,PNPOIN/00001203,117148.04
Department for Culture Media and Sport,The Royal Parks,14/10/2010, Grounds Maintenance Contract, Bushy Park,Fountains Infrastructure Ltd,PNPOIN/00001210,46077.13
Department for Culture Media and Sport,The Royal Parks,15/10/2010, Grounds Maintenance Contract, Better Buildings,Fountains Infrastructure Ltd,PNPOIN/00001211,578.35
Department for Culture Media and Sport,The Royal Parks,15/10/2010, Grounds Maintenance Contract, Richmond Park,Fountains Infrastructure Ltd,PNPOIN/00001211,66262.84
Department for Culture Media and Sport,The Royal Parks,15/10/2010, Capital Project - Building Contractor, Park Management,Fairhurst Ward Abbotts Ltd,PPOIN/00002746,46530.00
Department for Culture Media and Sport,The Royal Parks,18/10/2010, Grounds Maintenance Contract, Hyde Park,Enterprise,PNPOIN/00001209,144890.89
Department for Culture Media and Sport,The Royal Parks,18/10/2010, Grounds Maintenance Contract, Hyde Park,Enterprise,PNPOIN/00001238,94514.70
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Utilities - Water, Regents Park,Thames Water Utilities Ltd,PNPOIN/00001248,25380.98
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Brompton Cemetery,Magenta Security Services,PPOIN/00002424,3301.14
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Bushy Park,Magenta Security Services,PPOIN/00002424,4093.96
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Greenwich Park,Magenta Security Services,PPOIN/00002424,3726.47
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Hyde Park,Magenta Security Services,PPOIN/00002424,5576.12
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Kensington Gardens,Magenta Security Services,PPOIN/00002424,5468.13
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Regents Park,Magenta Security Services,PPOIN/00002424,3996.47
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Richmond Park,Magenta Security Services,PPOIN/00002424,4706.68
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, St James'S Park,Magenta Security Services,PPOIN/00002424,1849.65
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Brompton Cemetery,Magenta Security Services,PPOIN/00002425,3301.14
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Bushy Park,Magenta Security Services,PPOIN/00002425,4093.96
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Greenwich Park,Magenta Security Services,PPOIN/00002425,3726.47
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Hyde Park,Magenta Security Services,PPOIN/00002425,5576.12
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Kensington Gardens,Magenta Security Services,PPOIN/00002425,5468.13
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Regents Park,Magenta Security Services,PPOIN/00002425,3726.47
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, Richmond Park,Magenta Security Services,PPOIN/00002425,4706.68
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Gate Locking Contract, St James'S Park,Magenta Security Services,PPOIN/00002425,1849.65
Department for Culture Media and Sport,The Royal Parks,21/10/2010, COMM Capital Proj - Materials & Products, Business Development,Easy Tiger Creative,PPOIN/00002531,36842.92
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Non Office Cleaning & Toilet Attendance, Regents Park,Resource UK Ltd,PPOIN/00002667,14246.57
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Office & Window Cleaning, Regents Park,Resource UK Ltd,PPOIN/00002667,1330.75
Department for Culture Media and Sport,The Royal Parks,21/10/2010, Playground cleaning & attendance, Regents Park,Resource UK Ltd,PPOIN/00002667,11719.75
