Figure 2.3: Wales main set conversion ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Main set platform take up  (%),"Pre switchover 
(-1 week)","Post switchover 
(+ 2 weeks)",,,,,,,,,,,,
Analogue Main set ,4%,0%,,,,,,,,,,,,
Satellite TV ,55%,60%,,,,,,,,,,,,
Freeview ,30%,31%,,,,,,,,,,,,
Cable ,9%,9%,,,,,,,,,,,,
Other/DK,1%,0%,,,,,,,,,,,,
Equipment not yet used,1%,0%,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Source: Digital UK Switchover Tracker pre- and post-switchover ‘dipstick’ surveys in West Wales (pre DSO August 2009 n=224, post-DSO October 2009 n=216), North Wales (pre-DSO October 2009 n=243, post-DSO December 2009 n=217) and South Wales (pre DSO February 2010 n=146, post-DSO April 2010 n=113)",,,,,,,,,,,,,,
"Q Which, if any, of these types of television does your household receive at the moment?",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.4: DTV conversion increases across Welsh homes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Conversion rate (%),Main set conversion ,Secondary set conversion ,All set conversion ,Full HH conversion ,,,,,,,,,,
Pre switchover  (-1 week),95%,77%,85%,74%,,,,,,,,,,
Post switchover  (+ 2 weeks),100%,89%,94%,92%,,,,,,,,,,
,,,,,,,,,,,,,,
"Source: Digital UK Switchover Tracker pre- and post-switchover ‘dipstick’ surveys in West Wales (pre-DSO August 2009 n=224, post-DSO October 2009 n=216), North Wales (pre-DSO October 2009 n=243, post-DSO December 2009 n=217) and South Wales (pre-DSO February 2010 n=146, post-DSO April 2010 n=113)",,,,,,,,,,,,,,
"Q Which, if any, of these types of television does your household receive at the moment?",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.5: Spending on programmes for viewers in each nation,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
£m,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,
2004,403.3,239.2,71.7,49.3,43,,,,,,,,,
2009,255.8,153.1,49.8,27.6,25.3,,,,,,,,,
,,,,,,,,,,,,,,
Source: Broadcasters. All figures expressed in 2009 prices. ,,,,,,,,,,,,,,
"Note: The BBC changed the way it calculated its spend figures from 2005 onwards. The figures for 2002 – 2004 are based on cost per hour averages, while those for 2005 - 2008 are actual spend figures. Comparisons over the period 2003-2008 should therefore be exercised with caution. Spend excludes Gaelic and Welsh language programming but includes some spend on Irish language programming by the BBC.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Figure 2.6: Spend on originated nations and regions output by the BBC, ITV1/STV/UTV",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,2004,2005,2006,2007,2008,2009,,,,,,,,
England,239,232,216,206,191,153,,,,,,,,
Scotland,72,65,63,61,49,50,,,,,,,,
Wales,49,36,32,36,33,28,,,,,,,,
N Ireland,43,42,35,30,28,25,,,,,,,,
,403,375,346,334,302,256,,,,,,,,
,,,,,,,,,,,,,,
Source: Broadcasters. All figures expressed in 2009 prices. ,,,,,,,,,,,,,,
"Note: The BBC changed the way it calculated its spend figures from 2005 onwards. The figures for 2002 – 2004 are based on cost per hour averages, while those for 2005 - 2008 are actual spend figures. Comparisons over the period 2003-2008 should therefore be made with caution. Spend excludes Gaelic and Welsh language programming but includes some spend on Irish language programming by the BBC. ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Figure 2.7: Change in investment by genre and nation, 2004 - 2009",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,England,England,Scotland,Scotland,Wales,Wales,Northern Ireland,Northern Ireland,,,,,,
,1 yr,5 yr,1 yr,5 yr,1 yr,5 yr,1 yr,5 yr,,,,,,
News,-23,-39,1,-6,-2,-9,1,-5,,,,,,
Current affairs,-4,-4,1,2,0,-2,0,0,,,,,,
Non-news/non-current affairs,-10,-44,-1,-18,-4,-11,-4,-12,,,,,,
,,,,,,,,,,,,,,
Source: Broadcasters. All figures expressed in 2009 prices. ,,,,,,,,,,,,,,
"Note: The BBC changed the way it calculated its spend figures from 2005 onwards. The figures for 2002 – 2004 are based on cost per hour averages, while those for 2005 - 2008 are actual spend figures. Comparisons over the period 2003-2008 should therefore be exercised with caution. Spend excludes Gaelic and Welsh language programming but includes some spend on Irish language programming by the BBC.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.8: Investments per head made by the BBC and ITV1 in national and regional output,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,,,,,,,,
News,2.77,2.67,2.94,2.54,5.54,,,,,,,,,
Current affairs,0.38,0.26,0.82,0.91,1.6,,,,,,,,,
Non-news/non-current affairs,1,0.03,5.81,5.71,6.98,,,,,,,,,
Total,4.14,2.96,9.57,9.16,14.12,,,,,,,,,
,,,,,,,,,,,,,,
Source: PSB returns. Figures expressed in 2009 prices. Spend excludes Gaelic and Welsh language programming but includes some spend on Irish language programming by the BBC.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Figure 2.9: Hours of regionalised output by genre and broadcaster, 2009",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N. Ireland,,,,,,,,,
,,,,,,,,,,,,,,
BBC news,5024,3928,311,368,417,,,,,,,,,
BBC non-news/non-current affairs,785,33,317,276,159,,,,,,,,,
BBC current affairs,499,235,176,52,36,,,,,,,,,
ITV/stv/UTV news,3450,2469,470,266,245,,,,,,,,,
ITV/stv/UTV non-news/non-current affairs,505,55,342,35,73,,,,,,,,,
ITV/stv/UTV current affairs,176,70,28,39,39,,,,,,,,,
,,,,,,,,,,,,,,
Source: PSB returns,,,,,,,,,,,,,,
Note: Hours data for first-run originations only. Hours excludes Gaelic and Welsh language programming but includes some spend on Irish language programming by the BBC.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.10: Regionalised output cost per hour by nation 2004 - 2009,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Country,UK,England,Scotland,Wales,Northern Ireland,,,,,,,,,
2004,31.1,28.2,36.8,35.7,36.7,,,,,,,,,
2009,24.5,22.6,30.3,26.6,26.1,,,,,,,,,
,,,,,,,,,,,,,,
Source: Broadcasters. All figures expressed in 2009 prices. ,,,,,,,,,,,,,,
"Note: The BBC changed the way it calculated its spend figures from 2005 onwards. The figures for 2002 – 2004 are based on cost per hour averages, while those for 2005 - 2008 are actual spend figures. Comparisons over the period 2003-2008 should therefore be exercised with caution. Spend excludes Gaelic and Welsh language programming but includes some spend on Irish language programming by the BBC.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.11: Spend on Welsh language output on S4C,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
(£m),First-run originations,Repeats / Acquisitions,,,,,,,,,,,,
2004,75.5,7.9,,,,,,,,,,,,
2005,74.8,7.2,,,,,,,,,,,,
2006,74,6.2,,,,,,,,,,,,
2007,71.6,6.6,,,,,,,,,,,,
2008,74.9,6.2,,,,,,,,,,,,
2009,78.8,6,,,,,,,,,,,,
,,,,,,,,,,,,,,
Source: S4C data provided to Ofcom. All figures are expressed in 2009 prices ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Figure 2.12: Type of Welsh language output on S4C, by hours",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,2005,2006,2007,2008,2009,,,,,,,,,
BBC Statutory,544,587,625,630,672,,,,,,,,,
Repeats,2372,2509,2585,3237,3521,,,,,,,,,
First-run acquisitions,115,125,126,83,58,,,,,,,,,
First-run commissions – indie,1288,1189,1236,1355,1432,,,,,,,,,
First-run commissions - BBC,153,102,71,21,13,,,,,,,,,
,,,,,,,,,,,,,,
Source: S4C Annual Accounts,,,,,,,,,,,,,,
"Note: this excludes spend on acquisitions and repeats, and excludes BBC investment in statutory hours",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.13: Performance against the Out-of-London production quotas,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Value,,,,,Volume,,,,,,,,
,All BBC,ITV1,Channel 4,Five,,All BBC,ITV1,Channel 4,Five,,,,,
Quota 2009,30,35,30,10,,25,35,30,10,,,,,
Achieved 2006,32.4,45.6,37.2,21.3,,30.1,50.3,39.9,22.4,,,,,
Achieved 2007,32.6,44.3,35.3,33.1,,31.9,53.1,42.7,15.4,,,,,
Achieved 2008,34.9,49.9,31.7,34.5,,33.5,50.3,40.7,17.4,,,,,
Achieved 2009,37.7,44.7,36.9,28.8,,35.3,52,44.7,14.5,,,,,
,,,,,,,,,,,,,,
Source: Ofcom/broadcasters,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Figure 2.14: Expenditure on out-of-London production,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
