Body,Body Name,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,BVACOP,Extended Description
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/06/2010,CIFS008435,1ST LEVY,164450.15,WITHAM FOURTH DISTRICT INTERNAL,18607,Corporate Accounting,IDB Precept Expenditure,60502,Internal Drainage Board Levies, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/06/2010,CIFS008436,INTERIM JUNE 10,368591.41,STAGECOACH EAST MIDLANDS,500966,BM Financial & ICT Services,Concess.Travel - Bus Passes,30706,Non Service Issues, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/06/2010,CIFS008437,INTERIM JUNE 10,66790.96,BRYLAINE TRAVEL,25784,BM Financial & ICT Services,Concess.Travel - Bus Passes,30706,Non Service Issues, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017800,34112,925.00,SELLICK PARTNERSHIP GROUP LTD,530389,BM Financial & ICT Services,Agency Costs,11020,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017801,3928166,1105.00,BADENOCH & CLARK,421029,Chief Executive,Agency Costs,11020,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017802,3928165,929.50,BADENOCH & CLARK,421029,Chief Executive,Agency Costs,11020,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017803,3928169,910.00,BADENOCH & CLARK,421029,Chief Executive,Agency Costs,11020,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017805,3928168,929.50,BADENOCH & CLARK,421029,Chief Executive,Agency Costs,11020,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017807,66,360.00,MUSICTOOLS LTD,496423,Theatre Manager,General Advertising,40604,Theatres/Public Entertainment, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017807,66,240.00,MUSICTOOLS LTD,496423,Theatre Manager,General Advertising,40604,Theatres/Public Entertainment, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017809,7706497,19552.00,CHANDLERS OIL & GAS,520739,Waste Services Manager,Bulk Fuel & Oil Purchase,32991,Household Waste-Collection, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017810,I04292042,19968.00,WATSON PETROLEUM LTD,306283,Waste Services Manager,Bulk Fuel & Oil Purchase,32991,Household Waste-Collection, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017820,404441,1036.00,MORGAN HUNT PUBLIC SECTOR LTD,532604,Hsg Benefits Assessments TL,Agency Costs,11020,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017826,519700,21.45,J P LENNARD LTD,10692,Embassy Pool Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017826,519700,14.30,J P LENNARD LTD,10692,Embassy Pool Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017826,519700,15.90,J P LENNARD LTD,10692,Embassy Pool Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017826,519700,25.58,J P LENNARD LTD,10692,Embassy Pool Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017826,519700,9.96,J P LENNARD LTD,10692,Embassy Pool Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017826,519700,4.98,J P LENNARD LTD,10692,Embassy Pool Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017826,519700,48.50,J P LENNARD LTD,10692,Embassy Pool Manager,Equipment Purchase,40003,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017826,519700,41.37,J P LENNARD LTD,10692,Embassy Pool Manager,Equipment Purchase,40003,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017826,519700,41.37,J P LENNARD LTD,10692,Embassy Pool Manager,Equipment Purchase,40003,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017826,519700,41.37,J P LENNARD LTD,10692,Embassy Pool Manager,Equipment Purchase,40003,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017826,519700,41.37,J P LENNARD LTD,10692,Embassy Pool Manager,Equipment Purchase,40003,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017826,519700,41.37,J P LENNARD LTD,10692,Embassy Pool Manager,Equipment Purchase,40003,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017826,519700,115.55,J P LENNARD LTD,10692,Embassy Pool Manager,Equipment Purchase,40003,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017829,80,720.00,BEESTON LODGE HOTEL,486284,Hsg Advice & Homelessness TL,Bed & Breakfast Fees,40325,Bed/Breakfast Accommodation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017831,8014,6250.00,SKEG GRAIN LTD,468419,TL Property,Building Rents,20301,Depots, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017834,26930,495.00,M J WINDSCREENS LTD,477552,Waste Services Manager,Maintenance - FX06 CTF,37339,Household Waste-Collection, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017836,9AA-113,860.00,THE STANDARDS BOARD FOR ENGLAND,377681,Democracy Manager,Course Fees Training Expenses,11013,Members Allowances & Expenses, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017837,1821,6000.00,ART REACH EVENTS LTD,533661,Cultural & Related Services,Project Costs,40375,Arts Development & Support, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017838,62203,625.48,CALE BRIPARC,504289,Enforcement Team Leader,Equipment Repair,40004,Off-street Parking, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017839,50799,680.00,CUMMINS-ALLISON LTD,379498,Enforcement Team Leader,Equipment Lease Payment,40006,Off-street Parking, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017840,S122078,9485.45,AGCO FINANCE LIMITED,468781,Service Development Manager,Contract Hire - FX07 BPE,38358,OC Other Cleaning, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017841,21818,8124.40,CAPITA BUSINESS SERVICES LTD,388939,Assistant Chief Executive,Consultants Fees,40304,Corporate Resources, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CICP017842,21928,8010.00,CAPITA BUSINESS SERVICES LTD,388939,Assistant Chief Executive,Consultants Fees,40304,Corporate Resources, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIFS008431,9029344601,510.15,ROYAL MAIL,171612,Hsg Benefits Assessments TL,Postage,40401,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIFS008431,9029344601,864.25,ROYAL MAIL,171612,Council Tax TL,Postage,40401,Local Taxation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIFS008431,9029344601,89.64,ROYAL MAIL,171612,Debt Recovery TL,Postage,40401,Local Taxation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIFS008431,9029344601,12.34,ROYAL MAIL,171612,Debt Recovery TL,Postage,40401,Other Rechargeable Overheads, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIFS008431,9029344601,231.47,ROYAL MAIL,171612,BM Financial & ICT Services,Postage,40401,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIFS008431,9029344601,0.24,ROYAL MAIL,171612,Housing Support TL,Postage,40401,Housing Support, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIFS009224,1530239,600.00,POSTAGE BY PHONE - PITNEY BOWES PLC,14151,Theatre Manager,Postage,40401,Theatres/Public Entertainment, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIHE000726,090510/089,1547.94,ORIGINAL ENTERTAINMENT PROGRAMMING LTD,468859,Theatre Manager,Performers Fees,40613,Theatres/Public Entertainment, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIHE000726,090510/089,-176.25,ORIGINAL ENTERTAINMENT PROGRAMMING LTD,468859,Theatre Manager,Performers Fees,40613,Theatres/Public Entertainment, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIHE000727,9028910172,897.50,ROYAL MAIL,171612,Theatre Manager,Postage,40401,Theatres/Public Entertainment, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIHE000728,046 VOE 100515,2311.35,MORNINGSIDE MANAGEMENT LTD,478098,Theatre Manager,Performers Fees,40613,Theatres/Public Entertainment, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIHE000729,382,962.60,SPEAKERS FROM THE EDGE LTD,533713,Theatre Manager,Performers Fees,40613,Theatres/Public Entertainment, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIHE000730,EP 048,4643.63,ESSENCE PRODUCTIONS LTD,532976,Theatre Manager,Performers Fees,40613,Theatres/Public Entertainment, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIHE000730,EP 048,-545.20,ESSENCE PRODUCTIONS LTD,532976,Theatre Manager,Performers Fees,40613,Theatres/Public Entertainment, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIHO005744,COMMUNITY GRANT,592.15,DOGDYKE PUMPING STATION PRESERVATION TRU,526144,TL Partnerships & Grants,Grant Paid From Community Initiative Fun,60279,General Grants, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIHO005746,951,3577.46,HARRIS BUILDING & DESIGN SERVICESXXXXXXX,369657,Hsg Private Sector TL,Grants,98003,Capital Expenditure, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIHO005746,951,-320.13,HARRIS BUILDING & DESIGN SERVICESXXXXXXX,369657,Hsg Private Sector TL,Improvement Grant Agency,1101,Admin of Renovation/DF Grants, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIHO005747,019/10,2398.41,EASTERN GAS SERVICES,533739,Hsg Private Sector TL,Grants,98003,Capital Expenditure, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,02/06/2010,CIHO005750,MRS DIANE ALLEN,562.02,CAPSTONE,533069,Hsg Advice & Homelessness TL,Contribution from ODPM/DCLG/CLG,2324,Housing Advice, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,1.12,ESPO,437615,BM Financial & ICT Services,Office Stationery,40204,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,1.12,ESPO,437615,BM Financial & ICT Services,Office Stationery,40204,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,1.12,ESPO,437615,BM Financial & ICT Services,Office Stationery,40204,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,5.00,ESPO,437615,Horncastle Pool Manager,Equipment Purchase,40003,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,0.01,ESPO,437615,Horncastle Pool Manager,Equipment Purchase,40003,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,8.79,ESPO,437615,Horncastle Pool Manager,Equipment Purchase,40003,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,23.95,ESPO,437615,Meridian Facility Manager,Protective Clothing,40101,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,99.35,ESPO,437615,Meridian Facility Manager,Equipment Purchase,40003,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,5.55,ESPO,437615,Meridian Facility Manager,Equipment Purchase,40003,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,4.20,ESPO,437615,Environment Team Leader,Equipment Purchase,40003,Emergency Planning, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,4.20,ESPO,437615,Environment Team Leader,Equipment Purchase,40003,Emergency Planning, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,39.20,ESPO,437615,Environment Team Leader,Equipment Purchase,40003,Emergency Planning, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,59.80,ESPO,437615,Embassy Pool Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,132.65,ESPO,437615,Embassy Pool Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,84.12,ESPO,437615,Embassy Pool Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,14.09,ESPO,437615,Embassy Pool Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,11.96,ESPO,437615,Theatre Manager,Laundry,40103,Foreshore, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,16.26,ESPO,437615,Theatre Manager,Utensils & Crockery,40017,Foreshore, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017827,9352709,221.34,ESPO,437615,Service Development Manager,Cleaning Materials,20701,OC Other Cleaning, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017846,26,900.00,S K LANGLEY,505084,Council Tax TL,Agency Costs,11020,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017859,34369,637.50,SELLICK PARTNERSHIP GROUP LTD,530389,BM Financial & ICT Services,Agency Costs,11020,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,1.25,ESPO,437615,Sports Centre Manager,Cleaning Materials,20701,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,9.35,ESPO,437615,TL Property,Cleaning Materials,20701,Public Buildings, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,12.95,ESPO,437615,Finance Manager 2,Office Stationery,40204,Environmental Services, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,13.68,ESPO,437615,Meridian Facility Manager,Equipment Purchase,40003,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,7.40,ESPO,437615,Policy & Project Manager,Internal Cleaning Materials,40701,Premises Devt incl Ind. Units, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,36.89,ESPO,437615,Policy & Project Manager,Internal Cleaning Materials,40701,Premises Devt incl Ind. Units, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,3.36,ESPO,437615,BM Regulatory Services,Equipment Purchase,40003,Environmental Services, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,8.95,ESPO,437615,Hsg Benefits Assessments TL,Equipment Purchase,40003,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,6.40,ESPO,437615,Horncastle Pool Manager,Office Stationery,40204,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,6.40,ESPO,437615,Horncastle Pool Manager,Office Stationery,40204,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,3.41,ESPO,437615,Horncastle Pool Manager,Office Stationery,40204,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,0.60,ESPO,437615,Horncastle Pool Manager,Office Stationery,40204,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,3.60,ESPO,437615,Horncastle Pool Manager,Office Stationery,40204,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,3.60,ESPO,437615,Horncastle Pool Manager,Office Stationery,40204,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,0.63,ESPO,437615,Horncastle Pool Manager,Office Stationery,40204,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,5.55,ESPO,437615,Horncastle Pool Manager,Office Stationery,40204,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,3.60,ESPO,437615,Horncastle Pool Manager,Office Stationery,40204,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,1.80,ESPO,437615,Customer Services Manager,Office Stationery,40204,Finance, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,3.25,ESPO,437615,Enforcement Team Leader,Office Stationery,40204,DC Enforcement, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,7.20,ESPO,437615,Policy & Project Manager,Office Stationery,40204,Premises Devt incl Ind. Units, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,04/06/2010,CICP017869,9341969,1.10,ESPO,437615,Cultural & Related Services,Office Stationery,40204,Sports Development, 
