Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Cambridge Univ Hosp NHS Foundation Trust,2095,377641
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Cardiff and Vale University Health Board,2095,140000
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Central Manchester University Hospitals NHS Foundation Trust,2095,430414
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Kings College Hospital NHS Foundation Trust,2095,290895
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Leeds Teaching Hospitals NHS Trust,2095,327694
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,NHS Lothian,2095,478354
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Oxford Radcliffe Hospital NHS Trust,2095,294723
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Papworth Hospital NHS Foundation Trust,2095,369581
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Royal Brompton And Harefield NHS Foundation Trust,2095,474159
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Royal Free Hampstead NHS Trust,2095,441619
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Newcastle Upon Tyne Hospitals NHS Foundation Trust,2095,597965
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,University Hospital Of South Manchester NHS Foundation Trust,2095,354255
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,University Hospital Birmingham NHS Foundation Trust,2095,723445
Department of Health,NHS Blood and Transplant,15/04/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,Cambridge Univ Hosp NHS Foundation Trust,2096,51711
Department of Health,NHS Blood and Transplant,15/04/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,Central Manchester University Hospitals NHS Foundation Trust,2096,55274
Department of Health,NHS Blood and Transplant,15/04/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,Guys And St Thomas NHS Foundation Trust,2096,53857
Department of Health,NHS Blood and Transplant,15/04/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,Leeds Teaching Hospitals NHS Trust,2096,45017
Department of Health,NHS Blood and Transplant,15/04/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,North Bristol NHS Trust,2096,52950
Department of Health,NHS Blood and Transplant,15/04/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,Oxford Radcliffe Hospital NHS Trust,2096,45403
Department of Health,NHS Blood and Transplant,15/04/2011,ODT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,University Hospital Birmingham NHS Foundation Trust,2096,64740
Department of Health,NHS Blood and Transplant,15/04/2011,RENT/LEASE,Business Transformation Services,BIO PRODUCTS LABORATORY,1474385,34250.00
Department of Health,NHS Blood and Transplant,08/04/2011,BUSINESS RATES,Estates & Logistics,SOUTH GLOUCESTERSHIRE COUNCIL PO BOX 101,1478060,51527.00
Department of Health,NHS Blood and Transplant,21/04/2011,BUSINESS RATES,Estates & Logistics,SOUTH GLOUCESTERSHIRE COUNCIL PO BOX 101,1478060,51527.00
Department of Health,NHS Blood and Transplant,15/04/2011,OCCUPATIONAL HEALTH COSTS,Human Resources,ATOS ORIGIN,1480981,70749.75
Department of Health,NHS Blood and Transplant,15/04/2011,OCCUPATIONAL HEALTH COSTS,Human Resources,ATOS ORIGIN,1480984,273699.06
Department of Health,NHS Blood and Transplant,15/04/2011,OCCUPATIONAL HEALTH COSTS,Human Resources,ATOS ORIGIN,1480986,-70749.75
Department of Health,NHS Blood and Transplant,15/04/2011,OCCUPATIONAL HEALTH COSTS,Human Resources,ATOS ORIGIN,1480991,-273699.06
Department of Health,NHS Blood and Transplant,28/04/2011,EQUIPMENT MAINTENANCE CONTRACT,Patient Services,FENWAL EUROPE,1481195,36339.80
Department of Health,NHS Blood and Transplant,28/04/2011,EQUIPMENT MAINTENANCE CONTRACT,Patient Services,FENWAL EUROPE,1481206,-37451.60
Department of Health,NHS Blood and Transplant,15/04/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,1481925,39552.00
Department of Health,NHS Blood and Transplant,15/04/2011,EXTERNAL MARKETING SERVICES,Organ Donation & Transplantation,COI COMMUNICATIONS,1482332,150000.00
Department of Health,NHS Blood and Transplant,15/04/2011,ELECTRICITY,Estates & Logistics,OXFORD RADCLIFFE HOSPITALS NHS TRUST,1482342,21158.09
Department of Health,NHS Blood and Transplant,15/04/2011,STEAM,Estates & Logistics,OXFORD RADCLIFFE HOSPITALS NHS TRUST,1482342,3258.89
Department of Health,NHS Blood and Transplant,15/04/2011,WATER & SEWERAGE,Estates & Logistics,OXFORD RADCLIFFE HOSPITALS NHS TRUST,1482342,1856.01
Department of Health,NHS Blood and Transplant,15/04/2011,AVERAGE COST VARIANCE,General and Other,DSG RETAIL LTD,1482552,-0.01
Department of Health,NHS Blood and Transplant,15/04/2011,IT HARDWARE MAINTENANCE,Business Transformation Services,DSG RETAIL LTD,1482552,86055.48
Department of Health,NHS Blood and Transplant,15/04/2011,POSTAGE,Blood Donation,STRALFORS,1483777,26250.03
Department of Health,NHS Blood and Transplant,15/04/2011,BUSINESS RATES,Estates & Logistics,LIVERPOOL CITY COUNCIL,1483822,25114.00
Department of Health,NHS Blood and Transplant,21/04/2011,BUSINESS RATES,Estates & Logistics,LIVERPOOL CITY COUNCIL,1483822,25114.00
Department of Health,NHS Blood and Transplant,15/04/2011,NBA RECHARGES,Clinical,UNIVERSITY OF EDINBURGH,1484686,181367.00
Department of Health,NHS Blood and Transplant,15/04/2011,AVERAGE COST VARIANCE,General and Other,CARIDIAN BCT EUROPE NV/SA,1485022,-551.52
Department of Health,NHS Blood and Transplant,15/04/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1485022,26471.52
Department of Health,NHS Blood and Transplant,21/04/2011,AVERAGE COST VARIANCE,General and Other,CARIDIAN BCT EUROPE NV/SA,1485026,-1443.84
Department of Health,NHS Blood and Transplant,21/04/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1485026,55230.72
Department of Health,NHS Blood and Transplant,21/04/2011,AVERAGE COST VARIANCE,General and Other,CARIDIAN BCT EUROPE NV/SA,1485032,-693.52
Department of Health,NHS Blood and Transplant,21/04/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1485032,27424.72
Department of Health,NHS Blood and Transplant,21/04/2011,OTHER PROFESSIONAL FEES,Clinical,BBTS ENTERPRISES LTD,1485062,28000.00
Department of Health,NHS Blood and Transplant,28/04/2011,AVERAGE COST VARIANCE,General and Other,BECKMAN COULTER UK LTD,1485460,52875.00
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS HEPB,Patient Services,ABBOTT LABORATORIES LTD,1485466,18536.40
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS HEPC,Patient Services,ABBOTT LABORATORIES LTD,1485466,130648.08
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS HIV,Patient Services,ABBOTT LABORATORIES LTD,1485466,27920.09
Department of Health,NHS Blood and Transplant,28/04/2011,AVERAGE COST VARIANCE,General and Other,ABBOTT LABORATORIES LTD,1485469,-17.35
Department of Health,NHS Blood and Transplant,28/04/2011,TEST KITS HEPB,Patient Services,ABBOTT LABORATORIES LTD,1485469,32059.04
Department of Health,NHS Blood and Transplant,28/04/2011,TEST KITS HEPC,Patient Services,ABBOTT LABORATORIES LTD,1485469,230840.08
Department of Health,NHS Blood and Transplant,28/04/2011,TEST KITS HIV,Patient Services,ABBOTT LABORATORIES LTD,1485469,52194.99
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS HEPB,Patient Services,ABBOTT LABORATORIES LTD,1485470,15564.80
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS HEPC,Patient Services,ABBOTT LABORATORIES LTD,1485470,83417.60
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS HIV,Patient Services,ABBOTT LABORATORIES LTD,1485470,19824.60
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS HEPB,Patient Services,ABBOTT LABORATORIES LTD,1485471,26929.28
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS HEPC,Patient Services,ABBOTT LABORATORIES LTD,1485471,184615.68
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS HIV,Patient Services,ABBOTT LABORATORIES LTD,1485471,38044.90
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS OTHER,Clinical,IBG IMMUCOR LTD,1485473,47520.00
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS HEPB,Patient Services,ABBOTT LABORATORIES LTD,1485482,20688.36
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS HEPC,Patient Services,ABBOTT LABORATORIES LTD,1485482,146384.84
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS HIV,Patient Services,ABBOTT LABORATORIES LTD,1485482,30817.44
Department of Health,NHS Blood and Transplant,21/04/2011,POSTAGE,Blood Donation,STRALFORS,1485522,23069.88
Department of Health,NHS Blood and Transplant,21/04/2011,EXTERNAL MAILING SERVICES,Blood Donation,STRALFORS,1485532,71052.24
Department of Health,NHS Blood and Transplant,21/04/2011,POSTAGE,Blood Donation,STRALFORS,1485539,24039.72
Department of Health,NHS Blood and Transplant,15/04/2011,LOSSES & COMPENSATION,Blood Donation,COI COMMUNICATIONS,1485811,51404.21
Department of Health,NHS Blood and Transplant,21/04/2011,TEST KITS OTHER,Clinical,GRIFOLS UK LTD,1485821,39600.00
Department of Health,NHS Blood and Transplant,08/04/2011,COURIER & DELIVERY CHARGES,Estates & Logistics,TNT EXPRESS UK LTD,1486108,53186.66
Department of Health,NHS Blood and Transplant,21/04/2011,AVERAGE COST VARIANCE,General and Other,MACO PHARMA UK LTD,1486134,110.96
Department of Health,NHS Blood and Transplant,21/04/2011,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1486134,40660.62
Department of Health,NHS Blood and Transplant,21/04/2011,AVERAGE COST VARIANCE,General and Other,MACO PHARMA UK LTD,1486138,61.24
Department of Health,NHS Blood and Transplant,21/04/2011,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1486138,30614.22
Department of Health,NHS Blood and Transplant,21/04/2011,AVERAGE COST VARIANCE,General and Other,MACO PHARMA UK LTD,1486141,61.24
Department of Health,NHS Blood and Transplant,21/04/2011,INVENTORY MATERIALS,NBS and ODT All Areas,MACO PHARMA UK LTD,1486141,30614.22
Department of Health,NHS Blood and Transplant,08/04/2011,COURIER & DELIVERY CHARGES,Estates & Logistics,TNT EXPRESS UK LTD,1486331,51574.53
Department of Health,NHS Blood and Transplant,08/04/2011,COURIER & DELIVERY CHARGES,Estates & Logistics,TNT EXPRESS UK LTD,1486333,42900.49
Department of Health,NHS Blood and Transplant,21/04/2011,IT HARDWARE MAINTENANCE,Business Transformation Services,E-TEC POWER MANAGEMENT,1486931,25422.00
Department of Health,NHS Blood and Transplant,21/04/2011,IT SOFTWARE,Organ Donation & Transplantation,MINDASCENT LTD,1486970,40000.00
