Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,East of England SHA,08/02/2011,"Books, Journals & Subscr",Library - Non-Medical,ELSEVIER B.V.,7855826,54100
Department of Health,East of England SHA,21/02/2011,"Books, Journals & Subscr",Library - Non-Medical,PROQUEST INFORMATION & LEARNING LTD,7979406,61988
Department of Health,East of England SHA,18/02/2011,Course Fees,Improving Access to Psychological Therapies (IAPT) - ad hoc Training,UNIVERSITY OF EAST ANGLIA,7970853,139297.5
Department of Health,East of England SHA,25/02/2011,External Consultancy Fees,Supporting Self Care in GP programme,LEEDS METROPOLITAN UNIVERSITY,7946142,28000
Department of Health,East of England SHA,28/02/2011,External Contractors,NED Development,FORESIGHT PARTNERSHIP LTD,7694933,25606.33
Department of Health,East of England SHA,25/02/2011,External Contractors,Pathology Next Steps,DELOITTE & TOUCHE LLP,7694930,42094.63
Department of Health,East of England SHA,23/02/2011,Grants,Innovation Fund,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7997910,33400
Department of Health,East of England SHA,09/02/2011,Grants,Innovation Fund,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,7916972,84000
Department of Health,East of England SHA,23/02/2011,Grants,Innovation Fund,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,7997869,40000
Department of Health,East of England SHA,09/02/2011,Grants,Innovation Fund,NHS SUFFOLK,7916970,27307.33
Department of Health,East of England SHA,23/02/2011,Grants,Innovation Fund,NHS SUFFOLK,7997881,43800
Department of Health,East of England SHA,09/02/2011,Grants,Innovation Fund,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,7916969,115911
Department of Health,East of England SHA,23/02/2011,Grants,Innovation Fund,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,7997952,65706
Department of Health,East of England SHA,04/02/2011,Lease Rents,Workforce Running Costs,SAVILLS COMMERCIAL LTD,7880243,43973
Department of Health,East of England SHA,23/02/2011,Lease Rents,Workforce Running Costs,SAVILLS COMMERCIAL LTD,8006727,43973
Department of Health,East of England SHA,23/02/2011,Lease Rents,Workforce Running Costs,SAVILLS COMMERCIAL LTD,8006731,43973
Department of Health,East of England SHA,04/02/2011,Lease Rents,Victoria House,SAVILLS COMMERCIAL LTD,7880242,38476.31
Department of Health,East of England SHA,15/02/2011,Legal Clm Provn Utlisn NC,Balance Sheet,Boyes Turner,7935716,25600
Department of Health,East of England SHA,01/02/2011,Miscellaneous Expenditure,Adolescent & Child Programme,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,7862127,1040368
Department of Health,East of England SHA,23/02/2011,Miscellaneous Expenditure,Clinical Excellence Awards,BEDFORD HOSPITALS NHS TRUST,8006750,117324.84
