Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,01/12/2016,Training Costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900378032,"32,355.58",Employee Training,DL1 9HN,,,,
HMRC,HMRC,01/12/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100068052,"2,342.40",Contact Platform Telephony Costs supplied by KCOM,HU1 3RE,,,,
HMRC,HMRC,01/12/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100068052,"3,270.00",Contact Platform Telephony Costs supplied by KCOM,HU1 3RE,,,,
HMRC,HMRC,01/12/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100068052,"3,840.00",Contact Platform Telephony Costs supplied by KCOM,HU1 3RE,,,,
HMRC,HMRC,01/12/2016,Telephone Support,Information Management Services,KCOM GROUP PLC,5100068052,"134,847.60",Contact Platform Telephony Costs supplied by KCOM,HU1 3RE,,,,
HMRC,HMRC,01/12/2016,Nat Pst Del Ser(VAT),CS Director,DEPARTMENT FOR WORK & PENSIONS,5100068106,"39,087.48",These are postal charges following the Ex-com decision to move all HMRC Output Management costs into PT Director . ,FY5 3TA,,,,
HMRC,HMRC,01/12/2016,Research conslt serv,Change Portfolio,BINARY VISION,5100068107,"37,735.20",These costs relate to the design creation and delivery of Campaign Website  and includes user research expenses,WC1X 0DS,,,,
HMRC,HMRC,01/12/2016,Govt auditing serv,Internal Audit,PRICEWATERHOUSECOOPERS LLP,5100068111,"29,931.60","Audit Services - As part of project
Columbus a rationalisation exercise elements of the Global Networks Division who
provide the NOC function will transition to HMRC control.",WC2N 6RH,,,,
HMRC,HMRC,01/12/2016,Legal Service Sol's,Solicitors Office,THE SCOTLAND OFFICE,5100068114,"29,216.12",Costs incurred by OSAG (Office for the Solicitor to the Advocate General) for HMRC cases.,EH3 7HW,,,,
HMRC,HMRC,01/12/2016,Contingnt Labr IT,Change Portfolio,EQUAL EXPERTS UK LTD,5100068116,"210,547.50",October invoice for contractors working on the Auth team of the Multi Digital Tax Platform.,WC1H 9BB,,,,
HMRC,HMRC,01/12/2016,P01 Asset Creation,Change Portfolio,EQUAL EXPERTS UK LTD,5100068118,"531,810.00",Equal Experts charge for software development to support portal rehoming project.,WC1H 9BB,,,,
HMRC,HMRC,01/12/2016,Non-IMS IT for CSR,Civil Service Resourcing,SPECIALIST COMPUTER CTR,5100068200,"72,298.80",Monthly Support/Miantenance. Parity Monthly IT Charge. Invoice number: PPI-100062. Fast Stream monthly charge for October 2016,B11 2LE,,,,
HMRC,HMRC,01/12/2016,Business Consultancy,Estates & Support Services,PRICEWATERHOUSECOOPERS LLP,5100068293,"39,223.20",Transformation Costs,WC2N 6RH,,,,
HMRC,HMRC,01/12/2016,100 PS Service Charg,Estates & Support Services,EXCHEQUER PARTNERSHIP PLC,5100068296,"1,219,778.54",Monthly charge for fully serviced accommodation at 100 Parliament Street London,M41 7HG,,,,
HMRC,HMRC,01/12/2016,100 PS Service Charg,Estates & Support Services,EXCHEQUER PARTNERSHIP PLC,5100068296,"1,269,565.43",Monthly charge for fully serviced accommodation at 100 Parliament Street London,M41 7HG,,,,
HMRC,HMRC,01/12/2016,Security services,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD COMPO,5100068300,"291,066.96",Security for Accounts Office Shipley,WD17 1HN,,,,
HMRC,HMRC,01/12/2016,Landlord Charges,Estates & Support Services,COOKE AND ARKWRIGHT,5100068313,"136,608.13",Quarterly Landlord charges Brunel House Cardiff,CF10 3SX,,,,
HMRC,HMRC,02/12/2016,Crown Sol's Off NI,Debt Management,CROWN SOLICITORS OFFICE,5100068317,"46,146.00",High Court costs,BT1 3JY,,,,
HMRC,HMRC,02/12/2016,Crown Sol's Off NI,Debt Management,CROWN SOLICITORS OFFICE,5100068320,"42,251.40",High Court costs,BT1 3JY,,,,
HMRC,HMRC,02/12/2016,Research (VAT rec),Knowledge Analysis & Intelligence,IFF RESEARCH LTD,5100068347,"41,674.80",Research into the characteristics experiences and needs of Child Benefit customers in order to develop future service improvements ,N1 6DD,,,,
HMRC,HMRC,02/12/2016,Software licences,Change Portfolio,ANCORIS LTD,5100068376,"72,258.00",Software licence for use in the Digital Delivery Centres.,RG12 2SJ,,,,
HMRC,HMRC,02/12/2016,Contingnt Labr IT,Digital,EQUAL EXPERTS UK LTD,5100068392,"10,440.00",November invoice for contractors working on various projects in the Digital Delivery Centres.,WC1H 9BB,,,,
HMRC,HMRC,02/12/2016,Contingnt Labr IT,Digital,EQUAL EXPERTS UK LTD,5100068392,"13,920.00",November invoice for contractors working on various projects in the Digital Delivery Centres.,WC1H 9BB,,,,
HMRC,HMRC,02/12/2016,Contingnt Labr IT,Digital,EQUAL EXPERTS UK LTD,5100068392,"30,450.00",November invoice for contractors working on various projects in the Digital Delivery Centres.,WC1H 9BB,,,,
HMRC,HMRC,02/12/2016,Contingnt Labr IT,Digital,EQUAL EXPERTS UK LTD,5100068392,"34,530.00",November invoice for contractors working on various projects in the Digital Delivery Centres.,WC1H 9BB,,,,
