1,directgov,"208,822"
2,job centre,"115,425"
3,direct gov,"61,472"
4,jobcentre plus,"54,034"
5,www.direct.gov.uk/taxdisc,"50,375"
6,jobcentre,"42,146"
7,directgov jobs,"41,944"
8,passport renewal,"29,164"
9,bank holidays 2012,"20,785"
10,job centre plus,"20,386"
11,direct.gov.uk,"20,263"
12,dvla,"19,961"
13,direct.gov,"19,130"
14,www.direct.gov.uk,"19,118"
15,car tax,"16,741"
16,uk bank holidays 2012,"16,217"
17,passport,"15,260"
18,job seekers allowance,"14,320"
19,student finance,"13,537"
20,dvla tax,"13,389"
21,minimum wage,"13,247"
22,jobcentreplus,"12,460"
23,theory test,"12,147"
24,provisional license,"11,662"
25,income support,"10,577"
26,housing benefit,"10,437"
27,working tax credit,"10,266"
28,council tax bands,"10,197"
29,disability living allowance,"9,950"
30,government,"9,849"
31,direct.gov.uk/taxdisc,"9,747"
32,council tax,"9,470"
33,job seekers,"9,120"
34,csa,"8,896"
35,dla,"8,735"
36,job centre online,"8,573"
37,passport fees,"8,167"
38,road tax,"8,009"
39,carers allowance,"7,887"
40,job center,"7,829"
41,national minimum wage,"7,725"
42,warm home discount,"7,556"
43,stamp duty,"7,239"
44,jobseekers allowance,"6,841"
45,www.direct.gov.uk/renewat70,"6,544"
46,driving theory test,"6,516"
47,diamond jubilee,"6,398"
48,attendance allowance,"6,363"
49,car tax online,"6,242"
50,state pension,"6,222"
51,tax disc,"6,213"
52,highway code,"6,179"
53,theory test online,"5,927"
54,cold weather payment,"5,924"
55,book driving test,"5,825"
56,mot check,"5,788"
57,bank holidays 2012 uk,"5,643"
58,car tax bands,"5,418"
59,sorn,"5,221"
60,direct gov jobs,"5,214"
61,passport application,"5,207"
62,pension credit,"5,064"
63,jsa,"5,041"
64,dvla car tax,"4,964"
65,warm home discounts,"4,935"
66,driving test,"4,932"
67,statutory sick pay,"4,927"
68,renew passport,"4,624"
69,child support agency,"4,544"
70,driving licence,"4,493"
71,book theory test,"4,483"
72,www.jobcentreplus.gov.uk,"4,463"
73,cv,"4,367"
74,dvla change of address,"4,332"
75,dvla theory test,"4,322"
76,uk bank holidays,"4,298"
77,redundancy,"4,263"
78,benefits,"4,213"
79,minimum wage 2012,"4,167"
80,maternity allowance,"4,153"
81,esa,"4,136"
82,queens diamond jubilee,"4,118"
83,directgov.co.uk,"4,116"
84,crisis loan,"4,004"
85,dsa theory test,"3,966"
86,queens jubilee,"3,888"
87,vehicle tax bands,"3,887"
88,maternity pay,"3,854"
89,www.direct.gov.uk/passports,"3,803"
90,theory test booking,"3,800"
91,dsa,"3,798"
92,consumer direct,"3,695"
93,sure start,"3,636"
94,national insurance number,"3,621"
95,probate,"3,595"
96,dvla sorn,"3,471"
97,connexions,"3,414"
98,www.direct.gov.uk/renewmyphoto,"3,366"
99,practical driving test,"3,357"
100,uk passport,"3,332"
101,cold weather payments,"3,300"
102,jobseekers,"3,273"
103,statutory maternity pay,"3,247"
104,employment law,"3,229"
