Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Sussex Community NHS Trust,31/10/2012,Med & Surg Maint Contract,Wheelchair Serv Adults WS,AJ MOBILITY LTD,15696957,33790.34
Department of Health,Sussex Community NHS Trust,31/10/2012,Equip Maint Contracts,Wheelchair Serv Adults WS,AJ MOBILITY LTD,15696970,33790.34
Department of Health,Sussex Community NHS Trust,10/10/2012,Wheelchairs,Wheelchairs Services,AJ MOBILITY LTD,15554358,26550.62
Department of Health,Sussex Community NHS Trust,17/10/2012,Ext Contr Catering,Facilities Kleinwort WS,ARAMARK LTD,15641752,22553.68
Department of Health,Sussex Community NHS Trust,24/10/2012,PAMs band 3,Knoll House 1,BRIGHTON & HOVE CITY COUNCIL,15655377,30660.35
Department of Health,Sussex Community NHS Trust,15/10/2012,External Consultancy Fees,Chief Executive,BRIGHTON AND HOVE CITY PCT,15572042,64413.47
Department of Health,Sussex Community NHS Trust,15/10/2012,Commercial Sector,SCD Hospital GA WS,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,15572029,25974
Department of Health,Sussex Community NHS Trust,15/10/2012,Commercial Sector,Dental Services,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,15572032,26324.7
Department of Health,Sussex Community NHS Trust,10/10/2012,External Consultancy Fees,Foundation Trust,DELOITTE LLP,15611538,64467.38
Department of Health,Sussex Community NHS Trust,24/10/2012,AUC Additions,Balance Sheet,EDBURTON CONTRACTORS LTD,15672062,85500
Department of Health,Sussex Community NHS Trust,10/10/2012,AUC Additions,Balance Sheet,J CHEESMUR & SONS LTD,15554744,39003.95
Department of Health,Sussex Community NHS Trust,10/10/2012,Other NHS Payables <1Yr,Balance Sheet,NHS PROFESSIONALS LTD,15561375,25352.95
Department of Health,Sussex Community NHS Trust,01/10/2012,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,15441494,37218.53
Department of Health,Sussex Community NHS Trust,01/10/2012,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,15561324,44919.82
Department of Health,Sussex Community NHS Trust,01/10/2012,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,15561341,43504.13
Department of Health,Sussex Community NHS Trust,15/10/2012,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,15591375,44867.02
Department of Health,Sussex Community NHS Trust,15/10/2012,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,15605025,36486.93
Department of Health,Sussex Community NHS Trust,24/10/2012,Limbs,Prosthetic Services,OTTO BOCK HEALTHCARE PLC,15662252,54523.93
Department of Health,Sussex Community NHS Trust,03/10/2012,Continence Products,Continence Home Delivery,PAUL HARTMANN LTD,15554307,99188.64
