Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount,VAT registration Number
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,Medical Agecy Spend,,TALENT HUMAN CAPITAL MANAGEMENT LTD,2001068,26240.30,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,DRESSINGS  -  PROCEDURE PACKS,Surgery,PURPLE SURGICAL UK LTD,631132,5600.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,DRESSINGS  -  PROCEDURE PACKS,Surgery,PURPLE SURGICAL UK LTD,631132,5600.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,DRESSINGS  -  PROCEDURE PACKS,Surgery,PURPLE SURGICAL UK LTD,631132,4750.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,DRESSINGS  -  PROCEDURE PACKS,Surgery,PURPLE SURGICAL UK LTD,631132,4750.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,DRESSINGS  -  PROCEDURE PACKS,Surgery,PURPLE SURGICAL UK LTD,631132,3350.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,DRESSINGS  -  PROCEDURE PACKS,Surgery,PURPLE SURGICAL UK LTD,631132,3350.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,DRESSINGS  -  PROCEDURE PACKS,Surgery,PURPLE SURGICAL UK LTD,631132,1120.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,DRESSINGS  -  PROCEDURE PACKS,Surgery,PURPLE SURGICAL UK LTD,631132,1120.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,DRESSINGS  -  PROCEDURE PACKS,Surgery,PURPLE SURGICAL UK LTD,631132,950.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,DRESSINGS  -  PROCEDURE PACKS,Surgery,PURPLE SURGICAL UK LTD,631132,950.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,DRESSINGS  -  PROCEDURE PACKS,Surgery,PURPLE SURGICAL UK LTD,631132,670.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,DRESSINGS  -  PROCEDURE PACKS,Surgery,PURPLE SURGICAL UK LTD,631132,670.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 10 YEARS,Capital Projects,TALLEY GROUP LTD,AI041185,32000.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 10 YEARS,Capital Projects,TALLEY GROUP LTD,AI041185,6400.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,969.06,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,2907.18,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,2741.64,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,2907.18,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,2741.64,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,4715.10,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,5989.20,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,14850.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,1080.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,1530.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,180.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,180.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,180.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,1477.77,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,1904.00,
Department of Health,Salisbury NHS Foundation Trust,02-Oct-2015,MEDICAL EQUIPMENT 5 YEARS,Capital Projects,STRYKER UK LTD,27648115,2800.00,
