Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat No
Department of Health,Shropshire County PCT,24/11/2011,General And Acute,NHS Contract - Gen & Acute,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,I0059292,29872,
Department of Health,Shropshire County PCT,24/11/2011,General And Acute,NHS Contract - Gen & Acute,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Nov-11,34330,
Department of Health,Shropshire County PCT,24/11/2011,Grants re Patients Welfare,SCL3 Ludlow Hospital ZH Legacy,FRESENIUS MEDICAL CARE (SUTTON),1011195853,84000,
Department of Health,Shropshire County PCT,15/11/2011,Community Health Services,NHS Contract Older People,WYE VALLEY NHS TRUST,308503,27999.25,
Department of Health,Shropshire County PCT,15/11/2011,General And Acute,NHS Contract - Gen & Acute,WYE VALLEY NHS TRUST,309812,199786,
Department of Health,Shropshire County PCT,08/11/2011,Community Health Services,NHS Contract Older People,WYE VALLEY NHS TRUST,309818,27999.25,
Department of Health,Shropshire County PCT,10/11/2011,Counselling Services,Ministry of Justice Programmes,MINISTRY OF JUSTICE,358792,52038,
Department of Health,Shropshire County PCT,17/11/2011,Expenditure on Drugs Action Team,Ministry of Justice Programmes,MINISTRY OF JUSTICE,360171,59422.21,
Department of Health,Shropshire County PCT,17/11/2011,Community Health Services,Community Services - Other,NURSING HOMES,Nov-11,31416.67,
Department of Health,Shropshire County PCT,17/11/2011,General And Acute,Patient First Transport Services,PATIENT FIRST (SHROPSHIRE) LTD,Nov-11,25000,
Department of Health,Shropshire County PCT,24/11/2011,General And Acute,NHS Contract - Gen & Acute,ALDER HEY CHILDRENS NHS FOUNDTION TRUST,Nov-11,43680,
Department of Health,Shropshire County PCT,24/11/2011,NHS Payables < 1 Year,Payables,THE ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,141385,349848,
Department of Health,Shropshire County PCT,24/11/2011,General And Acute,NHS Contract - Gen & Acute,THE ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,143585,61731,
Department of Health,Shropshire County PCT,24/11/2011,General And Acute,NHS Contract - Gen & Acute,THE ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,143895,70890,
Department of Health,Shropshire County PCT,24/11/2011,General And Acute,NHS Contract - Gen & Acute,THE ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,144150,62876,
Department of Health,Shropshire County PCT,24/11/2011,General And Acute,NHS Contract - Gen & Acute,THE ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,144599,25696
Department of Health,Shropshire County PCT,24/11/2011,General And Acute,NHS Contract - Gen & Acute,THE ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,146563,340815
Department of Health,Shropshire County PCT,24/11/2011,General And Acute,NHS Contract - Gen & Acute,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,73695,26786.42
Department of Health,Shropshire County PCT,24/11/2011,Drugs,Com Hlth HIV/Aids Contracts,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10059058,40517.13
Department of Health,Shropshire County PCT,24/11/2011,Drugs,Com Hlth HIV/Aids Contracts,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10059058,8103.43
Department of Health,Shropshire County PCT,15/11/2011,General And Acute,NHS Contract - Gen & Acute,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Nov-11,10475000
Department of Health,Shropshire County PCT,08/11/2011,General And Acute,NCA - General & Acute,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0061756,16522
Department of Health,Shropshire County PCT,08/11/2011,General And Acute - Elective,NCA - General & Acute,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0061756,6775.62
Department of Health,Shropshire County PCT,08/11/2011,General And Acute - Non-elective,NCA - General & Acute,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0061756,4373.38
Department of Health,Shropshire County PCT,08/11/2011,General And Acute - Outpatients,NCA - General & Acute,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0061756,980.89
Department of Health,Shropshire County PCT,08/11/2011,Accident And Emergency,NCA - General & Acute,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0061756,712.11
Department of Health,Shropshire County PCT,03/11/2011,Out of Hours Medical Provision,APMS Exceptions,SHROPSHIRE DOCTORS CO-OP LTD,NOV11 OOH,286447.67
Department of Health,Shropshire County PCT,24/11/2011,NHS Payables < 1 Year,Payables,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,OP/K442505,125876.52
Department of Health,Shropshire County PCT,24/11/2011,NHS Payables < 1 Year,Payables,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,OP/K442509,125876.52
