Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
The Serious Fraud Office,The Serious Fraud Office,07/06/2011,Telephones - Line Rental,Facilities Management,Buying Solutions,184957,"41,382.50"
The Serious Fraud Office,The Serious Fraud Office,07/06/2011,Fees To Counsel - Leading,Fraud Business Area,Mr Andrew Baillie Q.C.,185017,"37,602.50"
The Serious Fraud Office,The Serious Fraud Office,16/06/2011,Audit Charges - Internal,Finance,Hm Revenue & Customs,185165,"28,590.00"
The Serious Fraud Office,The Serious Fraud Office,28/06/2011,Consultants - Other,Chief Executive Officer,Corven Consulting Ltd,185216,"59,877.33"
The Serious Fraud Office,The Serious Fraud Office,28/06/2011,Fees To Counsel - Leading,Bribery & Corruption,Mr Simon Mayo Qc,185219,"49,170.00"
The Serious Fraud Office,The Serious Fraud Office,23/06/2011,Outside Accountants - Manager,Fraud Business Area,Mazars Llp,185312,"35,200.00"
The Serious Fraud Office,The Serious Fraud Office,21/06/2011,Quarterly Rent - ITN 1st Flr,Facilities Management,King Sturge Llp Clients A/C,185751,"210,793.20"
The Serious Fraud Office,The Serious Fraud Office,21/06/2011,Accommodation Service Charge ITN 1st Flr,Facilities Management,King Sturge Llp Clients A/C,185751,"91,959.00"
The Serious Fraud Office,The Serious Fraud Office,21/06/2011,Fuel & Utilities - Electricity,Facilities Management,King Sturge Llp Clients A/C,185751,"12,255.32"
The Serious Fraud Office,The Serious Fraud Office,21/06/2011,Quarterly Rent - Elm House,Facilities Management,Palm Estates,185757,"375,000.00"
The Serious Fraud Office,The Serious Fraud Office,28/06/2011,Quartely IT Service & Support Charge,Information Systems & Technology,Capita Secure Information Systems Ltd,185871,"171,768.90"
The Serious Fraud Office,The Serious Fraud Office,21/06/2011,Quarterly Rent - ITN 5th Flr,Facilities Management,King Sturge Llp Clients A/C,185987,"95,707.50"
The Serious Fraud Office,The Serious Fraud Office,21/06/2011,Accommodation Service Charge ITN 5th Flr,Facilities Management,King Sturge Llp Clients A/C,185987,"34,096.25"
The Serious Fraud Office,The Serious Fraud Office,21/06/2011,Fuel & Utilities - Electricity,Facilities Management,King Sturge Llp Clients A/C,185987,"2,042.54"
The Serious Fraud Office,The Serious Fraud Office,30/06/2011,Rates - ITN,Facilities Management,Camden Nndr,186020,"39,624.00"
The Serious Fraud Office,The Serious Fraud Office,30/06/2011,Rates - Elm House,Facilities Management,Camden Nndr,186022,"59,343.00"
