Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
CONNECTING FOR HEALTH,CONNECTING FOR HEALTH,28/09/2012,SOFTWARE MAINTENANCE,INFORMATION DIRECTOR,CSC COMPUTER SCIENCES LTD,15002560,"38,815.85"
CONNECTING FOR HEALTH,CONNECTING FOR HEALTH,28/09/2012,SOFTWARE MAINTENANCE,INFORMATION DIRECTOR,CSC COMPUTER SCIENCES LTD,15002561,"38,815.85"
CATARACT SUITE,CATARACT SUITE,07/09/2012,Nurse Qualified PB5-7,NURSING - PLANNED CARE,ROYAL WOLVERHAMPTON NHS TRUST,15003595,"4,463.34"
CATARACT SUITE,CATARACT SUITE,07/09/2012,Nurse Unqualified PB4,NURSING - PLANNED CARE,ROYAL WOLVERHAMPTON NHS TRUST,15003595,"1,838.17"
MR RAMANATHAN,MR RAMANATHAN,07/09/2012,Consultants,PLANNED CARE - MEDICAL STAFF,ROYAL WOLVERHAMPTON NHS TRUST,15003595,"4,667.46"
MR SANDRAMOULI,MR SANDRAMOULI,07/09/2012,Services-NHS - Sub Contr HCare,PLANNED CARE - MEDICAL STAFF,ROYAL WOLVERHAMPTON NHS TRUST,15003595,"6,929.52"
MR SANDRAMOULI,MR SANDRAMOULI,07/09/2012,Consultants,PLANNED CARE - MEDICAL STAFF,ROYAL WOLVERHAMPTON NHS TRUST,15003595,"4,020.09"
MR SHUN SHIN,MR SHUN SHIN,07/09/2012,Consultants,PLANNED CARE - MEDICAL STAFF,ROYAL WOLVERHAMPTON NHS TRUST,15003595,"7,259.63"
MR YANG,MR YANG,07/09/2012,Consultants,PLANNED CARE - MEDICAL STAFF,ROYAL WOLVERHAMPTON NHS TRUST,15003595,"2,725.55"
OPHTHAL MR BHATNAGAR,OPHTHAL MR BHATNAGAR,07/09/2012,Consultants,PLANNED CARE - MEDICAL STAFF,ROYAL WOLVERHAMPTON NHS TRUST,15003595,"5,314.69"
OPHTHALMOLOGY JUNIOR MED,OPHTHALMOLOGY JUNIOR MED,07/09/2012,Other Career Grades,PLANNED CARE - MEDICAL STAFF,ROYAL WOLVERHAMPTON NHS TRUST,15003595,"20,917.63"
OPHTHALMOLOGY JUNIOR MED,OPHTHALMOLOGY JUNIOR MED,07/09/2012,Specialised Registrars,PLANNED CARE - MEDICAL STAFF,ROYAL WOLVERHAMPTON NHS TRUST,15003595,"1,298.49"
Ophthalmology OPD,Ophthalmology OPD,07/09/2012,Nurse Qualified PB5-7,NURSING - PLANNED CARE,ROYAL WOLVERHAMPTON NHS TRUST,15003595,"9,862.22"
Ophthalmology OPD,Ophthalmology OPD,07/09/2012,HCA PB2-3,NURSING - PLANNED CARE,ROYAL WOLVERHAMPTON NHS TRUST,15003595,"1,922.13"
12 Portland Street,12 Portland Street,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"1,109.00"
8/9 Bentley Lane,8/9 Bentley Lane,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"3,475.00"
Anchor Meadow,Anchor Meadow,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"4,793.00"
Bentley Health Centre,Bentley Health Centre,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"1,829.00"
Broadway,Broadway,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"1,536.00"
Darlaston Health Centre,Darlaston Health Centre,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"1,563.00"
Forrester Street MC,Forrester Street MC,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,435
Harden Health Centre,Harden Health Centre,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"4,771.00"
Lichfield Street Surgery,Lichfield Street Surgery,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,295
Pinfold Health Centre,Pinfold Health Centre,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"2,712.00"
Pleck Health Centre,Pleck Health Centre,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,141
Refuse-Dartmouth House,Refuse-Dartmouth House,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"3,332.00"
Refuse-Hatherton Centre,Refuse-Hatherton Centre,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"2,323.00"
Refuse-Moat Road,Refuse-Moat Road,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"2,104.00"
Rushall HC,Rushall HC,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,588
Sina Health Centre,Sina Health Centre,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"1,186.00"
SOFT SERVICES - ABLEWELL,SOFT SERVICES - ABLEWELL,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"6,642.00"
Soft Services-78/80 Ida Road,Soft Services-78/80 Ida Road,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"2,731.00"
Soft Services-Beechdale Centre,Soft Services-Beechdale Centre,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"5,400.00"
Soft Services-Blackwood HC,Soft Services-Blackwood HC,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"1,682.00"
Soft Services-Blakenall Meadow,Soft Services-Blakenall Meadow,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"6,168.00"
Soft Services-Brace Street HC,Soft Services-Brace Street HC,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"7,253.00"
Soft Services-Brownhills,Soft Services-Brownhills,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"3,071.00"
Soft services-Collingwood PMS,Soft services-Collingwood PMS,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,83
Soft Services-Shelfield Clinic,Soft Services-Shelfield Clinic,14/09/2012,SERVICES FROM OTHER NHS BODIES,Estates & Facilities,WALSALL PRIMARY CARE TRUST,15003609,"8,725.00"
