Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,04/02/2013,Library,Communications,INFORMA UK LTD,600077442,86670.00,365462636
Dept of Health,MHRA,07/02/2013,IT Purchases,Information Management,ACCENTURE,600077534,27975.60,788629066
Dept of Health,MHRA,11/02/2013,Library,Communications,SWETS INTERNATIONAL SERVICES LTD,600077527,154990.00,749957067
Dept of Health,MHRA,11/02/2013,UK Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600077647,13.89,413640679
Dept of Health,MHRA,11/02/2013,UK Rail/Tube/Tram,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600077647,828.49,413640679
Dept of Health,MHRA,11/02/2013,Overseas Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600077647,6.04,413640679
Dept of Health,MHRA,11/02/2013,Overseas Rail/Tram,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600077647,208.25,413640679
Dept of Health,MHRA,11/02/2013,UK Hotel/Accommodation,Communications,HOGG ROBINSON LTD,600077647,188.93,413640679
Dept of Health,MHRA,11/02/2013,UK Rail/Tube/Tram,Communications,HOGG ROBINSON LTD,600077647,167.75,413640679
Dept of Health,MHRA,11/02/2013,Overseas Air,Directorate,HOGG ROBINSON LTD,600077647,2747.17,413640679
Dept of Health,MHRA,11/02/2013,UK Rail/Tube/Tram,Human Resources,HOGG ROBINSON LTD,600077647,38.63,413640679
Dept of Health,MHRA,11/02/2013,UK Hotel/Accommodation,Information Management,HOGG ROBINSON LTD,600077647,3.02,413640679
Dept of Health,MHRA,11/02/2013,UK Rail/Tube/Tram,Information Management,HOGG ROBINSON LTD,600077647,51.27,413640679
Dept of Health,MHRA,11/02/2013,Overseas Air,Information Management,HOGG ROBINSON LTD,600077647,3081.15,413640679
Dept of Health,MHRA,11/02/2013,Overseas Hotel/Accommodation,Information Management,HOGG ROBINSON LTD,600077647,26.47,413640679
Dept of Health,MHRA,11/02/2013,UK Miscellaneous T&S,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600077647,49.92,413640679
Dept of Health,MHRA,11/02/2013,UK Air,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600077647,2455.03,413640679
Dept of Health,MHRA,11/02/2013,UK Hotel/Accommodation,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600077647,15869.05,413640679
Dept of Health,MHRA,11/02/2013,UK Private Vehicle Hire,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600077647,4497.14,413640679
Dept of Health,MHRA,11/02/2013,UK Rail/Tube/Tram,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600077647,22445.79,413640679
Dept of Health,MHRA,11/02/2013,Overseas Air,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600077647,58044.08,413640679
Dept of Health,MHRA,11/02/2013,Overseas Hotel/Accommodation,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600077647,341.60,413640679
Dept of Health,MHRA,11/02/2013,Overseas Private Vehicle Hire,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600077647,620.90,413640679
