"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department of Health","Monitor","Regulatory Operations Directorate","3","2","68000","116725","Senior managers & lead functional specialist","2.00","Knowledge and Information Management (KIM)"
"Department of Health","Monitor","Regulatory Operations Directorate","3","3","35000","74095","Managers & functional specialists","5.00","Knowledge and Information Management (KIM)"
"Department of Health","Monitor","Regulatory Operations Directorate","3","3","35000","74095","Managers & functional specialists","2.00","Finance"
"Department of Health","Monitor","Regulatory Operations Directorate","3","4","19000","37550","Business support staff","2.00","Operational Delivery"
"Department of Health","Monitor","Regulatory Operations Directorate","3","4","19000","37550","Business support staff","1.00","Finance"
"Department of Health","Monitor","Regulatory Operations Directorate","8","2","68000","116725","Senior managers & lead functional specialist","4.00","Operational Delivery"
"Department of Health","Monitor","Regulatory Operations Directorate","8","3","35000","74095","Managers & functional specialists","12.00","Operational Delivery"
"Department of Health","Monitor","Regulatory Operations Directorate","9","2","68000","116725","Senior managers & lead functional specialist","4.00","Operational Delivery"
"Department of Health","Monitor","Regulatory Operations Directorate","9","3","35000","74095","Managers & functional specialists","9.00","Operational Delivery"
"Department of Health","Monitor","Regulatory Operations Directorate","10","2","68000","116725","Senior managers & lead functional specialist","15.00","Operational Delivery"
"Department of Health","Monitor","Regulatory Operations Directorate","10","3","35000","74095","Managers & functional specialists","16.00","Operational Delivery"
"Department of Health","Monitor","Regulatory Operations Directorate","10","4","19000","37550","Business support staff","1.00","Operational Delivery"
"Department of Health","Monitor","Executive office","2","4","19000","37550","Business support staff","1.00","Operational Delivery"
"Department of Health","Monitor","Strategy Directorate","4","4","19000","37550","Business support staff","1.00","Planning"
"Department of Health","Monitor","Strategy Directorate","4","3","35000","74095","Managers & functional specialists","3.00","Planning"
"Department of Health","Monitor","Strategy Directorate","4","3","35000","74095","Managers & functional specialists","4.00","economics"
"Department of Health","Monitor","Strategy Directorate","4","2","68000","116725","Senior managers & lead functional specialist","3.00","Planning"
"Department of Health","Monitor","Strategy Directorate","4","2","68000","116725","Senior managers & lead functional specialist","1.00","economics"
"Department of Health","Monitor","Communications & Public Affairs Team","6","3","35000","74095","Managers & functional specialists","5.26","Communications"
"Department of Health","Monitor","Communications & Public Affairs Team","6","4","19000","37550","Business support staff","3.00","Communications"
"Department of Health","Monitor","Human Resources & Corporate Services Directorate","7","3","35000","74095","Managers & functional specialists","2.40","Human Resources"
"Department of Health","Monitor","Human Resources & Corporate Services Directorate","7","3","35000","74095","Managers & functional specialists","1.00","Property and asset management"
"Department of Health","Monitor","Human Resources & Corporate Services Directorate","7","4","19000","37550","Business support staff","1.00","Human Resources"
"Department of Health","Monitor","Human Resources & Corporate Services Directorate","7","4","19000","37550","Business support staff","2.00","Property and asset management"
"Department of Health","Monitor","Legal Services Directorate","5","3","35000","74095","Managers & functional specialists","4.00","Law"
"Department of Health","Monitor","Legal Services Directorate","5","2","68000","116725","Senior managers & lead functional specialist","1.00","Law"
