Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
DCMS,National Gallery,01/06/2016,Contract cleaning,Buildings,DOC Cleaning Limited,10251925,"46,839.41"
DCMS,National Gallery,01/06/2016,Contract cleaning,Buildings,DOC Cleaning Limited,10251984,"49,645.23"
DCMS,National Gallery,24/05/2016,Main Contractors,Buildings,ME Construction Ltd,10251514,"155,000.00"
DCMS,National Gallery,13/05/2016,Main Contractors,Buildings,CBRE Managed Services Ltd,10251362,"127,086.13"
DCMS,National Gallery,13/05/2016,Main Contractors,Buildings,Coniston Ltd,10251367,"77,068.47"
DCMS,National Gallery,01/06/2016,Contract Security,Security,Securitas Security Services (UK) Ltd,10252074,"598,876.05"
DCMS,National Gallery,01/06/2016,Electricity,Buildings,EDF Energy 1 Limited,10251977,"47,757.00"
DCMS,National Gallery,01/06/2016,Gas,Buildings,Corona Energy Retail 4 Ltd,10251973,"31,963.50"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,"1,134,235.79"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,`,,,,
