Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Sussex Community NHS Trust,07/08/2013,AUC Additions,Balance Sheet,AMBRIA ELECTRICAL SERVICES LTD,16756400,-26400.00 
Department of Health,Sussex Community NHS Trust,07/08/2013,AUC Additions,Balance Sheet,AMBRIA ELECTRICAL SERVICES LTD,16760117,25080.00 
Department of Health,Sussex Community NHS Trust,14/08/2013,AUC Additions,Balance Sheet,FULKER CONSULTANCY LTD,16779575,28910.00 
Department of Health,Sussex Community NHS Trust,14/08/2013,AUC Additions,Balance Sheet,PD HARRIS (HENFIELD) LTD,16801315,28062.76 
Department of Health,Sussex Community NHS Trust,28/08/2013,AUC Additions,Balance Sheet,PD HARRIS (HENFIELD) LTD,16835658,48456.88 
Department of Health,Sussex Community NHS Trust,28/08/2013,Commercial Sector,Dietetics WS,FIRST COMMUNITY HEALTH & CARE CIC,16850562,41124.00 
Department of Health,Sussex Community NHS Trust,28/08/2013,Commercial Sector,MSK - PCIS (Crawley) WS,FIRST COMMUNITY HEALTH & CARE CIC,16850562,10368.00 
Department of Health,Sussex Community NHS Trust,28/08/2013,Continence Products,Continence Home Delivery,PAUL HARTMANN LTD,16850569,43450.57 
Department of Health,Sussex Community NHS Trust,01/08/2013,Drugs,Arundel D Hosp WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16763560,2020.20 
Department of Health,Sussex Community NHS Trust,01/08/2013,Drugs,Bognor WM MIU WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16763560,583.80 
Department of Health,Sussex Community NHS Trust,01/08/2013,Drugs,Bognor WM Med Derm WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16763560,5.25 
Department of Health,Sussex Community NHS Trust,01/08/2013,Drugs,Chronic Pain WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16763560,372.75 
Department of Health,Sussex Community NHS Trust,01/08/2013,Drugs,Dental Services,WESTERN SUSSEX HOSPITALS NHS TRUST,16763560,78.75 
Department of Health,Sussex Community NHS Trust,01/08/2013,Drugs,Don Baines Ward WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16763560,2977.80 
