Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
DCMS,National Gallery,11/03/2010,Main Contractors,Building (Core),Fairhurst Ward Abbotts Ltd.,10164591,117000
DCMS,National Gallery,30/04/2010,Main Contractors,Building (Core),Norland Managed Services Limited,10164648,141640.82
DCMS,National Gallery,01/05/2010,Contract cleaning,Office Services & Cleaning,DOC Cleaning Limited,10164626,54073.6
DCMS,National Gallery,01/05/2010,Electricity,Building (Core),EDF Energy 1 Limited,10164146,65494.41
DCMS,National Gallery,24/05/2010,Main Contractors,Building (Core),Fairhurst Ward Abbotts Ltd.,10164685,83000
DCMS,National Gallery,25/05/2010,Frames,Framing,Rollo Whately Ltd,10164760,25290
DCMS,National Gallery,27/05/2010,Pictures,Central,Withheld,10164867,67500
DCMS,National Gallery,28/05/2010,Main Contractors,Building (Core),Fairhurst Ward Abbotts Ltd.,10165139,40000
DCMS,National Gallery,28/05/2010,Main Contractors,Building (Core),Fairhurst Ward Abbotts Ltd.,10165140,34141.17
DCMS,National Gallery,28/05/2010,Main Contractors,Building (Core),Norland Managed Services Limited,10165440,141640.82
DCMS,National Gallery,01/06/2010,Contract cleaning,Office Services & Cleaning,DOC Cleaning Limited,10165235,50498.47
DCMS,National Gallery,01/06/2010,Electricity,Building (Core),EDF Energy 1 Limited,10165175,68045.46
DCMS,National Gallery,16/06/2010,Main Contractors,Building (Core),Fairhurst Ward Abbotts Ltd.,10165588,135000
DCMS,National Gallery,17/06/2010,Direct Orders,Building (Core),Montagu Evans LLP,10166337,110377.22
DCMS,National Gallery,21/06/2010,Development Office Events - General,Development Office,Alison Price and Company Limited,10165677,22841
DCMS,National Gallery,23/06/2010,Direct Orders,Building (Core),Montagu Evans LLP,10166340,55188.61
DCMS,National Gallery,25/06/2010,Main Contractors,Building (Core),Fairhurst Ward Abbotts Ltd.,10165906,25000
DCMS,National Gallery,30/06/2010,Transport,Registrar,Momart Ltd,10166375,32640.71
DCMS,National Gallery,30/06/2010,Main Contractors,Building (Core),Norland Managed Services Limited,10165778,141640.82
DCMS,National Gallery,30/06/2010,Transport,Registrar,Momart Ltd,10166375,5101.18
DCMS,National Gallery,30/06/2010,Conservation,Registrar,Momart Ltd,10166375,886.36
DCMS,National Gallery,30/06/2010,Cases,Registrar,Momart Ltd,10166375,1665.4
DCMS,National Gallery,01/07/2010,Contract cleaning,Office Services & Cleaning,DOC Cleaning Limited,10166148,50498.47
DCMS,National Gallery,01/07/2010,Electricity,Building (Core),EDF Energy 1 Limited,10165956,71164.1
DCMS,National Gallery,09/07/2010,Main Contractors,Building (Core),Capri Mechanical Services Ltd,10166224,41815
DCMS,National Gallery,12/07/2010,Main Contractors,Building (Core),Fairhurst Ward Abbotts Ltd.,10166390,22677.1
DCMS,National Gallery,15/07/2010,Main Contractors,Building (Core),Fairhurst Ward Abbotts Ltd.,10167361,243000
DCMS,National Gallery,23/07/2010,Direct Orders,Building (Core),Montagu Evans LLP,10166351,55188.61
DCMS,National Gallery,30/07/2010,Main Contractors,Building (Core),Norland Managed Services Limited,10167366,141640.82
DCMS,National Gallery,01/08/2010,Contract cleaning,Office Services & Cleaning,DOC Cleaning Limited,10166748,50498.47
DCMS,National Gallery,02/08/2010,Electricity,Building (Core),EDF Energy 1 Limited,10166764,73433.35
DCMS,National Gallery,18/08/2010,Pictures,Central,Withheld,10167106,67500
DCMS,National Gallery,26/08/2010,Main Contractors,Building (Core),Fairhurst Ward Abbotts Ltd.,10167232,256000
DCMS,National Gallery,27/08/2010,Main Contractors,Building (Core),Norland Managed Services Limited,10167368,141640.82
DCMS,National Gallery,01/09/2010,Contract cleaning,Office Services & Cleaning,DOC Cleaning Limited,10167709,50498.47
DCMS,National Gallery,01/09/2010,Electricity,Building (Core),EDF Energy 1 Limited,10167359,70427.77
DCMS,National Gallery,03/09/2010,Direct Orders,Building (Core),Montagu Evans LLP,10167483,55188.61
