"Spend over £25,000 - Publication template",, , ,,,,
 ,, , , , , , 
Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department of Health,The Royal Marsden NHS Trust,06/04/10,Ex - Consultancy Fees,Chief Executive's Office,HEALTH PROJECT MANAGEMENT LTD,6524063,37050.00
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Equipment Lease & Hire,Cancer Services,VANGUARD HEALTHCARE SOLUTIONS LIMITED,6522616,31500.00
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Equipment Lease & Hire,Cancer Services,VANGUARD HEALTHCARE SOLUTIONS LIMITED,6523276,30000.00
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Radionuclides (Other),Clinical Services Division,ERIGAL LIMITED,6424348,37282.75
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Stock Cost,Clinical Services Division,ROCHE PRODUCTS LTD,589008,55615.81
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Stock Cost,Clinical Services Division,HEALTHCARE PRODUCT SERVICES LIMITED,589010,50232.00
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Stock Cost,Clinical Services Division,ELI LILLY AND COMPANY LIMITED,589011,55200.00
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Stock Cost,Clinical Services Division,ROCHE PRODUCTS LTD,589012,65170.20
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Stock Cost,Clinical Services Division,AAH HOSPITAL SERVICE,589022,34629.60
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Stock Cost,Clinical Services Division,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,589026,25452.13
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Stock Cost,Clinical Services Division,HEALTHCARE PRODUCT SERVICES LIMITED,589037,35071.40
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Stock Cost,Clinical Services Division,HEALTHCARE PRODUCT SERVICES LIMITED,589042,25584.45
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Computer Software Maintenance,Finance Directorate,UNIT4 BUSINESS SOFTWARE LTD,6523667,70694.79
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Insurance Premiums,Corporate,WILLIS LTD,6425590,259932.75
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Professional Fees,Human Resources Directorate,CAPSTICKS SOLICITORS LLP,6523866,32269.88
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Professional Fees,Human Resources Directorate,CAPSTICKS SOLICITORS LLP,6523955,32250.00
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - RMH Web Costs,Strategy and Service Dept,MOVING BRANDS LTD,6524081,33483.60
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Donated AUC - Cost Accumulated,Capital,PORTSMOUTH SURGICAL EQUIPMENT LTD,6206174,34896.75
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Purchased AUC - Cost Accumulated,Capital,CUFFE PLC,6207886,41013.85
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Purchased AUC - Cost Accumulated,Capital,CUFFE PLC,6208048,356751.55
Department of Health,The Royal Marsden NHS Trust,07/04/10,Ex - Purchased AUC - Cost Accumulated,Capital,CUFFE PLC,6208102,520629.02
Department of Health,The Royal Marsden NHS Trust,14/04/10,Ex - Equipment Lease & Hire,Cancer Services,VANGUARD HEALTHCARE SOLUTIONS LIMITED,6524219,34500.00
Department of Health,The Royal Marsden NHS Trust,14/04/10,Ex - Stock Cost,Clinical Services Division,ROCHE PRODUCTS LTD,589009,54308.50
Department of Health,The Royal Marsden NHS Trust,14/04/10,Ex - Stock Cost,Clinical Services Division,AAH HOSPITAL SERVICE,589021,34629.60
Department of Health,The Royal Marsden NHS Trust,14/04/10,Ex - Stock Cost,Clinical Services Division,NOVARTIS PHARMACEUTICALS UK LI,589034,28294.00
Department of Health,The Royal Marsden NHS Trust,14/04/10,Ex - Stock Cost,Clinical Services Division,ROCHE PRODUCTS LTD,589036,48165.01
Department of Health,The Royal Marsden NHS Trust,14/04/10,Ex - Stock Cost,Clinical Services Division,AMGEN LTD,589383,89489.36
Department of Health,The Royal Marsden NHS Trust,14/04/10,Ex - Stock Cost,Clinical Services Division,AMGEN LTD,589384,89489.36
Department of Health,The Royal Marsden NHS Trust,14/04/10,Ex - Electricity,Estates,SOUTHERN ELECTRIC,6523830,66593.17
Department of Health,The Royal Marsden NHS Trust,14/04/10,Ex - Gas,Estates,TOTAL GAS & POWER LIMITED,6523898,95420.03
Department of Health,The Royal Marsden NHS Trust,14/04/10,Ex - Purchased AUC - Cost Accumulated,Capital,AECOM LIMITED,6207825,28552.50
Department of Health,The Royal Marsden NHS Trust,14/04/10,Ex - Donated AUC - Cost Accumulated,Capital,CUFFE PLC,6208100,134253.55
Department of Health,The Royal Marsden NHS Trust,14/04/10,Ex - Purchased AUC - Cost Accumulated,Capital,CUFFE PLC,6208101,66698.80
Department of Health,The Royal Marsden NHS Trust,14/04/10,Ex - Purchased AUC - Cost Accumulated,Capital,CUFFE PLC,6208318,141602.54
