Department,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction number, Amount, Invoice Description
DFID,DFID,19/08/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£553.79,
DFID,DFID,19/08/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£536.41,
DFID,DFID,19/08/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£536.41,
DFID,DFID,10/08/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£1,196.94",
DFID,DFID,10/08/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£649.50,
DFID,DFID,10/08/2016,Staff Travel - Air Fares,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£2,587.18",
DFID,DFID,10/08/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£1,420.40",
DFID,DFID,10/08/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£3,560.66",
DFID,DFID,01/08/2016,Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£1,552.68",
DFID,DFID,01/08/2016,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£547.05,
DFID,DFID,01/08/2016,Recruitment costs ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£876.83,
DFID,DFID,01/08/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£699.42,
DFID,DFID,01/08/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£5,569.47",
DFID,DFID,15/08/2016,Hotels - Accommodation only ,Global Funds ,Foreign & Commonwealth Office ,100098-101 ,£847.16,
DFID,DFID,10/08/2016,Consultancy Services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,100150-101 ,"£3,987.50",
DFID,DFID,01/08/2016,Subscriptions ,Finance and Corporate Performance Division ,Chartered Institute of Procurement and Supply ,100201-101 ,£972.00,
DFID,DFID,10/08/2016,Office Supplies ,International Relations Division ,Foreign & Commonwealth Office ,100236-101 ,£503.01,
DFID,DFID,09/08/2016,Travel documentation costs ,Middle East and North Africa Division ,Foreign & Commonwealth Office ,100303-101 ,£786.43,
DFID,DFID,09/08/2016,Other passenger transport ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,"£1,045.68",
DFID,DFID,26/08/2016,Contract Catering Services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,£551.33,
DFID,DFID,01/08/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£514.20,
DFID,DFID,09/08/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£6,221.49",
DFID,DFID,09/08/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£553.24,
DFID,DFID,01/08/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,£722.24,
DFID,DFID,26/08/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,"£1,444.50",
DFID,DFID,09/08/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,"£1,469.11",
DFID,DFID,15/08/2016,Research and development costs - supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,114450-101 ,"£2,666.87",
DFID,DFID,15/08/2016,Research and development costs - supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,114450-101 ,"£2,438.28",
DFID,DFID,15/08/2016,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,114450-101 ,"£6,316.67",
DFID,DFID,19/08/2016,Data Network - land lines ,Business Solutions Division Level ,Foreign & Commonwealth Office ,200002-121 ,"£1,629.91",
DFID,DFID,10/08/2016,Data network- remote working ,Business Solutions Division Level ,Foreign & Commonwealth Office ,200002-121 ,£565.07,
DFID,DFID,01/08/2016,Hardware - networking equipment ,Business Solutions Division Level ,XMA Ltd.,200002-153 ,"£2,318.70",
DFID,DFID,01/08/2016,Hotels - Accommodation only ,Middle East and North Africa Division ,Foreign & Commonwealth Office ,201701-101 ,£950.12,
DFID,DFID,01/08/2016,Project delivery costs - supplier services ,Policy Division ,Foreign & Commonwealth Office ,201724-124 ,"£2,301.26",
DFID,DFID,01/08/2016,Project delivery costs - supplier services ,Policy Division ,Foreign & Commonwealth Office ,201724-124 ,£836.52,
DFID,DFID,01/08/2016,Project delivery costs - supplier services ,Policy Division ,Foreign & Commonwealth Office ,201724-124 ,£716.65,
DFID,DFID,26/08/2016,Project delivery costs - supplier services ,Policy Division ,Foreign & Commonwealth Office ,201724-124 ,£827.57,
DFID,DFID,26/08/2016,Project delivery costs - supplier services ,Policy Division ,Foreign & Commonwealth Office ,201724-124 ,£708.98,
DFID,DFID,26/08/2016,Project delivery costs - supplier services ,Policy Division ,Foreign & Commonwealth Office ,201724-124 ,"£2,276.63",
DFID,DFID,01/08/2016,Subscriptions ,Research and Evidence Division ,Faculty of Public Health,202348-102 ,£975.00,
DFID,DFID,09/08/2016,Cleaning Costs ,Middle East and North Africa Division ,Foreign & Commonwealth Office ,201705-101 ,£777.36,
DFID,DFID,26/08/2016,Cleaning Costs ,Middle East and North Africa Division ,Foreign & Commonwealth Office ,201705-101 ,£776.47,
DFID,DFID,01/08/2016,Telephone Usage & services ,Middle East and North Africa Division ,Foreign & Commonwealth Office ,201705-101 ,"£1,434.03",
DFID,DFID,01/08/2016,Telephone Usage & services ,Middle East and North Africa Division ,Foreign & Commonwealth Office ,201705-101 ,"£1,417.25",
DFID,DFID,10/08/2016,Hotels - Accommodation only ,Research and Evidence Division ,Foreign & Commonwealth Office ,202392-109 ,"£1,190.75",
