Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,NHS Derby City,02/07/2010,Voluntary Sector,Alcohol Service-DAMS,ADS,6629647,179699
Department of Health,NHS Derby City,15/07/2010,Hlthcre-Foundation Trsts,SLA-Birmingham Child FT,BIRMINGHAM CHILDRENS HOSPITAL NHS FOUNDATION TRUST,6691712,34298.33
Department of Health,NHS Derby City,15/07/2010,Hlthcre-Foundation Trsts,SLA-Burton Hosp FT,BURTON HOSPITALS NHS FOUNDATION TRUST,6691745,43102
Department of Health,NHS Derby City,27/07/2010,Commercial Sector,Childrens Continuing Care,CHEADLE ROYAL HOSPITAL,6765890,31680
Department of Health,NHS Derby City,06/07/2010,Commercial Sector,Childrens Continuing Care,DERBY CITY COUNCIL,6645884,116124
Department of Health,NHS Derby City,27/07/2010,Independent Sector,MH-Vulnerable Adult Serv,DERBY CITY COUNCIL,6755955,91398.68
Department of Health,NHS Derby City,30/07/2010,Independent Sector,S28 Aurther Court,DERBY CITY COUNCIL,6765898,42716.07
Department of Health,NHS Derby City,15/07/2010,Hlthcre-Foundation Trsts,CAMHS,DERBY HOSPITALS NHS FOUNDATION TRUST,6691691,45000
Department of Health,NHS Derby City,15/07/2010,Hlthcre-Foundation Trsts,SLA-DHFT Non Tar-G+A,DERBY HOSPITALS NHS FOUNDATION TRUST,6691692,6484048
Department of Health,NHS Derby City,15/07/2010,Hlthcre-Foundation Trsts,SLA-DHFT Tariff-G+A,DERBY HOSPITALS NHS FOUNDATION TRUST,6691692,-9833638
Department of Health,NHS Derby City,15/07/2010,Hlthcre-Foundation Trsts,SLA-DHFT Non Tar-G+A,DERBY HOSPITALS NHS FOUNDATION TRUST,6691705,3242024
Department of Health,NHS Derby City,15/07/2010,Hlthcre-Foundation Trsts,SLA-DHFT Tariff-G+A,DERBY HOSPITALS NHS FOUNDATION TRUST,6691705,10416452
Department of Health,NHS Derby City,15/07/2010,Hlthcre-Foundation Trsts,CAMHS,DERBY HOSPITALS NHS FOUNDATION TRUST,6691753,-45000
Department of Health,NHS Derby City,15/07/2010,Hlthcre-Foundation Trsts,Alcohol Service-General,DERBY HOSPITALS NHS FOUNDATION TRUST,6699496,15604
Department of Health,NHS Derby City,15/07/2010,Hlthcre-Foundation Trsts,DAAT Pooled Treatment,DERBY HOSPITALS NHS FOUNDATION TRUST,6699496,14396
Department of Health,NHS Derby City,29/07/2010,SrvcsRecd-FoundationTrust,Engagement,DERBY HOSPITALS NHS FOUNDATION TRUST,6722991,28358
Department of Health,NHS Derby City,29/07/2010,Hlthcre-Foundation Trsts,SLA-DHFT-Lead Purchaser,DERBY HOSPITALS NHS FOUNDATION TRUST,6779815,900000
Department of Health,NHS Derby City,15/07/2010,Hcare Srv Rec Other NHS,MH-Complex OOA Inpatients,DERBYSHIRE COUNTY PCT,6691696,511409
Department of Health,NHS Derby City,15/07/2010,Hcare Srv Rec Other NHS,MH-Retraction,DERBYSHIRE COUNTY PCT,6691741,116140.88
Department of Health,NHS Derby City,29/07/2010,Services Received - PCTs,DSS SLA-IT-Informatics,DERBYSHIRE COUNTY PCT,6730461,46461
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-DCHS-Comm Hlth Serv,DERBYSHIRE COUNTY PCT DCHS,6691699,416453
Department of Health,NHS Derby City,29/07/2010,Services Received - PCTs,DSS SLA-IT-Informatics,DERBYSHIRE COUNTY PCT DCHS,6765983,290651
Department of Health,NHS Derby City,09/07/2010,Out of Hours Dev Fund PMS,Out Of Hours,DERBYSHIRE HEALTH UNITED LTD,6671028,239701.83
Department of Health,NHS Derby City,15/07/2010,Ext Contr Domestics,Estate-Cardinal Square,DERBYSHIRE MENTAL HEALTH SERVICES  NHS TRUST,6691689,8990
Department of Health,NHS Derby City,15/07/2010,Ext Contr Domestics,Estate-Derwent Court,DERBYSHIRE MENTAL HEALTH SERVICES  NHS TRUST,6691689,43074
Department of Health,NHS Derby City,15/07/2010,Ext Contr Domestics,Estate-Pentagon House,DERBYSHIRE MENTAL HEALTH SERVICES  NHS TRUST,6691689,-2175
Department of Health,NHS Derby City,15/07/2010,Hcare Srv Rec NHS Trust,SLA-Derbys MH NT-L/D,DERBYSHIRE MENTAL HEALTH SERVICES  NHS TRUST,6699494,355800
Department of Health,NHS Derby City,15/07/2010,Hcare Srv Rec NHS Trust,SLA-Derbys MH NT-M/H,DERBYSHIRE MENTAL HEALTH SERVICES  NHS TRUST,6699494,2694900
Department of Health,NHS Derby City,07/07/2010,Premises PMS,PMS-Lister House Surgery,LISTER HOUSE,6661445,57237.19
Department of Health,NHS Derby City,15/07/2010,Hcare Srv Rec NHS Trust,SLA-East Mids Amb Ser NT,EAST MIDLANDS AMBULANCE SERVICES NHS TRUST,6691697,585169
Department of Health,NHS Derby City,15/07/2010,Hcare Srv Rec NHS Trust,SLA-East Mids Amb Ser-PTS,EAST MIDLANDS AMBULANCE SERVICES NHS TRUST,6691698,106345
Department of Health,NHS Derby City,29/07/2010,External Consultancy Fees,DSS Review Costs,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,6779805,49514.5
Department of Health,NHS Derby City,30/07/2010,Audit Fees: Statutory,Audit,GRANT THORNTON,6755950,47264.38
Department of Health,NHS Derby City,05/07/2010,Healthcare Srv Rec PCTs,SLA-EMSCG-MI,LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6548599,357157.76
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-EMSCG-MI,LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6670876,58550
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-EMSCG-MI,LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6670877,102476.83
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-EMSCG-MI,LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6670878,402814.42
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-DHFT Non Tar-G+A (SC),LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691700,1233949
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-DHFT Tariff-G+A (SC),LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691700,341953
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-EMSCG-G+A,LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691700,179910
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-NUH NT-G+A (SC),LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691700,689473
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-Sheff Child FT (SC),LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691700,9442
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-Sheffield Teaching FT,LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691700,49316
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-Sherwood Forest FT,LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691700,725
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-UHL NT-G+A (SC),LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691700,181064
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-United Lincs Hosp NT,LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691700,146
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-DHFT Non Tar-G+A (SC),LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691702,351419
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-DHFT Tariff-G+A (SC),LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691702,-367362
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-EMSCG-G+A,LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691702,69254
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-NUH NT-G+A (SC),LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691702,70924
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-Sheff Child FT (SC),LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691702,1338
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-Sheffield Teaching FT,LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691702,69103
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-Sherwood Forest FT,LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691702,2160
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-UHL NT-G+A (SC),LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691702,36957
Department of Health,NHS Derby City,15/07/2010,Healthcare Srv Rec PCTs,SLA-United Lincs Hosp NT,LEICESTERSHIRE COUNTY AND RUTLAND PRIMARY CARE TRUST,6691702,-103
Department of Health,NHS Derby City,27/07/2010,External Consultancy Fees,Strategic Partnering,MCKINSEY & COMPANY,6765899,33138.29
Department of Health,NHS Derby City,27/07/2010,External Consultancy Fees,Strategic Partnering,MCKINSEY & COMPANY,6765900,52138.04
Department of Health,NHS Derby City,06/07/2010,External Consultancy Fees,Service Devel+Market Man,MENTAL HEALTH STRATEGIES,6638180,34368.75
Department of Health,NHS Derby City,15/07/2010,CNST contributions,Corporate Governance,NHS LITIGATION AUTHORITY,6691718,102195
Department of Health,NHS Derby City,29/07/2010,Healthcare Srv Rec PCTs,SLA-ISTC-Nott City PCT,NOTTINGHAM CITY PCT,6779806,29563
Department of Health,NHS Derby City,15/07/2010,Hcare Srv Rec NHS Trust,SLA-NUH NT-G+A,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,6691757,226396
Department of Health,NHS Derby City,15/07/2010,Hcare Srv Rec NHS Trust,SLA-Notts Healthcare NT,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,6691720,62621
Department of Health,NHS Derby City,16/07/2010,Commercial Sector,Nuffield Hospital,NUFFIELD HEALTH,6699513,69478
Department of Health,NHS Derby City,20/07/2010,Independent Sector,MH-Retraction,RETHINK,6721638,59630.25
Department of Health,NHS Derby City,23/07/2010,Commercial Sector,MH-Retraction,RETHINK,6739402,211274.02
Department of Health,NHS Derby City,30/07/2010,Bldg Ctrcts - PFI Svc Chg,Estate-Coleman H/Centre,SOUTHERN DERBYSHIRE LIFT PROJECT CO (NO 1) LTD,6765891,8165.36
Department of Health,NHS Derby City,30/07/2010,Gas,Estate-Coleman H/Centre,SOUTHERN DERBYSHIRE LIFT PROJECT CO (NO 1) LTD,6765891,773.33
