Body,Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,Extended Description,Service Code,Service Label,Service Division Label,Service Division Code
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140112,6605.6,IAN CANNON LTD,CAN004,Communities Manager,Building works,5502,FOOTBALL PITCHES FOOTPATH,LANDMA,Land Management,6013,Leisure Project Frenchfield Penrith
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140116,624,ELECTRICITY NORTH WEST LTD,ELE005,Engineering Manager,Professional fees,2045,POLE 7 BRIDGE END GARRAGILL,FOOLIG,Footway Lighting,2258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140134,1800,PEOPLE AND PLACES PARTNERSHIP LIMITED,PEO001,Communities Manager,Other charges for services,2047,BENCHMARKING LICENSES/ONLINE SURVEYS,EDEVPR,Economic Development and Promotion,3081,ED Bench Mark
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140137,5647.13,IT PROFESSIONAL SERVICES LTD,ITP001,Information Technology Manager,Software – maintenance,2067,vmware,INFTEC,Information Technology,102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140161,2300,KEEP BRITAIN TIDY,KEE005,Environmental Services,Training Costs,2143,TRAINING - ,CODOGS,Community Wardens,3045,Dog Control
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,139963,1404,TWEDDELL & SLATER CONSULTING ENGINEERS,TWE002,Engineering Manager,Building works,5502,DROVERS LANE CAR PARK,LANDMA,Land Management,6144,Land Assembley - Town Hall Site
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140191,2000,NEOPOST LIMITED,NEO001,Corporate Services Manager,Postages,2054,FRANKING MACHINE REFILL,CENTRA,Central Expenses,205,Postages Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140192,668.5,PHIL DAVIES CONSULTANCY,DAV036,Communities Manager,Community engagement development,2042,NEW CORPORATE PLAN FINAL INVOICE PART 2,COMDEV,Community Development & Engagement,1056,Consultation
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140193,882.31,RENTOKIL INITIAL PEST CONTROL,REN009,Environmental Services,Pest Control,3400,PESTS MISCELLANEOUS JAN 15,PESCON,Pest Control,3043,Pest Control
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140198,1000,OPT4 COMMUNITY ENERGY,OPT003,Communities Manager,Balance Sheet entry BS,6003,COMMUNITY GRANT SWITHCH & SAVE,COMDEV,Community Development & Engagement,10401,Rural Infrastructure Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140205,6000,NEWBIGGIN RECREATION COMMITTEE,NEW023,Communities Manager,Balance Sheet entry BS,6003,EDEN COMMUNITY GRANT READING ROOMS,COMDEV,Community Development & Engagement,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140207,4279.4,MAULDS MEABURN VILLAGE INSTITUTE,MAU005,Communities Manager,Balance Sheet entry BS,6003,EDEN COMMUNITY FUND VILLAGE INSTITUTE,COMDEV,Community Development & Engagement,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140208,7500,TEMPLE SOWERBY VICTORY HALL,TEM005,Communities Manager,Balance Sheet entry BS,6003,EDEN COMMUNITY FUND VICTORY HALL,COMDEV,Community Development & Engagement,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140209,3000,STAFFIELD CRICKET CLUB,STA026,Communities Manager,Balance Sheet entry BS,6003,EDEN COMMUNITY FUND CRICKET CLUB,COMDEV,Community Development & Engagement,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140210,3821.91,CUMBRIA ACTION FOR SUSTAINABILITY,CUM081,Communities Manager,Balance Sheet entry BS,6003,EDEN COMMUNITY FUND CAFS,COMDEV,Community Development & Engagement,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140212,750,OUSBY PARISH COUNCIL,OUS003,Communities Manager,Balance Sheet entry BS,6003,EDEN COMMUNITY FUND SWINGS,COMDEV,Community Development & Engagement,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140213,1535.76,CROSBY RAVENSWORTH VILLAGE HALL,CRO014,Communities Manager,Balance Sheet entry BS,6003,EDEN COMMUNITY FUND VILLAGE HALL,COMDEV,Community Development & Engagement,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140214,1125,BOLTON EXCHANGE,BOL005,Communities Manager,Balance Sheet entry BS,6003,EDEN COMMUNITY FUND BOLTON EXCHANGE,COMDEV,Community Development & Engagement,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140215,7197,ULLSWATER & EDEN JUNIOR TENNIS CLUB,ULL004,Communities Manager,Balance Sheet entry BS,6003,EDEN COMMUNITY FUND TENNIS CLUB,COMDEV,Community Development & Engagement,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140218,830,SOCITM,SOC002,Information Technology Manager,Subscriptions & levies,2078,ANNUAL MEMBERSHIP 2015,INFTEC,Information Technology,102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140231,830,CIPFA,CIP001,Financial Services Manager,"Books, publications",2016,LOCAL AUTHORITY ACCOUNTING 14/15,FINSER,Financial Services,101,Financial Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140123,1711.95,NPOWER LTD,NPO001,Engineering Manager,Electricity,1022,TOWN HALL,ADMBLD,Administrative Buildings,500,Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140127,777.26,NPOWER LTD,NPO001,Communities Manager,Electricity,1022,PENRITH TIC,MUSEUM,Museum,2090,Penrith Museum
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140129,791.88,NPOWER LTD,NPO001,Engineering Manager,Electricity,1022,MANSION HOUSE,ADMBLD,Administrative Buildings,502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140143,5470,ENTERPRISE PROSPECTS LTD,ENT004,Chief Executive's,Agency Staff,3,R HOOPER DEC 2014,CHIEXE,Chief Executive,50,Chief Executive
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,09/01/2015,140145,500,NPS NORTH WEST LTD,NPS001,Environmental Services,Professional fees,2045,PROFESSIONAL SERVICES LAND TO NORTH HELM BAR,OHOUSG,Housing Delivery,2383,Affordable Housing Fund Revenue
