Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,East of England SHA,12/05/2011,Miscellaneous Expenditure,Business Case Support,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,8204796,10000000
Department of Health,East of England SHA,12/05/2011,Prepayments - Current,Balance Sheet,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,8204796,-4998500
Department of Health,East of England SHA,20/05/2011,External Consultancy Fees,Associate Support,HR SPECIALIST SERVICES LTD,8291437,31096.74
Department of Health,East of England SHA,04/05/2011,External Consultancy Fees,End of Life - SWIFT,GOLD STANDARDS FRAMEWORK CIC,8344404,93731.41
Department of Health,East of England SHA,03/05/2011,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,SUFFOLK MENTAL HEALTH PARTNERSHIP NHS TRUST,8361166,1750
Department of Health,East of England SHA,03/05/2011,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,SUFFOLK MENTAL HEALTH PARTNERSHIP NHS TRUST,8361166,3208
Department of Health,East of England SHA,03/05/2011,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,SUFFOLK MENTAL HEALTH PARTNERSHIP NHS TRUST,8361166,817
Department of Health,East of England SHA,03/05/2011,Training Expenses,Specialty School Infrastructure,SUFFOLK MENTAL HEALTH PARTNERSHIP NHS TRUST,8361166,1427
Department of Health,East of England SHA,03/05/2011,Training Expenses,Training Grades,SUFFOLK MENTAL HEALTH PARTNERSHIP NHS TRUST,8361166,57401
Department of Health,East of England SHA,03/05/2011,Training Expenses,Clinical Tutors,WEST SUFFOLK HOSPITALS NHS TRUST,8361173,882
Department of Health,East of England SHA,03/05/2011,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,WEST SUFFOLK HOSPITALS NHS TRUST,8361173,1104
Department of Health,East of England SHA,03/05/2011,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,WEST SUFFOLK HOSPITALS NHS TRUST,8361173,1628
Department of Health,East of England SHA,03/05/2011,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,WEST SUFFOLK HOSPITALS NHS TRUST,8361173,882
Department of Health,East of England SHA,03/05/2011,Training Expenses,GP StR Programme Support - Trusts,WEST SUFFOLK HOSPITALS NHS TRUST,8361173,704
Department of Health,East of England SHA,03/05/2011,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,WEST SUFFOLK HOSPITALS NHS TRUST,8361173,7271
Department of Health,East of England SHA,03/05/2011,Training Expenses,Innovation Training & Development (FfIT),WEST SUFFOLK HOSPITALS NHS TRUST,8361173,69
Department of Health,East of England SHA,03/05/2011,Training Expenses,New Posts in Year,WEST SUFFOLK HOSPITALS NHS TRUST,8361173,2224
Department of Health,East of England SHA,03/05/2011,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,WEST SUFFOLK HOSPITALS NHS TRUST,8361173,13177
Department of Health,East of England SHA,03/05/2011,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,WEST SUFFOLK HOSPITALS NHS TRUST,8361173,3354
Department of Health,East of England SHA,03/05/2011,Training Expenses,Specialty School Infrastructure,WEST SUFFOLK HOSPITALS NHS TRUST,8361173,4154
Department of Health,East of England SHA,03/05/2011,Training Expenses,Trainer Grants,WEST SUFFOLK HOSPITALS NHS TRUST,8361173,2050
Department of Health,East of England SHA,03/05/2011,Training Expenses,Training Grades,WEST SUFFOLK HOSPITALS NHS TRUST,8361173,287159
Department of Health,East of England SHA,03/05/2011,Training Expenses,Clinical Tutors,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,882
Department of Health,East of England SHA,03/05/2011,Training Expenses,Dental Tutors,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,879
Department of Health,East of England SHA,03/05/2011,Training Expenses,Dental multiprofessional education (CPD),PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,739
Department of Health,East of England SHA,03/05/2011,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,1458
Department of Health,East of England SHA,03/05/2011,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,1628
Department of Health,East of England SHA,03/05/2011,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,1764
Department of Health,East of England SHA,03/05/2011,Training Expenses,GP StR Programme Support - Trusts,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,716
Department of Health,East of England SHA,03/05/2011,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,8437
Department of Health,East of England SHA,03/05/2011,Training Expenses,Innovation Training & Development (FfIT),PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,69
Department of Health,East of England SHA,03/05/2011,Training Expenses,Multiprofessional Education & Training (MPET) Non-Pay,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,15469
Department of Health,East of England SHA,03/05/2011,Training Expenses,Medical & Dental Education Levy (MADEL) Study Support,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,3937.33
Department of Health,East of England SHA,03/05/2011,Training Expenses,Specialty School Infrastructure,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,6048
Department of Health,East of England SHA,03/05/2011,Training Expenses,Trainer Grants,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,3417
Department of Health,East of England SHA,03/05/2011,Training Expenses,Training Grades,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),8361195,315061
Department of Health,East of England SHA,03/05/2011,Training Expenses,Clinical Tutors,BEDFORD HOSPITALS NHS TRUST,8361206,1323
Department of Health,East of England SHA,03/05/2011,Training Expenses,Dental Tutors,BEDFORD HOSPITALS NHS TRUST,8361206,879
