Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Number
Department of Health,Knowsley PCT,31/05/2011,Healthcare Srv Rec PCTs,PCT Commissioning,LIVERPOOL COMMUNITY HEALTH NHS TRUST,13053441,"111,976.00",NULL
Department of Health,Knowsley PCT,24/05/2011,Healthcare Srv Rec PCTs,PCT Commissioning,LIVERPOOL COMMUNITY HEALTH NHS TRUST,13008394,"111,976.00",NULL
Department of Health,Knowsley PCT,24/05/2011,Healthcare Srv Rec PCTs,PCT Commissioning,LIVERPOOL COMMUNITY HEALTH NHS TRUST,13008395,"111,976.00",NULL
Department of Health,Knowsley PCT,05/05/2011,External Consultancy Fees,Health Promotion,LIVERPOOL JOHN MOORES UNIVSERITY,12897533,"29,233.00",482838018
Department of Health,Knowsley PCT,24/05/2011,Healthcare Srv Rec PCTs,PCT Commissioning,WIRRAL PCT,13008097,"112,000.00",654418627
Department of Health,Knowsley PCT,24/05/2011,Services Received - PCTs,NHS Levies,WIRRAL PCT,13008097,"177,000.00",654418627
Department of Health,Knowsley PCT,24/05/2011,Services Received - PCTs,Public Health,WIRRAL PCT,13008097,"33,000.00",654418627
Department of Health,Knowsley PCT,05/05/2011,Voluntary Sector,Grants to Hospices,WILLOWBROOK HOSPICE,12913319,"62,614.50",NULL
Department of Health,Knowsley PCT,17/05/2011,Hlthcre-Foundation Trsts,NHS Community Contracts,LIVERPOOL HEART & CHEST HOSPITAL NHS TRUST,12982214,"292,061.33",654914712
Department of Health,Knowsley PCT,10/05/2011,Hlthcre-Foundation Trsts,Acute NHS Trusts,WARRINGTON & HALTON HOSPITALS NHS FOUNDATION TRUST,12832241,"76,780.00",NULL
Department of Health,Knowsley PCT,10/05/2011,Hlthcre-Foundation Trsts,Acute NHS Trusts,WARRINGTON & HALTON HOSPITALS NHS FOUNDATION TRUST,12928035,"76,780.00",NULL
Department of Health,Knowsley PCT,03/05/2011,Hlthcre-Foundation Trsts,NHS Trusts Mh.LD,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,12889861,"54,540.00",654949292
Department of Health,Knowsley PCT,13/05/2011,Hlthcre-Foundation Trsts,NHS Trusts Mh.LD,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,12951278,"1,215,636.00",654949292
Department of Health,Knowsley PCT,17/05/2011,Services Received - NHSTs,Finance,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,12974554,"224,500.00",654943996
Department of Health,Knowsley PCT,17/05/2011,Services Received - NHSTs,Finance,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,12974558,"123,250.00",654943996
Department of Health,Knowsley PCT,10/05/2011,Hcare Srv Rec NHS Trust,Acute NHS Trusts,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,12928037,"4,122,413.00",654943996
Department of Health,Knowsley PCT,24/05/2011,Hcare Srv Rec NHS Trust,NHS Community Contracts,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,13008214,"188,572.22",654943996
Department of Health,Knowsley PCT,31/05/2011,Hcare Srv Rec NHS Trust,Acute NHS Trusts,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,13053448,"317,000.00",654943996
Department of Health,Knowsley PCT,10/05/2011,Services Received - PCTs,Medicines Mgt,LIVERPOOL PCT,12913303,"18,211.00",654424145
Department of Health,Knowsley PCT,10/05/2011,Services Received - PCTs,NHS Levies,LIVERPOOL PCT,12913303,"6,153.00",654424145
Department of Health,Knowsley PCT,10/05/2011,Services Received - PCTs,Public Health,LIVERPOOL PCT,12913303,"9,655.00",654424145
Department of Health,Knowsley PCT,12/05/2011,Independent Sector,Smoking Commissioning,ROY CASTLE CLEAN AIR LTD,12943974,"26,807.00",881175020
Department of Health,Knowsley PCT,10/05/2011,Hlthcre-Foundation Trsts,Acute NHS Trusts,AINTREE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12927936,"2,371,034.00",654910626
Department of Health,Knowsley PCT,09/05/2011,Hlthcre-Foundation Trsts,KIPS contract,KIPS@5 BOROUGHS,12943395,"2,729,782.00",NULL
Department of Health,Knowsley PCT,09/05/2011,Hlthcre-Foundation Trsts,KIPS contract,KIPS@5 BOROUGHS,12935807,"2,729,531.00",NULL
Department of Health,Knowsley PCT,12/05/2011,Cap Addns GPs Rel of Resp,Primary Care Mgt,UC24,12889915,"85,308.00",NULL
Department of Health,Knowsley PCT,26/05/2011,Cap Addns GPs Rel of Resp,Primary Care Mgt,UC24,13008193,"85,308.00",NULL
Department of Health,Knowsley PCT,12/05/2011,Voluntary Sector,Grants to Hospices,WOODLANDS HOSPICE CHARITABLE TRUST,12951277,"60,776.94",NULL
Department of Health,Knowsley PCT,12/05/2011,Voluntary Sector,Grants to Hospices,WOODLANDS HOSPICE CHARITABLE TRUST,12943964,"25,075.00",NULL
Department of Health,Knowsley PCT,19/05/2011,Voluntary Sector,Grants to Hospices,WOODLANDS HOSPICE CHARITABLE TRUST,12982153,"25,075.00",NULL
Department of Health,Knowsley PCT,10/05/2011,Hcare Srv Rec NHS Trust,Acute NHS Trusts,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,12928033,"145,961.00",654970308
Department of Health,Knowsley PCT,12/05/2011,Rates,Site Overheads,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,12913324,"39,734.38",165597522
Department of Health,Knowsley PCT,12/05/2011,Rates,Site Overheads,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,12913323,"48,496.00",165597522
Department of Health,Knowsley PCT,12/05/2011,GMS Notional Rents,GMS Dr Bevan,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,12889927,"6,473.45",165597522
Department of Health,Knowsley PCT,12/05/2011,Premises PMS,PMS Colby Med Cent,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,12889927,"5,754.18",165597522
Department of Health,Knowsley PCT,12/05/2011,Rates,Site Overheads,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,12889927,"59,699.62",165597522
Department of Health,Knowsley PCT,10/05/2011,Hlthcre-Foundation Trsts,Acute NHS Trusts,CLATTERBRIDGE CENTRE FOR ONCOLOGY NHS FOUNDATION TRUST,12928003,"321,126.00",654916412
Department of Health,Knowsley PCT,31/05/2011,Hlthcre-Foundation Trsts,Acute NHS Trusts,CLATTERBRIDGE CENTRE FOR ONCOLOGY NHS FOUNDATION TRUST,13053455,"321,126.00",654916412
Department of Health,Knowsley PCT,10/05/2011,Hlthcre-Foundation Trsts,NHS Trusts Children,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,12928026,"519,007.00",654938985
Department of Health,Knowsley PCT,03/05/2011,Healthcare Srv Rec PCTs,Acute Spec. Commission.,NORTH WEST SPECIALISED SERVICES COMMISSIONING TEAM,12889907,"2,308,333.00",NULL
Department of Health,Knowsley PCT,24/05/2011,Hcare Srv Rec NHS Trust,NHS Ambulance Trusts,BLACKPOOL PCT,13008172,"137,924.00",654416535
Department of Health,Knowsley PCT,24/05/2011,Hcare Srv Rec NHS Trust,NHS Ambulance Trusts,BLACKPOOL PCT,13008175,"352,593.00",654416535
