"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department of Health","NHS Trust Development Authority","Chief Executive","CH01","Band 8a","39239","47088","Head of Executive Office","1.00","Other"
"Department of Health","NHS Trust Development Authority","Finance & Information","FI37","Band 4","18838","22016","Finance Officer","1.00","Finance"
"Department of Health","NHS Trust Development Authority","Delivery & Development-London","DE01","Band 8a(HCA)","45518","53367","Head of Executive Office","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery & Development-London","DE04","Band 8c(HCA)","61277","74084","Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery & Development-London","DE04","Band 8a(HCA)","45518","53367","Assistant Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery & Development-London","DE09","Band 8c(HCA)","61277","74084","Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery & Development-London","DE09","Band 8a(HCA)","45518","53367","Assistant Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery & Development-London","DE14","Band 8c(HCA)","61277","74084","Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery & Development-London","DE14","Band 8a(HCA)","45518","53367","Assistant Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery & Development-South","DE18","Band 7(HCA)","37043","46837","Personal Assistant","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery & Development-South","DE21","Band 8c","54998","67805","Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery & Development-South","DE21","Band 7","30764","40558","Assistant Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery & Development-South","DE26","Band 8c","54998","67805","Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery & Development-South","DE26","Band 7","30764","40558","Assistant Delivery & Development Manager","0.95","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-Midlands & East","DE30","Band 5","21388","27901","Personal Assistant","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-Midlands & East","DE33","Band 8c","54998","67805","Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-Midlands & East","DE33","Band 7","30764","40558","Assistant Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-Midlands & East","DE38","Band 8c","54998","67805","Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-Midlands & East","DE38","Band 8a","39239","47088","Assistant Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-Midlands & East","DE43","Band 8c","54998","67805","Delivery & Development Manager","0.60","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-Midlands & East","DE43","Band 8a","39239","47088","Assistant Delivery & Development Manager","0.80","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-Midlands & East","DE47","Band 8c","54998","67805","Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-Midlands & East","DE47","Band 8a","39239","47088","Assistant Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-North","DE50","Band 5","21388","27901","Personal Assistant","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-North","DE54","Band 8c","54998","67805","Delivery & Development Manager","0.80","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-North","DE54","Band 8c","54998","67805","Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-North","DE54","Band 8c","54998","67805","Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-North","DE54","Band 8c","54998","67805","Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-North","DE54","Band 7","30764","40558","Assistant Delivery & Development Manager","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-North","DE54","Band 5","21388","27901","Administration Support","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Delivery and Development-North","DE54","Band 5","21388","27901","Administration Support","1.00","Operational Delivery"
"Department of Health","NHS Trust Development Authority","Clinical & Quality","CL01","Band 5","21388","27901","Personal Assistant","1.00","Other"
"Department of Health","NHS Trust Development Authority","Clinical & Quality","CL02","Band 5","21388","27901","Personal Assistant","1.00","Other"
"Department of Health","NHS Trust Development Authority","Clinical & Quality","CL09","Band 8b(HCA)","51986","62783","Head of Projects","1.00","Other"
"Department of Health","NHS Trust Development Authority","Clinical & Quality","CL09","Band 7(HCA)","37043","46837","Business Support Manager","1.00","Other"
"Department of Health","NHS Trust Development Authority","Clinical & Quality","CL13","Band 6","25783","34530","STEIS Safety Officer","0.60","Other"
"Department of Health","NHS Trust Development Authority","Clinical & Quality","CL13","Band 6","25783","34530","Business Support Officer","1.00","Other"
