Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,South Warwickshire NHS Foundation Trust,02-Nov-15,Drugs ,Pharmacy,Roche Products Ltd,229757,55618.56 
Department of Health,South Warwickshire NHS Foundation Trust,02-Nov-15,Consumables,Corporate Division,Nhs Supply Chain,27819,66751.15 
Department of Health,South Warwickshire NHS Foundation Trust,05-Nov-15,Serv.Recd-Miscellaneous,Corporate Division,Liaison StaffFlow,FP,43558.10 
Department of Health,South Warwickshire NHS Foundation Trust,06-Nov-15,Computer Software,Corporate Division,Datix Ltd,658466,25983.60 
Department of Health,South Warwickshire NHS Foundation Trust,09-Nov-15,Consumables,Corporate Division,Nhs Supply Chain,27898,90968.84 
Department of Health,South Warwickshire NHS Foundation Trust,12-Nov-15,Serv.Recd-Miscellaneous,Corporate Division,Liaison StaffFlow,FP,26664.36 
Department of Health,South Warwickshire NHS Foundation Trust,13-Nov-15,Drugs-F.P.10'S,Support Services Division,Nhs Business Services Authority,27715,185529.02 
Department of Health,South Warwickshire NHS Foundation Trust,13-Nov-15,Electricity,Support Services Division,Npower,657425,58032.63 
Department of Health,South Warwickshire NHS Foundation Trust,13-Nov-15,Drugs-Other,Support Services Division,Swft Clinical Services Ltd,661833,444428.16 
Department of Health,South Warwickshire NHS Foundation Trust,13-Nov-15,Contract Services,Integrated Care Division,Warwickshire County Council,655135,400000.00 
Department of Health,South Warwickshire NHS Foundation Trust,16-Nov-15,Drugs ,Pharmacy,Roche Products Ltd,229761,69368.68 
Department of Health,South Warwickshire NHS Foundation Trust,16-Nov-15,Consumables,Corporate Division,Nhs Supply Chain,27947,69875.03 
Department of Health,South Warwickshire NHS Foundation Trust,16-Nov-15,Scheme Contribution,Corporate Division,NHSLA,DD,292994.60 
Department of Health,South Warwickshire NHS Foundation Trust,18-Nov-15,Drugs ,Pharmacy,Bayer Plc,229771,31464.00 
Department of Health,South Warwickshire NHS Foundation Trust,18-Nov-15,Drugs ,Pharmacy,Novartis Pharmaceuticals Uk Ltd,229809,32169.46 
Department of Health,South Warwickshire NHS Foundation Trust,18-Nov-15,Drugs ,Pharmacy,Novartis Pharmaceuticals Uk Ltd,230103,32054.40 
Department of Health,South Warwickshire NHS Foundation Trust,18-Nov-15,Drugs ,Pharmacy,Bayer Plc,230502,31464.00 
Department of Health,South Warwickshire NHS Foundation Trust,19-Nov-15,Serv.Recd-Miscellaneous,Corporate Division,Liaison StaffFlow,FP,36770.83 
Department of Health,South Warwickshire NHS Foundation Trust,23-Nov-15,Consumables,Corporate Division,Nhs Supply Chain,28012,71204.12 
Department of Health,South Warwickshire NHS Foundation Trust,23-Nov-15,Cap Exp Furniture & Equipment,Capital,Physio-Control Uk Sales Ltd,661594,28179.30 
Department of Health,South Warwickshire NHS Foundation Trust,25-Nov-15,Fees-Training Course,Corporate Division,Keele University,650380,29750.00 
Department of Health,South Warwickshire NHS Foundation Trust,25-Nov-15,Blood/Products-Blood,Support Services Division,Nhs Blood And Transplant,27718,72798.75 
Department of Health,South Warwickshire NHS Foundation Trust,25-Nov-15,Electricity,Support Services Division,Npower,663845,68388.14 
Department of Health,South Warwickshire NHS Foundation Trust,25-Nov-15,Computer Hardware,Corporate Division,Orion Health Limited,653478,60708.00 
Department of Health,South Warwickshire NHS Foundation Trust,25-Nov-15,Cap Exp Works Building,Capital,Spellermetcalfe,664595,564938.62 
Department of Health,South Warwickshire NHS Foundation Trust,25-Nov-15,Fees-Training Course,Corporate Division,Walsall Hospitals Nhs Trust,27556,29750.00 
Department of Health,South Warwickshire NHS Foundation Trust,26-Nov-15,Serv.Recd-Miscellaneous,Corporate Division,Liaison StaffFlow,FP,43130.57 
Department of Health,South Warwickshire NHS Foundation Trust,27-Nov-15,Cap Exp Works Building,Capital,Amey Community Ltd,665576,33552.00 
