"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department of Health","NHS LA","FHSAU","1","Band 4","18838","22016","Case Administrator","3.50","Operational Delivery"
"Department of Health","NHS LA","FHSAU","1","Band 6","25783","34530","Case Officer","5.00","Medicine"
"Department of Health","NHS LA","FHSAU","1","Band 8C","54998","67805","Senior Operational Manager","1.00","Operational Delivery"
"Department of Health","NHS LA","FHSAU","1","Band 6","25783","34530","Office Manager","1.00","Operational Delivery"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 2","14294","17425","Finance Support Officer","2.00","Operational Delivery"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 4","18838","22016","Finance Support Officer","2.00","Policy"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 4","18838","22016","IT Support Officer","1.00","Operational Delivery"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 5","21388","27901","Executive Assistant","1.00","Social Research"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 5","21388","27901","Finance Support Officer","1.00","Knowledge and Information Management (KIM)"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 5","21388","27901","IT Support Officer","3.00","Law"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 6","25783","34530","IT Support Officer","2.00","Operational Delivery"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 6","25783","34530","Statistician","1.00","Operational Delivery"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 7","30764","40558","IT Manager","1.00","Human Resources"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 5","21388","27901","Office Manager","1.00","Human Resources"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 8A","39239","47088","Finance Officer","1.00","Finance"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 8A","39239","47088","IT Manager","1.00","Finance"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 8C","54998","67805","Programme Manager","1.00","Finance"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 8C","54998","67805","IT Manager","1.00","Information Technology"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 7","30764","40558","Finance Support Officer","1.00","Communications"
"Department of Health","NHS LA","Technical Claims","3","Band 5","21388","27901","Executive Assistant","1.00","Programme and Project Management (PPM)"
"Department of Health","NHS LA","Technical Claims","3","Band 8B","45707","56504","Case Management","6.90","Programme and Project Management (PPM)"
"Department of Health","NHS LA","Technical Claims","3","Band 8C","54998","67805","Case Management","1.00","Programme and Project Management (PPM)"
"Department of Health","NHS LA","Non-clinical Claims","4","Band 2","14294","17425","Case Management","4.00","Procurement"
"Department of Health","NHS LA","Non-clinical Claims","4","Band 2","14294","17425","Case Management","1.00","Other"
"Department of Health","NHS LA","Clinical Claims","4","Band 4","18838","22016","Case Administrator","5.60","Other"
"Department of Health","NHS LA","NHS LA Finance and IT Directorate","2","Band 5","21388","27901","Executive Assistant","1.00","Other"
"Department of Health","NHS LA","Non-clinical Claims","4","Band 4","18838","22016","Case Administrator","3.00","Operational Delivery"
"Department of Health","NHS LA","Non-clinical Claims","4","Band 6","25783","34530","Case Officer","1.00","Operational Delivery"
"Department of Health","NHS LA","Non-clinical Claims","4","Band 6","25783","34530","Case Management","15.00","Operational Delivery"
"Department of Health","NHS LA","Non-clinical Claims","4","Band 6","25783","34530","Case Management","5.00","Operational Delivery"
"Department of Health","NHS LA","Non-clinical Claims","4","Band 7","30764","40558","Case Management","4.00","Operational Delivery"
"Department of Health","NHS LA","Clinical Claims","4","Band 7","30764","40558","Case Management","29.20","Operational Delivery"
"Department of Health","NHS LA","Clinical Claims","4","Band 8A","39239","47088","Case Management","14.05","Operational Delivery"
"Department of Health","NHS LA","Clinical Claims","4","Band 8A","39239","47088","Case Management","6.00","Operational Delivery"
"Department of Health","NHS LA","Non-clinical Claims","4","Band 7","30764","40558","Case Management","6.00","Operational Delivery"
"Department of Health","NHS LA","Non-clinical Claims","4","Band 8A","39239","47088","Case Management","3.00","Operational Delivery"
"Department of Health","NHS LA","Clinical Claims","4","Band 8B","45707","56504","Case Management","6.00","Operational Delivery"
"Department of Health","NHS LA","Non-clinical Claims","4","Band 8B","45707","56504","Case Management","3.00","Operational Delivery"
"Department of Health","NHS LA","Clinical Claims","4","Band 8C","54998","67805","Case Management","1.00","Operational Delivery"
"Department of Health","NHS LA","Non-clinical Claims","4","Band 8C","54998","67805","Case Management","1.00","Operational Delivery"
"Department of Health","NHS LA","NHS LA Safety, Learning and People","5","Band 5","21388","27901","Administrator","1.00","Operational Delivery"
"Department of Health","NHS LA","NHS LA Safety, Learning and People","5","Band 8B","45707","56504","Risk Manager","2.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Business Development","7","Band 4","18838","22016","Not In Post","1.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Business Development","7","Band 4","18838","22016","Finance Support Officer","1.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Business Development","7","Band 4","18838","22016","Administrator","1.00","Law"
"Department of Health","NHS LA","NCAS Business Development","7","Band 5","21388","27901","HR Officer","1.00","Law"
"Department of Health","NHS LA","NCAS Business Development","7","Band 5","21388","27901","Finance Support Officer","2.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Business Development","7","Band 5","21388","27901","Executive Assistant","1.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Business Development","7","Band 6","25783","34530","Information Governance","1.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Business Development","7","Band 7","30764","40558","IT Manager","1.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Business Development","7","Band 7","30764","40558","Project Manager","1.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Business Development","7","Band 7","30764","40558","Not In Post","1.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Business Development","7","Band 7","30764","40558","Business Manager","1.00","Other"
"Department of Health","NHS LA","NCAS Business Development","7","Band 7","30764","40558","Information Governance","1.00","Finance"
"Department of Health","NHS LA","NCAS Business Development","7","Band 8A","39239","47088","Senior HR Manager","1.00","Finance"
"Department of Health","NHS LA","NCAS Business Development","7","Band 8A","39239","47088","Case Administrator","1.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Business Development","7","Band 8B","45707","56504","Case Officer","1.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Business Development","7","Band 8B","45707","56504","Senior Operational Manager","1.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Business Development","7","Band 8C","54998","67805","Office Manager","1.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Business Development","7","Band 8C","54998","67805","Finance Support Officer","1.00","Finance"
"Department of Health","NHS LA","Assessment","8","Band 8C","54998","67805","Finance Support Officer","1.40","Finance"
"Department of Health","NHS LA","NCAS Evaluation and Engagement","8","Band 8C","54998","67805","IT Support Officer","0.50","Information Technology"
"Department of Health","NHS LA","Assessment","8","Band 5","21388","27901","Executive Assistant","5.80","Operational Delivery"
"Department of Health","NHS LA","Assessment","8","Band 6","25783","34530","Finance Support Officer","4.00","Finance"
"Department of Health","NHS LA","Assessment","8","Band 7","30764","40558","IT Support Officer","2.81","Information Technology"
"Department of Health","NHS LA","Assessment","8","Band 8A","39239","47088","IT Support Officer","1.00","Information Technology"
"Department of Health","NHS LA","Assessment","8","Band 8C","54998","67805","Statistician","1.00","Statisticians"
"Department of Health","NHS LA","NCAS Evaluation and Engagement","8","Band 8C","54998","67805","IT Manager","0.80","Information Technology"
"Department of Health","NHS LA","NCAS Case Management Team","9","Band 4","18838","22016","Office Manager","2.00","Other"
"Department of Health","NHS LA","NCAS Case Management Team","9","Band 5","21388","27901","Finance Officer","5.00","Finance"
"Department of Health","NHS LA","NCAS Education","9","Band 6","25783","34530","IT Manager","4.00","Information Technology"
"Department of Health","NHS LA","NCAS Case Management Team","9","Band 7","30764","40558","Programme Manager","3.00","Programme and Project Management (PPM)"
"Department of Health","NHS LA","NCAS Education","9","Band 8B","45707","56504","IT Manager","1.00","Information Technology"
"Department of Health","NHS LA","NCAS Adviser Team","11","Band 8C","54998","67805","Finance Support Officer","6.40","Finance"
"Department of Health","NHS LA","NCAS Wales","12","Band 7","30764","40558","Executive Assistant","1.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Wales","12","Band 5","21388","27901","Case Management","1.00","Operational Delivery"
"Department of Health","NHS LA","NCAS Nothern Ireland","13","Band 5","21388","27901","Case Management","1.00","Operational Delivery"
