"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Attorney General's Office","Serious Fraud Office","Director's Office","1","EO","23282","29073","Personal Assistant","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","Director's Office","1","Grade 7","47893","60881","Principal Private Secretary","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","General Counsel","3","EO","23282","29073","Personal Assistant","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","General Counsel","3","Grade 6","61077","72907","Policy Lawyer","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","General Counsel","3","Grade 7","47893","60881","Principal Private Secretary","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","Chief Investigating Officer","5","EO","23282","29073","Personal Assistant","0.50","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","Intelligence","5","EO","23282","29073","EO Intelligence Officer","2.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","Intelligence","5","EO","23282","29073","Vetting Standards Assistant","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","Intelligence","5","Grade 6","61077","72907","Open Source Research","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","Intelligence","5","Grade 7","47893","60881","Principal Intelligence Officer","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","Intelligence","5","HEO","29403","34555","Intelligence Officer","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","Intelligence","5","SEO","34356","41294","Senior Intelligence Officer","2.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","Corporate Services","15","Grade 7","47893","60881","Project Manager","0.60","Programme and Project Management (PPM)"
"Attorney General's Office","Serious Fraud Office","Corporate Services","15","SEO","34356","41294","Security Officer","2.00","Other"
"Attorney General's Office","Serious Fraud Office","Digital Forensic Unit","15","EO","23282","29073","Assistant Forensic IT Investigator","8.00","Information Technology"
"Attorney General's Office","Serious Fraud Office","Digital Forensic Unit","15","Grade 7","47893","60881","Head of Evidence Handling","1.00","Information Technology"
"Attorney General's Office","Serious Fraud Office","Digital Forensic Unit","15","HEO","29403","34555","Forensic IT Investigator","3.00","Information Technology"
"Attorney General's Office","Serious Fraud Office","Digital Forensic Unit","15","HEO","29403","34555","IT Case Support Advisor","4.00","Information Technology"
"Attorney General's Office","Serious Fraud Office","Digital Forensic Unit","15","SEO","34356","41294","Senior Forensic IT Investigator","3.00","Information Technology"
"Attorney General's Office","Serious Fraud Office","EHMU","15","AO","19594","21825","AO Assistant","8.58","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","EHMU","15","AO","19594","21825","Reprographics Officer","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","EHMU","15","EO","23282","29073","Exhibits Manager","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","EHMU","15","EO","23282","29073","Information Help Desk Manager","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","EHMU","15","EO","23282","29073","Loading Manager","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","EHMU","15","EO","23282","29073","Print Room Manager","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","EHMU","15","EO","23282","29073","Records Store Manager","0.56","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","EHMU","15","HEO","29403","34555","Scanning and Loading Manager","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","EHMU","15","HEO","29403","34555","Scanning and Loading Manager","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","EHMU","15","SEO","34356","41294","Information Manager","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","Graphics","15","EO","23282","29073","Graphics Information Designer","2.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","Graphics","15","HEO","29403","34555","Head of Graphics and EPE","1.00","Operational Delivery"
"Attorney General's Office","Serious Fraud Office","Human Resources","15","AO","19594","21825","HR Officer","1.61","Human Resources"
