Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Arts bodies,Arts Council of England,30019814,"57,155,797.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant to BBC:Home Broadcasting,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,30019689,"34,797,000.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,30019812,"10,851,168.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,30019809,"3,684,572.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Temp staff filling vacancy,Government Olympic Executive,Brook Street ( UK ) Ltd,30019860,765.98
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Temp staff filling vacancy,Government Olympic Executive,Brook Street ( UK ) Ltd,30019867,823.35
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,Comm.for Architecture & the Built Envir.,30019762,"1,930,802.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,30019734,"10,500,000.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Film Council,UK Film Council,30019746,"4,995,265.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Football Licencing Authority,30019735,"54,527.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,30019826,"146,000.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,30019827,"355,000.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,30019811,"2,032,752.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Conservation - Oil Paintings,Govt Art Collection programme,Mrs Carol Willoughby,30019866,456
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Museum of Science & Ind in Manchester,30019800,"317,306.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,30019810,"2,033,867.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,30019805,"1,559,000.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museum of Science & Industry,30019804,"3,123,500.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Current Grants Private Sector,GIA Museums & Galleries,National Museum of Science & Industry,30019808,"230,438.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,30019855,"1,866,484.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,30019828,"625,000.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,30019802,"4,006,000.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,30019829,"57,300.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,Royal Household,30019806,"1,500,000.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Sir John Soane's Museum,30019851,"96,433.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport England,30019856,"26,000,000.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,30019807,"627,000.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Research,EAU Taking Part Survey,TNS UK LTD,30019816,"114,433.25"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Research,EAU Taking Part Survey,TNS UK LTD,30019845,"14,922.50"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Research,EAU Taking Part Survey,TNS UK LTD,30019846,"12,889.75"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Current Grants Private Sector,GIA Museums & Galleries,Tyne and Wear Museums,30019832,"119,600.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,30019813,"3,238,552.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,30019801,"3,426,595.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,30019858,"4,201,000.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,30019831,"363,583.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,01/10/2010,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,Welsh Fourth Channel Authority,30019790,"9,015,000.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,04/10/2010,Publications & Website,Govt Art Collection programme,Atos Origin IT Services UK Ltd,30019865,"8,428.98"
Department for Culture Media and Sport,Department for Culture Media and Sport,04/10/2010,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority,30019789,"99,800,000.00"
Department for Culture Media and Sport,Department for Culture Media and Sport,04/10/2010,National Non-Domestic Rates,Estates & Property Services,Westminster City Council,30019871,"1,919.38"
