"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - IT","BSD-IT","AO","16349","18854","IT Support Officer","2.00","Information Technology"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - IT","BSD-IT","EO","19059","26179","Analyst","14.00","Information Technology"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - IT","BSD-IT","EO","19059","26179","Operational Manager","0.79","Information Technology"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - IT","BSD-IT","EO","19059","26179","IT Support Officer","5.00","Information Technology"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - IT","BSD-IT","Grade 6","47332","59916","Senior IT Manager","2.00","Information Technology"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - IT","BSD-IT","HEO","25475","28950","Project Manager","1.00","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - IT","BSD-IT","HEO","25475","28950","Senior Analyst","54.81","Information Technology"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - IT","BSD-IT","HEO","25475","28950","Senior IT Manager","1.00","Information Technology"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - IT","BSD-IT","Deputy /Divisional Dir","58200","117800","Senior Project Manager","1.00","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - IT","BSD-IT","SEO","29144","36892","Senior Analyst","2.00","Information Technology"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - IT","BSD-IT","SEO","29144","36892","Senior IT Manager","13.00","Information Technology"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - IT","BSD-IT","SEO","29144","36892","Senior Project Manager","1.00","Information Technology"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","AA","15298","15298","Administrative Assistant","20.45","Operational Delivery"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","AA","15298","15298","Operations Support Officer","4.00","Communications"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","AO","16349","18854","Communications Support Officer","1.00","Communications"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","AO","16349","18854","HR Support Officer","5.00","Human Resources"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","AO","16349","18854","Not In Post","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","AO","16349","18854","IT Support Officer","1.81","Information Technology"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","AO","16349","18854","Operations Support Officer","17.80","Communications"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","EO","19059","26179","HR Officer","3.65","Human Resources"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","EO","19059","26179","Not In Post","5.00","Operational Delivery"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","EO","19059","26179","Operational Manager","6.69","Property and asset management"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","EO","19059","26179","Operational Manager","4.60","Communications"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","EO","19059","26179","Operational Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","EO","19059","26179","Web Manager","1.00","Information Technology"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","EO","19059","26179","Operational Manager","1.00","Information Technology"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","Grade 6","47332","59916","Not In Post","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - ODOS","Operations","Grade 6","47332","59916","Senior HR Manager","1.00","Human Resources"
