Department Family,Entity,Date,Expense Type,Expense Area ,Supplier ,Transaction Number,Amount
Department of Health,Care Quality Commission,04/07/2011,Secondments from External Organisations,Operations Delivery Directorate,Specialist Computer Centres plc (SCC),EFT8004067           ,14294.34
Department of Health,Care Quality Commission,04/07/2011,Travel and Subsistence,Commission Wide,FCm Travel Solutions,EFT8004046           ,145202.19
Department of Health,Care Quality Commission,04/07/2011,Rates,Commission Wide,Islington Council,EFT8004056           ,29672
Department of Health,Care Quality Commission,05/07/2011,Agency,Finance & Corporate Services Directorate,Carlisle Managed Solutions,EFT8004092,16683.64
Department of Health,Care Quality Commission,05/07/2011,Agency,Governance & Legal Directorate,Carlisle Managed Solutions,EFT8004092,10990.57
Department of Health,Care Quality Commission,05/07/2011,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT8004092,11372.59
Department of Health,Care Quality Commission,05/07/2011,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT8004092,8748.32
Department of Health,Care Quality Commission,05/07/2011,Agency,Operations Delivery Directorate,Carlisle Managed Solutions,EFT8004092,58805.02
Department of Health,Care Quality Commission,05/07/2011,Agency,Organisational Development and Human Resources Dir,Carlisle Managed Solutions,EFT8004092,7519.44
Department of Health,Care Quality Commission,05/07/2011,Agency,Strategic Marketing & Comms,Carlisle Managed Solutions,EFT8004092,33890.92
Department of Health,Care Quality Commission,08/07/2011,Intangible Assets,Finance & Corporate Services Directorate,Computacenter UK Limited,EFT8004142           ,186888.9
Department of Health,Care Quality Commission,08/07/2011,Rent,Finance & Corporate Services Directorate,Snowball Developments Ltd,EFT8004157           ,27000
Department of Health,Care Quality Commission,11/07/2011,Intangible Assets,Intelligence Directorate,QinetiQ Ltd,EFT8004192           ,96000
Department of Health,Care Quality Commission,11/07/2011,Secondments from External Organisations,Intelligence Directorate,Aston University,EFT8004165           ,26982.05
Department of Health,Care Quality Commission,11/07/2011,Contracted Lawyers / Legal Fees,Governance & Legal Directorate,Mills & Reeve (Norwich),EFT8004185           ,40521.57
Department of Health,Care Quality Commission,11/07/2011,Contracted Lawyers / Legal Fees,Governance & Legal Directorate,Bevan Brittan LLP,EFT8004167           ,66232.05
Department of Health,Care Quality Commission,12/07/2011,Agency,Finance & Corporate Services Directorate,Carlisle Managed Solutions,EFT8004216,11188.39
Department of Health,Care Quality Commission,12/07/2011,Agency,Governance & Legal Directorate,Carlisle Managed Solutions,EFT8004216,17831.16
Department of Health,Care Quality Commission,12/07/2011,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT8004216,9301.33
Department of Health,Care Quality Commission,12/07/2011,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT8004216,9729.63
Department of Health,Care Quality Commission,12/07/2011,Agency,Operations Delivery Directorate,Carlisle Managed Solutions,EFT8004216,51639.69
Department of Health,Care Quality Commission,12/07/2011,Agency,Organisational Development and Human Resources Dir,Carlisle Managed Solutions,EFT8004216,3223.21
Department of Health,Care Quality Commission,12/07/2011,Agency,Strategic Marketing & Comms,Carlisle Managed Solutions,EFT8004216,23092.58
Department of Health,Care Quality Commission,13/07/2011,Consultancy,Intelligence Directorate,Picker Institute Europe,EFT8004235           ,61142.92
Department of Health,Care Quality Commission,15/07/2011,IT Website,Finance & Corporate Services Directorate,Steria Ltd,EFT8004294           ,84980.91
Department of Health,Care Quality Commission,15/07/2011,Stationery and Other General Office Expenses,Finance & Corporate Services Directorate,Gartner UK Ltd,EFT8004260           ,30586.87
Department of Health,Care Quality Commission,15/07/2011,IT Managed Service,Finance & Corporate Services Directorate,CSC Computer Science Ltd,EFT8004248           ,444717.59
Department of Health,Care Quality Commission,18/07/2011,Hotels and Conferences,Commission Wide,Expotel,EFT8004311           ,125664.56
Department of Health,Care Quality Commission,18/07/2011,IT Telecommunications,Finance & Corporate Services Directorate,Cable & Wireless,EFT8004307           ,68378.57
Department of Health,Care Quality Commission,18/07/2011,IT Annual Licences and Support,Finance & Corporate Services Directorate,Calyx Software Ltd,EFT8004308           ,76053.5
Department of Health,Care Quality Commission,19/07/2011,Agency,Finance & Corporate Services Directorate,Carlisle Managed Solutions,EFT8004352,12961.76
Department of Health,Care Quality Commission,19/07/2011,Agency,Governance & Legal Directorate,Carlisle Managed Solutions,EFT8004352,10355.3
Department of Health,Care Quality Commission,19/07/2011,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT8004352,12412.84
Department of Health,Care Quality Commission,19/07/2011,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT8004352,8985.14
Department of Health,Care Quality Commission,19/07/2011,Agency,Operations Delivery Directorate,Carlisle Managed Solutions,EFT8004352,51685.75
Department of Health,Care Quality Commission,19/07/2011,Agency,Organisational Development and Human Resources Dir,Carlisle Managed Solutions,EFT8004352,10284.33
Department of Health,Care Quality Commission,19/07/2011,Agency,Strategic Marketing & Comms,Carlisle Managed Solutions,EFT8004352,22666.51
Department of Health,Care Quality Commission,21/07/2011,"Property, Plant and Equipment",Finance & Corporate Services Directorate,Sapient,EFT8004379           ,2208
Department of Health,Care Quality Commission,21/07/2011,Intangible Assets,Finance & Corporate Services Directorate,Sapient,EFT8004379           ,397881
Department of Health,Care Quality Commission,21/07/2011,Intangible Assets,Finance & Corporate Services Directorate,Sapient,EFT8004379           ,19782
Department of Health,Care Quality Commission,21/07/2011,Intangible Assets,Finance & Corporate Services Directorate,Sapient,EFT8004379           ,1716
Department of Health,Care Quality Commission,22/07/2011,IT Managed Service,Finance & Corporate Services Directorate,CSC Computer Science Ltd,EFT8004398           ,53252.78
Department of Health,Care Quality Commission,22/07/2011,Intangible Assets,Finance & Corporate Services Directorate,CSC Computer Science Ltd,EFT8004398           ,39556.03
Department of Health,Care Quality Commission,22/07/2011,IT Managed Service,Finance & Corporate Services Directorate,CSC Computer Science Ltd,EFT8004398           ,34200
Department of Health,Care Quality Commission,22/07/2011,IT Telecommunications,Finance & Corporate Services Directorate,Buying Solutions,EFT8004397           ,25899.6
Department of Health,Care Quality Commission,26/07/2011,Agency,Finance & Corporate Services Directorate,Carlisle Managed Solutions,EFT8004427,9484.21
Department of Health,Care Quality Commission,26/07/2011,Agency,Governance & Legal Directorate,Carlisle Managed Solutions,EFT8004427,6652.82
Department of Health,Care Quality Commission,26/07/2011,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT8004427,12998.87
Department of Health,Care Quality Commission,26/07/2011,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT8004427,9846.62
Department of Health,Care Quality Commission,26/07/2011,Agency,Operations Delivery Directorate,Carlisle Managed Solutions,EFT8004427,53740.94
Department of Health,Care Quality Commission,26/07/2011,Agency,Organisational Development and Human Resources Dir,Carlisle Managed Solutions,EFT8004427,6704.14
Department of Health,Care Quality Commission,26/07/2011,Agency,Strategic Marketing & Comms,Carlisle Managed Solutions,EFT8004427,17203.78
Department of Health,Care Quality Commission,27/07/2011,Intangible Assets,Finance & Corporate Services Directorate,Sapient,EFT8004444           ,114324
Department of Health,Care Quality Commission,27/07/2011,IT Telecommunications,Finance & Corporate Services Directorate,Vodafone Corporate,EFT8004449           ,26164.22
Department of Health,Care Quality Commission,29/07/2011,Audit,Finance & Corporate Services Directorate,National Audit Office (Newcastle),EFT8004466           ,121500
Department of Health,Care Quality Commission,31/07/2011,Rates,Commission Wide,Leeds City Council,327042,8747
Department of Health,Care Quality Commission,31/07/2011,Rates,Commission Wide,Bristol City Council,327043,6424
Department of Health,Care Quality Commission,31/07/2011,Rates,Commission Wide,Preston City Council,327044,4590
