Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Procurement,Innovision,10154040,116323.20,Miscellaneous,NW1 4PA,SME,113721,
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Cultural Diversity,Linstock Communications Ltd,10154156,23550.00,BME Agency Costs,SE1 3XF,SME,102488,
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Direct and Relationship Marketing,Callcredit Marketing Solutions Limited,10155532,21271.28,Inbound telephone handling: dedicated,SL9 0GA,Large,115088,
Cabinet Office,Central Office of Information,05/07/2011,Direct Marketing,Direct and Relationship Marketing,Callcredit Marketing Solutions Limited,10155532,17315.28,Response handling account/systems mgt fees,SL9 0GA,Large,115088,
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Direct and Relationship Marketing,Callcredit Marketing Solutions Limited,10155532,4605.63,E-mail broadcast,SL9 0GA,Large,115088,
Cabinet Office,Central Office of Information,05/07/2011,Direct Marketing,Direct and Relationship Marketing,Callcredit Marketing Solutions Limited,10155532,1845.00,Retention outbound phone,SL9 0GA,Large,115088,
Cabinet Office,Central Office of Information,05/07/2011,Direct Marketing,Direct and Relationship Marketing,Callcredit Marketing Solutions Limited,10155532,950.00,DRM website/microsite maintenance/update,SL9 0GA,Large,115088,
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Direct and Relationship Marketing,Callcredit Marketing Solutions Limited,10155532,222.63,Inbound telephone handling: IVR/speech recognition,SL9 0GA,Large,115088,
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Direct and Relationship Marketing,Callcredit Marketing Solutions Limited,10155532,64.81,Electronic (e-mail/SMS) response fulfilment,SL9 0GA,Large,115088,
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Direct and Relationship Marketing,Dataforce Group Ltd,10155978,23327.25,Inbound telephone handling: dedicated,MK9 1EA,Large,114568,
Cabinet Office,Central Office of Information,05/07/2011,Direct Marketing,Direct and Relationship Marketing,Dataforce Group Ltd,10155978,10506.00,Response handling account/systems mgt fees,MK9 1EA,Large,114568,
Cabinet Office,Central Office of Information,05/07/2011,Direct Marketing,Direct and Relationship Marketing,Dataforce Group Ltd,10155978,2261.00,Outbound telephone,MK9 1EA,Large,114568,
Cabinet Office,Central Office of Information,05/07/2011,Direct Marketing,Direct and Relationship Marketing,Dataforce Group Ltd,10155978,1547.47,Physical response fulfilment,MK9 1EA,Large,114568,
Cabinet Office,Central Office of Information,05/07/2011,Direct Marketing,Direct and Relationship Marketing,Dataforce Group Ltd,10155978,624.00,Database account mgt/maintenance fees,MK9 1EA,Large,114568,
Cabinet Office,Central Office of Information,05/07/2011,Direct Marketing,Direct and Relationship Marketing,Dataforce Group Ltd,10155978,521.00,DRM website/microsite maintenance/update,MK9 1EA,Large,114568,
Cabinet Office,Central Office of Information,05/07/2011,Direct Marketing,Direct and Relationship Marketing,Dataforce Group Ltd,10155978,312.00,Non-geographical number charges (e.g. BT 0800),MK9 1EA,Large,114568
Cabinet Office,Central Office of Information,05/07/2011,Print and Paper,Direct and Relationship Marketing,Dataforce Group Ltd,10155978,140.00,Response handling stationery and print,MK9 1EA,Large,114568
Cabinet Office,Central Office of Information,05/07/2011,Direct Marketing,Direct and Relationship Marketing,Dataforce Group Ltd,10155978,65.46,Inbound telephone handling: bureau,MK9 1EA,Large,114568
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Direct and Relationship Marketing,Dataforce Group Ltd,10155978,64.62,SMS broadcast,MK9 1EA,Large,114568
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Client Account Team,Rainey Kelly Campbell Roalfe / Y & R,10156069,40000.00,Miscellaneous Expenditure,NW1 7QP,SME,113800
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Interactive Services,S8080 Ltd,10156090,22320.00,Programming/Coding/Technical Testing,SA1 8PJ,SME,110327
Cabinet Office,Central Office of Information,05/07/2011,Information Architecture,Interactive Services,S8080 Ltd,10156090,2520.00,Information Architecture,SA1 8PJ,SME,110327
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Interactive Services,S8080 Ltd,10156093,24532.00,Programming/Coding/Technical Testing,SA1 8PJ,SME,111643
Cabinet Office,Central Office of Information,05/07/2011,Direct Marketing,Interactive Services,S8080 Ltd,10156094,13822.70,Technical Consultancy / QA,SA1 8PJ,SME,110732
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Interactive Services,S8080 Ltd,10156094,5250.00,Programming/Coding/Technical Testing,SA1 8PJ,SME,110732
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Interactive Services,S8080 Ltd,10156094,2800.00,Website Analysis & Usability Testing,SA1 8PJ,SME,110732
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Interactive Services,S8080 Ltd,10156094,1650.00,Production Costs,SA1 8PJ,SME,110732
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Interactive Services,S8080 Ltd,10156094,1100.00,Design,SA1 8PJ,SME,110732
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Interactive Services,S8080 Ltd,10156094,985.00,Post Project Delivery Support / Training,SA1 8PJ,SME,110732
Cabinet Office,Central Office of Information,05/07/2011,Information Architecture,Interactive Services,S8080 Ltd,10156094,800.00,Information Architecture,SA1 8PJ,SME,110732
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Interactive Services,S8080 Ltd,10156094,400.00,Project Initiation,SA1 8PJ,SME,110732
Cabinet Office,Central Office of Information,05/07/2011,Campaigns,Interactive Services,S8080 Ltd,10156094,275.00,Website Analysis & Review,SA1 8PJ,SME,110732
