"NHS DEVON - Transactions Greater than £25,000 in September 2010",,,,,,,

Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Devon PCT,21/09/2010,Audit Fees: Statutory,COMMISSIONING FINANCE,AUDIT COMMISSION,7085324,"26,241.28"
Department of Health,Devon PCT,03/09/2010,Commissioning Other Contr,ABI Rehab,FOUR SEASONS HEALTH CARE LTD,6983127,"26,765.83"
Department of Health,Devon PCT,10/09/2010,Commissioning Other Contr,IS - OTHER PROVIDERS,EXETER MEDICAL LTD,7019161,"37,718.00"
Department of Health,Devon PCT,28/09/2010,Commissioning Other Contr,IS - OTHER PROVIDERS,MOUNT STUART HOSPITAL,7137190,"98,266.94"
Department of Health,Devon PCT,28/09/2010,Commissioning Other Contr,IS - OTHER PROVIDERS,MOUNT STUART HOSPITAL,7137198,"94,697.50"
Department of Health,Devon PCT,28/09/2010,Commissioning Other Contr,IS - OTHER PROVIDERS,MOUNT STUART HOSPITAL,7137221,"-50,568.91"
Department of Health,Devon PCT,14/09/2010,Commissioning Other Contr,IS - OTHER PROVIDERS,NUFFIELD HEALTH,7054452,"29,298.00"
Department of Health,Devon PCT,17/09/2010,Commissioning Other Contr,IS - OTHER PROVIDERS,NUFFIELD HEALTH,7069354,"141,213.00"
Department of Health,Devon PCT,07/09/2010,Commissioning Other Contr,IS - OTHER PROVIDERS,PENINSULA PLASTIC SURGERY LTD,7003556,"32,232.00"
Department of Health,Devon PCT,28/09/2010,Commissioning Other Contr,ISTC - Plymouth,UKSH PENINSULA LTD,7137211,"182,949.13"
Department of Health,Devon PCT,28/09/2010,Commissioning Other Contr,ISTC - Plymouth,UKSH PENINSULA LTD,7137212,"182,949.13"
Department of Health,Devon PCT,06/09/2010,Commissioning Other Contr,Other Commissioning Costs,UNIVERSITY HOSPITAL,7008902,"179,278.00"
Department of Health,Devon PCT,17/09/2010,Commissioning Other Contr,Third party Drug Spend,ABBOTT LABORATORIES LTD,7054465,"35,216.83"
Department of Health,Devon PCT,28/09/2010,Consultant,CAMHs Tier3 - West Devon,DEVON PARTNERSHIP NHS TRUST,7113519,"59,476.11"
Department of Health,Devon PCT,24/09/2010,Continence Products,COUNTYWIDE BLADDER & BOWEL SERVICE,SCA HYGIENE PRODUCTS (UK) LTD,7122085,"198,391.34"
Department of Health,Devon PCT,21/09/2010,Contr Other External,DAWLISH HOSP GENRL,SIR ROBERT MCALPINE HEALTHCARE DAWLISH LTD,7094236,"29,726.92"
Department of Health,Devon PCT,22/09/2010,Contr Refuse & Clin Waste,PHARMACY CONTRACT,PHS GROUP PLC,7094186,"26,125.80"
Department of Health,Devon PCT,22/09/2010,Contr Refuse & Clin Waste,PHARMACY CONTRACT,PHS GROUP PLC,7094416,"-26,125.80"
Department of Health,Devon PCT,21/09/2010,Depn of Gov Grant Assets,DAWLISH HOSP GENRL,SIR ROBERT MCALPINE HEALTHCARE DAWLISH LTD,7094236,"28,333.33"
Department of Health,Devon PCT,24/09/2010,Depn of Gov Grant Assets,N ABBOT ADMIN,RYHURST (NEWTON ABBOT) LTD,7113530,"181,906.18"
