"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department of Health","North of England Commissioning Support Unit","Business Development Unit","12744192","Band 3","16633","19461","Administrator","1.00","Programme and Project Management (PPM)"
"Department of Health","North of England Commissioning Support Unit","Business Development Unit","12744192","Band 5","21692","28180","Procurement Support Officer","4.00","Procurement"
"Department of Health","North of England Commissioning Support Unit","Business Development Unit","12744192","Band 7","31072","10964","Procurement Officer","9.00","Procurement"
"Department of Health","North of England Commissioning Support Unit","Business Development Unit","12744192","Band 7","31072","10964","Manager","1.00","Programme and Project Management (PPM)"
"Department of Health","North of England Commissioning Support Unit","Business Development Unit","12744192","Band 8a","39632","47559","Senior Manager","1.00","Programme and Project Management (PPM)"
"Department of Health","North of England Commissioning Support Unit","Business Development Unit","12744192","Band 8b","46164","57069","Senior Procurement Officer","1.00","Procurement"
"Department of Health","North of England Commissioning Support Unit","Business Development Unit","12744192","Band  8c","55548","67805","Senior Procurement Officer","2.00","Procurement"
"Department of Health","North of England Commissioning Support Unit","Business Development Unit","12744192","Band  8c","55548","67805","Senior Manager","1.00","Programme and Project Management (PPM)"
"Department of Health","North of England Commissioning Support Unit","Business Development Unit","12744192","Band  8c","55548","67805","Head of Service","1.00","Knowledge and Information Management (KIM)"
"Department of Health","North of England Commissioning Support Unit","Business Development Unit","12744192","Band 8d","65922","81618","Senior Manager","1.00","Programme and Project Management (PPM)"
"Department of Health","North of England Commissioning Support Unit","Business Development Unit","12744192","Band 9","77850","98453","Head of Service","1.00","Procurement"
"Department of Health","North of England Commissioning Support Unit","Business Information Systems","12744204","Band 4","19027","22236","Support Officer","7.00","Information Technology"
"Department of Health","North of England Commissioning Support Unit","Business Information Systems","12744204","Band 4","19027","22236","Service Desk Analyst","4.00","Information Technology"
"Department of Health","North of England Commissioning Support Unit","Business Information Systems","12744204","Band 4","19027","22236","RA Agent","5.00","Information Technology"
"Department of Health","North of England Commissioning Support Unit","Business Information Systems","12744204","Band 5","21692","28180","Engineer","28.00","Information Technology"
"Department of Health","North of England Commissioning Support Unit","Business Information Systems","12744204","Band 5","21692","28180","ICT Trainer","2.64","Information Technology"
"Department of Health","North of England Commissioning Support Unit","Business Information Systems","12744204","Band 5","21692","28180","Senior Service Desk Analyst","7.00","Information Technology"
"Department of Health","North of England Commissioning Support Unit","Business Information Systems","12744204","Band 5","21692","28180","Analyst","9.80","Information Technology"
