Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
DCMS,National Gallery,26/11/2010,Main Contractors,Building (Core),Norland Managed Services Limited,10169928,"134,616.66"
DCMS,National Gallery,30/11/2010,Development Office Events - General,Development Office,Alison Price and Company Limited,10170097,"29,516.75"
DCMS,National Gallery,01/12/2010,Contract cleaning,Office Services & Cleaning,DOC Cleaning Limited,10169971,"50,498.47"
DCMS,National Gallery,02/12/2010,Electricity,Building (Core),EDF Energy 1 Limited,10169905,"62,621.14"
DCMS,National Gallery,08/12/2010,Direct Orders,Building (Core),Montagu Evans LLP,10170168,"55,188.59"
DCMS,National Gallery,13/12/2010,Main Contractors,Building (Core),Fairhurst Ward Abbotts Ltd.,10169906,"89,950.00"
,,,,,,,
,,,,,,,"422,391.61"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,`,,,,
