"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 1","13601","21038","Admin / Support","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 2","18005","23702","Admin / Support","2.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 2","18005","23702","Vacant","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 2","18005","23702","Waste Management","7.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 3","21787","31104","Admin / Support","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 3","21787","31104","Building & Civil","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 3","21787","31104","Engineer - Electronics","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 3","21787","31104","Engineer - Other","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 3","21787","31104","Engineer - Technician Electrical","2.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 3","21787","31104","Vacant","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 3","21787","31104","Waste Management","7.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 4","25686","36361","Computing","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 4","25686","36361","Engineer - Electronics","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 4","25686","36361","Engineer - Other","2.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 4","25686","36361","Engineer - Technician Electrical","2.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 4","25686","36361","Engineer - Technician Mechanical","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 4","25686","36361","Engineer - Vacuum","0.80","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 4","25686","36361","Health Physics","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 4","25686","36361","Planning","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 4","25686","36361","Vacant","2.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 4","25686","36361","Waste Management","3.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 5","32338","46005","Building & Civil","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 5","32338","46005","Engineer - Control & Instrumentation","3.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 5","32338","46005","Engineer - Electrical","4.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 5","32338","46005","Engineer - Electronics","1.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 5","32338","46005","Engineer - Mechanical Design","2.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 5","32338","46005","Engineer - Other","2.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 5","32338","46005","Engineer - Vacuum","5.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 5","32338","46005","Safety, Health, Environment","0.61","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 5","32338","46005","Vacant","6.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 5","32338","46005","Waste Management","4.00","Science and Engineering"
"Department for Business Innovation and Skills","UK Atomic Energy Authority","Active Operations Department","14000083","Level 6","40323","58698","Admin / Support","1.00","Science and Engineering"
