Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
Department of Health,Care Quality Commission,07/07/2010,Consultancy,Organisational Development and Human Resources Directorate,Beamans Management Consultants,EFT0007153,50813.94
Department of Health,Care Quality Commission,07/07/2010,Agency,"Chair, Chief Executive and Commission",Carlisle Managed Solutions,EFT0007165,15216.65
Department of Health,Care Quality Commission,07/07/2010,Intangible Assets,Commission Wide,Carlisle Managed Solutions,EFT0007165,105226.75
Department of Health,Care Quality Commission,07/07/2010,Agency,Engagement Directorate,Carlisle Managed Solutions,EFT0007165,27029.98
Department of Health,Care Quality Commission,07/07/2010,Agency,Finance and Corporate Services Directorate,Carlisle Managed Solutions,EFT0007165,32840.8
Department of Health,Care Quality Commission,07/07/2010,Agency,Intelligence Directorate,Carlisle Managed Solutions,EFT0007165,13188.03
Department of Health,Care Quality Commission,07/07/2010,Agency,Operations Directorate,Carlisle Managed Solutions,EFT0007165,136960.53
Department of Health,Care Quality Commission,07/07/2010,Agency,Organisational Development and Human Resources Directorate,Carlisle Managed Solutions,EFT0007165,24157.47
Department of Health,Care Quality Commission,07/07/2010,Agency,Registration,Carlisle Managed Solutions,EFT0007165,39654.35
Department of Health,Care Quality Commission,07/07/2010,Agency,Regulation and Strategy Directorate,Carlisle Managed Solutions,EFT0007165,5155.93
Department of Health,Care Quality Commission,07/07/2010,"Property, Plant and Equipment",Finance and Corporate Services Directorate,CSC Computer Science Ltd,EFT0007172,33906.72
Department of Health,Care Quality Commission,07/07/2010,Consultancy,Organisational Development and Human Resources Directorate,Department of Health (Leeds),EFT0007174,396560
Department of Health,Care Quality Commission,07/07/2010,Professional Fees,Registration,Ernst & Young LLP,EFT0007178,106371.58
Department of Health,Care Quality Commission,07/07/2010,Maintenance / FM,Finance and Corporate Services Directorate,Europa,EFT0007180,42089.41
Department of Health,Care Quality Commission,07/07/2010,Consultancy,Registration,PA Consulting Services Ltd,EFT0007213,26471.87
Department of Health,Care Quality Commission,07/07/2010,Professional Fees,Registration,PA Consulting Services Ltd,EFT0007213,58379.88
Department of Health,Care Quality Commission,07/07/2010,Training & Development,Registration,Specialist Computer Centres plc (SCC),EFT0007230,99482.55
