1,jobs,"3,237"
2,sorn,"2,450"
3,income support,"1,953"
4,dvla,"1,299"
5,dla,"1,205"
6,minimum wage,"1,106"
7,theory test,"1,106"
8,car tax,"1,064"
9,driving test,"1,048"
10,housing benefit,996
11,student finance,975
12,carers allowance,954
13,attendance allowance,953
14,redundancy,904
15,esa,894
16,tax disc,888
17,cv,841
18,maternity,830
19,child benefit,824
20,crisis loan,762
21,pension credit,751
22,tax credits,746
23,council tax,742
24,change of address,724
25,v62,684
26,job seekers allowance,680
27,working tax credit,672
28,benefits,654
29,passport,649
30,jsa,649
31,budgeting loan,613
32,road tax,575
33,pensions,566
34,driving licence,551
35,national insurance,548
36,csa,546
37,[None],535
38,jobseekers allowance,532
39,tax,520
40,working tax credits,502
41,disability living allowance,482
42,divorce,481
43,maternity leave,475
44,community care grant,463
45,social fund,449
46,ssp,447
47,mot,444
48,incapacity benefit,443
49,all jobs,431
50,child tax credit,423
51,loans,423
52,job,420
53,grants,412
54,sick pay,400
55,maternity pay,400
56,practical test,393
57,crb,365
58,maternity allowance,364
59,change address,359
60,forms,355
61,pension,354
62,state pension,337
63,job search,332
64,self employed,325
65,holiday entitlement,315
66,apprenticeships,312
67,jobseekers,310
68,taxdisc,310
69,v317,309
70,job seekers,306
71,ema,305
72,winter fuel payment,300
73,winter fuel allowance,300
74,heating allowance,296
75,driving,294
76,national insurance number,293
77,disability,282
78,theory,282
79,practical driving test,281
80,self employment,280
81,national minimum wage,280
82,d1,275
83,child tax credits,273
84,employment and support allowance,272
85,paternity leave,263
86,pension forecast,261
87,passports,256
88,dsa,256
89,provisional,250
90,c,249
91,v14,248
92,v5c,246
93,power of attorney,244
94,vehicle enquiry,240
95,statutory sick pay,240
96,book driving test,239
97,bank holidays,237
98,probate,237
99,v10,228
100,tax credit,226
101,holiday pay,226
102,smp,224
103,employment support allowance,221
104,bus pass,220
105,retirement age,220
106,winter fuel,216
107,log book,214
108,blue badge,213
109,driving license,213
110,job centre,213
111,lost driving licence,212
112,budgeting loans,209
113,pregnancy,208
114,crisis loans,205
115,ESA,205
116,v5,199
117,birth certificate,198
118,provisional licence,197
119,winter fuel payments,196
120,cleaner,195
121,housing,193
122,rapid reclaim,190
123,book theory test,189
124,pension age,188
125,vehicle check,187
126,carers,186
127,widows pension,184
128,warm home discount,184
129,childcare,183
130,next step,179
131,log in,177
132,health and safety,176
133,d1 form,174
134,council tax benefit,171
135,student loan,171
136,lost licence,170
137,template letters,168
138,maternity grant,168
139,pff2,167
140,loan,167
141,benefits calculator,163
142,gl24,159
143,paternity,159
144,child support,157
145,gateway,156
146,pn1,156
147,contact number,155
148,vat,154
149,phone number,154
150,mobility allowance,154
151,calculator,153
152,data protection,152
