Department Family,Entity, Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department of Health,Sheffield PCT,01/04/2011,HEALTHCARE PROCUREMENT,FOUNDATION TRUST HEALTHCARE,SHEFFIELD TEACHING HOSPITALS FT,CITIRFT-11-1,"26,748,178.00"
Department of Health,Sheffield PCT,01/04/2011,HEALTHCARE PROCUREMENT,PRIVATE SECTOR HEALTHCARE,One Medicare,CITI-11-5,113466.67
Department of Health,Sheffield PCT,01/04/2011,HEALTHCARE PROCUREMENT,VOLUNTARY SECTOR HEALTHCARE,St Luke's Hospice,CITI-11-3,2367157
Department of Health,Sheffield PCT,01/04/2011,HEALTHCARE PROCUREMENT,FOUNDATION TRUST HEALTHCARE,SHEFFIELD TEACHING HOSPITALS FT,60000603,"26,748,178.00"
Department of Health,Sheffield PCT,05/04/2011,CAPITAL PROGRAMME,CAPITAL,JARVALE CONSTRUCTION LTD,223745,"28,401.76"
Department of Health,Sheffield PCT,05/04/2011,CAPITAL PROGRAMME,CAPITAL,JARVALE CONSTRUCTION LTD,223617,"42,070.86"
Department of Health,Sheffield PCT,05/04/2011,HEALTHCARE PROCUREMENT,PRIVATE SECTOR HEALTHCARE,PHG (TRENT) LTD,219904,"47,317.31"
Department of Health,Sheffield PCT,05/04/2011,HEALTHCARE PROCUREMENT,PRIVATE SECTOR HEALTHCARE,NAS SERVICES LTD,224088,"47,135.97"
Department of Health,Sheffield PCT,05/04/2011,FINANCE  DIRECTORATE,PURCHASING SUPPORT SERVICE,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUND,223371,"27,489.00"
Department of Health,Sheffield PCT,07/04/2011,CAPITAL PROGRAMME,CAPITAL,JARVALE CONSTRUCTION LTD,223404,"39,485.16"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,FOUNDATION TRUST HEALTHCARE,SHEFF CHILDREN'S HOSP NHS TRUST,218319,"166,202.00"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,NHS TRUST HEALTHCARE,TEES ESK & WEAR VALLEYS NHS TRUST,224574,"25,083.03"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,NHS TRUST HEALTHCARE,TEES ESK & WEAR VALLEYS NHS TRUST,221146,"25,083.03"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,WOODSEATS MEDICAL CENTRE,225066,"56,219.70"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,DR W E WARREN & PARTNERS,225056,"118,462.54"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,DR WALTON & PARTNERS,225086,"55,564.08"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,THE UNIVERSITY OF SHEFFIELD,225102,"102,780.12"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,DR M J THEWLES & A S MARSHALL,225069,"28,462.88"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,STOCKSBRIDGE MEDICAL GROUP,225095,"68,681.48"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,DR SPINKS & PTNRS (GEN),225080,"97,813.86"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,SOUTHEY GREEN MEDICAL CENTRE,225088,"29,265.01"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,THE SLOAN PRACTICE,225062,"80,980.55"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,DRS ROWLAND & TOOTH,225106,"25,369.07"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,DR ROSCOE & PTNRS,225059,"71,496.69"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,DOVERCOURT SURGERY,225090,"43,572.31"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,DR J POYSER & PARTNERS,225068,"68,225.30"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,PARK HEALTH CENTRE,225067,"49,311.05"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,PAGE HALL MEDICAL CENTRE,225075,"62,861.33"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,GP Out of Hours contract,ONE MEDICARE LTD,225109,"102,255.19"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,NETHERGREEN SURGERY,225064,"62,396.98"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,MOSBOROUGH HEALTH CENTRE,225082,"43,053.61"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,DRS VN & VB MEHROTRA (PRAC),225085,"33,470.89"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,DR LUMB & PTNRS,225092,"32,501.85"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,DR AN JONES & PTNRS (PRAC),225053,"116,634.53"
Department of Health,Sheffield PCT,11/04/2011,HEALTHCARE PROCUREMENT,PMS Contract,DR B HOPWOOD & PTNRS,225073,"52,278.89"
