Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Bradford Care Trust,21/01/2011,Capital Non Pay Costs,Balance Sheet,ERGO COMPUTING UK LTD,12204942,"70,687.73"
Department of Health,Bradford Care Trust,04/01/2011,Computer Software/License,Trustwide IT,INTERSYSTEMS EUROPE,12190220,"47,723.21"
Department of Health,Bradford Care Trust,07/01/2011,Contractual Clinical Srv, JOG Care Homes Contract,SAINT JOHN OF GOD HOSPITALLER SERVICES,12222793,"159,496.15"
Department of Health,Bradford Care Trust,11/01/2011,Contractual Clinical Srv,BUPA Care Home Contract,BUPA CARE HOMES,12254806,"60,512.31"
Department of Health,Bradford Care Trust,28/01/2011,Programme Support Costs,User Lead organisations,SCARBOROUGH AND DISTRICT DISABLEMENT ACTION GROUP,12317248,"31,000.00"
Department of Health,Bradford Care Trust,25/01/2011,Programme Support Costs,User Lead organisations,WHITBYDAG,12317245,"49,500.00"
Department of Health,Bradford Care Trust,28/01/2011,Lease Rents,Horton Park Rents,NU LOCAL CARE CENTRES (BRADFORD) LTD,12326189,"61,336.26"
Department of Health,Bradford Care Trust,14/01/2011,Legal / Prof Fees,Trustwide Finance,KPMG LLP,12277182,"134,909.09"
Department of Health,Bradford Care Trust,07/01/2011,Services Received - NHSTs,Trustwide Finance,AIREDALE NHS TRUST CHARITABLE FUNDS,12222737,"93,641.39"
Department of Health,Bradford Care Trust,21/01/2011,Services from Local Auth,Management Admin,BRADFORD METROPOLITAN DISTRICT COUNCIL,12302542,"389,344.21"
Department of Health,Bradford Care Trust,21/01/2011,Services from Local Auth,Management Admin,BRADFORD METROPOLITAN DISTRICT COUNCIL,12302591,"359,579.29"
