Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense,Expense Type,Payment Date,Amount
,,voucher_no,ext_inv_ref,apar_name,account,acc_desc,payment_date,amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020687,161082,A & E Fire Equipment Limited,R2004-ADB103,R & M of Build Programmed,01/11/2013,"3,330.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020670,161209,A & E Fire Equipment Limited,R2083-CPK101,R&M of Build - Routine,01/11/2013,860
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020939,161233,A & E Fire Equipment Limited,C1100-CAP121,Construction,08/11/2013,"3,010.90"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020673,161256,A & E Fire Equipment Limited,R2083-REC111,R&M of Build - Routine,01/11/2013,517.32
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021694,161653,A & E Fire Equipment Limited,R2083-REC111,R&M of Build - Routine,29/11/2013,720.4
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020255,2010188,Activist Group Limited (Formerly Eightytwenty Insight LG),R4411-SUP104,Consultancy Fees,22/11/2013,"6,528.44"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021266,2010199,Activist Group Limited (Formerly Eightytwenty Insight LG),R4411-SUP104,Consultancy Fees,22/11/2013,"4,157.44"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021647,2010201,Activist Group Limited (Formerly Eightytwenty Insight LG),R4411-SUP104,Consultancy Fees,29/11/2013,"1,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020701,25064811-15,ADT Fire & Security plc,R2083-CUL107,R&M of Build - Routine,08/11/2013,"7,288.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020734,25065171-15,ADT Fire & Security plc,R2013-REG019,R & M of Build Asbestos,08/11/2013,"4,581.40"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020702,25065188-15,ADT Fire & Security plc,R2083-CUL107,R&M of Build - Routine,08/11/2013,"3,875.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020735,25068122-15,ADT Fire & Security plc,C1100-CAP121,Construction,08/11/2013,738
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020736,25068145-15,ADT Fire & Security plc,C1100-CAP121,Construction,08/11/2013,610
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021211,47969,AES Pump Limited,R2079-REC111,Sanitary and Plumbing,15/11/2013,"2,858.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021573,1320,AFA Events Limited,R4322-CUL110,Artists Fees,22/11/2013,"14,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021319,5237,Air Monitors Limited,R4003-REG012,Tools & Equipment - R & M,15/11/2013,"10,408.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021750,26997,Alpha Response Print & Mail Limited,R4300-ELE001,Printing - Services,29/11/2013,578
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021063,4514228207,Amer Sports UK Limited,C4000-CAP111,Acquisition of Equipment,15/11/2013,"4,758.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021020,4514461968,Amer Sports UK Limited,C4000-CAP111,Acquisition of Equipment,08/11/2013,700
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020770,82080939,Archant Life Limited,R4317-CUL102,Non Staff Advertising,01/11/2013,700
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020955,1645-13,Architecton Limited,R2004-CUL102,R & M of Build Programmed,08/11/2013,"5,769.40"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021152,settlement 25102013,Art Shape Limited (Create Gloucestershire Ltd),R9406-HLD140,Lettings,15/11/2013,630
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020825,11309,Artful Limited,R4317-DEV001,Non Staff Advertising,15/11/2013,"1,740.96"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020522,1630,ArthurSteenHorneAdamsonLtd,R4011-CUL107,Goods For Reasle,01/11/2013,"2,823.80"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020555,1643,ArthurSteenHorneAdamsonLtd,C1105-CAP121,Design Services,01/11/2013,"2,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021716,1656,ArthurSteenHorneAdamsonLtd,C1105-CAP121,Design Services,29/11/2013,"1,020.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020619,14042,Artworks Design Consultants (Cheltenham) Limited,R4300-TOU002,Printing - Services,01/11/2013,819
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020620,14043,Artworks Design Consultants (Cheltenham) Limited,R4300-TOU002,Printing - Services,01/11/2013,745.5
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021574,SIN007237,Avalon Promotions Limited,R4322-CUL110,Artists Fees,22/11/2013,800
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020707,REDACTED,AVM International Limited,C5000-CAP222,Grants,01/11/2013,602.7
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021745,92645,Barcham Trees plc,R2070-PLP006,Tree Work,29/11/2013,"1,077.30"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021463,34929,Berforts Information Press Limited (Touchmedia),R4300-CUL107,Printing - Services,22/11/2013,"1,950.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021145,79083,Berman Guedes Stretton Architects Limited,C6002-CAP121,Fees - Agency,15/11/2013,"2,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020777,41663,BIP Solutions Limited,C1107-CAH016,Building Works,01/11/2013,"2,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021257,41774,BIP Solutions Limited,R4701-SUP033,Subscriptions,15/11/2013,"2,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021275,47SI 652707,Brenntag UK Limited,R4007-REC101,Materials - Chemicals,15/11/2013,"1,115.97"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020397,10157-13362,Bruynzeel Storage Sysstems Ltd,C1100-CAP121,Construction,29/11/2013,"39,921.20"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021218,IN003107,C F Roberts (Elect Contrs) plc,C1107-CAH025,Building Works,29/11/2013,"1,226.75"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020748,3459,C Mawdsley t/a Arbor Tree Care,R2070-PLP006,Tree Work,01/11/2013,"5,020.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021603,1362457-002,Cardiff University,R1652-DEV001,Training Fees (External),29/11/2013,"1,611.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021303,27522,CDK Castings Limited T/A Arkell & Hurcombe,R4011-CCM001,Goods For Reasle,15/11/2013,640
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021554,SI-3389,CDS Publications Limited,R4014-TOU002,Marketing,29/11/2013,"1,200.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020697,CMT1277,Chambers Management Touring Limited,R4322-CUL110,Artists Fees,01/11/2013,"8,500.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021081,CMT1278,Chambers Management Touring Limited,R4322-CUL110,Artists Fees,15/11/2013,"8,500.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021458,CHELTDW/10/2013,Cheltenham Animal Shelter,R4401-REG003,Services - Fees and Charges,22/11/2013,544
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14020653,102 Amended,Cheltenham Coffee Co Limited,R4401-REC001,Services - Fees and Charges,01/11/2013,717.6
