ID,LSOA11CD,POPULATION,CRIMETYPE1,TIMEPERIOD,RT1000POP,NO_INCID
181,E01012621,1492,Violence Against The Person,SEP-2014 to AUG-2015,21,31
185,E01012622,1626,Violence Against The Person,SEP-2014 to AUG-2015,38,62
186,E01012623,1524,Violence Against The Person,SEP-2014 to AUG-2015,19,29
193,E01012625,1685,Violence Against The Person,SEP-2014 to AUG-2015,23,38
195,E01012628,1164,Violence Against The Person,SEP-2014 to AUG-2015,3,4
207,E01012632,2111,Violence Against The Person,SEP-2014 to AUG-2015,32,68
210,E01012633,1598,Violence Against The Person,SEP-2014 to AUG-2015,9,14
220,E01012636,1473,Violence Against The Person,SEP-2014 to AUG-2015,7,11
222,E01012637,1581,Violence Against The Person,SEP-2014 to AUG-2015,18,28
191,E01012624,1574,Violence Against The Person,SEP-2014 to AUG-2015,32,51
198,E01012629,1139,Violence Against The Person,SEP-2014 to AUG-2015,32,37
200,E01012630,2279,Violence Against The Person,SEP-2014 to AUG-2015,7,16
202,E01012631,1286,Violence Against The Person,SEP-2014 to AUG-2015,22,28
214,E01012634,1386,Violence Against The Person,SEP-2014 to AUG-2015,13,18
216,E01012635,1705,Violence Against The Person,SEP-2014 to AUG-2015,9,15
227,E01012638,1633,Violence Against The Person,SEP-2014 to AUG-2015,19,31
176,E01012619,1407,Violence Against The Person,SEP-2014 to AUG-2015,11,15
179,E01012620,1360,Violence Against The Person,SEP-2014 to AUG-2015,10,14
260,E01012645,1985,Violence Against The Person,SEP-2014 to AUG-2015,5,9
265,E01012646,1658,Violence Against The Person,SEP-2014 to AUG-2015,17,28
271,E01012647,1373,Violence Against The Person,SEP-2014 to AUG-2015,15,21
275,E01012648,1170,Violence Against The Person,SEP-2014 to AUG-2015,21,24
282,E01012650,1386,Violence Against The Person,SEP-2014 to AUG-2015,19,26
287,E01012651,1679,Violence Against The Person,SEP-2014 to AUG-2015,7,12
298,E01012654,1650,Violence Against The Person,SEP-2014 to AUG-2015,53,88
300,E01012655,1889,Violence Against The Person,SEP-2014 to AUG-2015,91,171
302,E01012656,1673,Violence Against The Person,SEP-2014 to AUG-2015,33,55
305,E01012657,2030,Violence Against The Person,SEP-2014 to AUG-2015,12,25
309,E01012658,1854,Violence Against The Person,SEP-2014 to AUG-2015,22,41
316,E01012659,1425,Violence Against The Person,SEP-2014 to AUG-2015,6,9
326,E01012662,1415,Violence Against The Person,SEP-2014 to AUG-2015,4,5
232,E01012639,1824,Violence Against The Person,SEP-2014 to AUG-2015,14,26
235,E01012640,1762,Violence Against The Person,SEP-2014 to AUG-2015,16,29
240,E01012641,1699,Violence Against The Person,SEP-2014 to AUG-2015,26,44
248,E01012642,1700,Violence Against The Person,SEP-2014 to AUG-2015,11,19
253,E01012643,1604,Violence Against The Person,SEP-2014 to AUG-2015,32,51
256,E01012644,2521,Violence Against The Person,SEP-2014 to AUG-2015,56,142
277,E01012649,1464,Violence Against The Person,SEP-2014 to AUG-2015,22,32
288,E01012652,1516,Violence Against The Person,SEP-2014 to AUG-2015,3,5
293,E01012653,1301,Violence Against The Person,SEP-2014 to AUG-2015,18,24
318,E01012660,1188,Violence Against The Person,SEP-2014 to AUG-2015,4,5
322,E01012661,1500,Violence Against The Person,SEP-2014 to AUG-2015,7,11
367,E01012670,1237,Violence Against The Person,SEP-2014 to AUG-2015,55,68
372,E01012671,1392,Violence Against The Person,SEP-2014 to AUG-2015,99,138
385,E01012672,1298,Violence Against The Person,SEP-2014 to AUG-2015,90,117
393,E01012673,1314,Violence Against The Person,SEP-2014 to AUG-2015,86,113
402,E01012674,1621,Violence Against The Person,SEP-2014 to AUG-2015,43,70
404,E01012675,1580,Violence Against The Person,SEP-2014 to AUG-2015,43,68
1,E01012678,1289,Violence Against The Person,SEP-2014 to AUG-2015,22,28
2,E01012679,1466,Violence Against The Person,SEP-2014 to AUG-2015,63,92
3,E01012680,1584,Violence Against The Person,SEP-2014 to AUG-2015,33,52
420,E01012676,1362,Violence Against The Person,SEP-2014 to AUG-2015,12,17
423,E01012677,1381,Violence Against The Person,SEP-2014 to AUG-2015,21,29
331,E01012663,1584,Violence Against The Person,SEP-2014 to AUG-2015,8,12
336,E01012664,1638,Violence Against The Person,SEP-2014 to AUG-2015,6,10
341,E01012665,1627,Violence Against The Person,SEP-2014 to AUG-2015,4,6
346,E01012666,1435,Violence Against The Person,SEP-2014 to AUG-2015,10,15
352,E01012667,1572,Violence Against The Person,SEP-2014 to AUG-2015,2,3
358,E01012668,1567,Violence Against The Person,SEP-2014 to AUG-2015,4,6
361,E01012669,1792,Violence Against The Person,SEP-2014 to AUG-2015,12,22
32,E01012705,1637,Violence Against The Person,SEP-2014 to AUG-2015,22,36
33,E01012706,1642,Violence Against The Person,SEP-2014 to AUG-2015,12,20
162,E01012615,1463,Violence Against The Person,SEP-2014 to AUG-2015,8,11
167,E01012616,1792,Violence Against The Person,SEP-2014 to AUG-2015,3,6
170,E01012617,1392,Violence Against The Person,SEP-2014 to AUG-2015,9,13
419,E01025222,1495,Violence Against The Person,SEP-2014 to AUG-2015,4,6
445,E01025226,1545,Violence Against The Person,SEP-2014 to AUG-2015,21,32
459,E01025228,1557,Violence Against The Person,SEP-2014 to AUG-2015,15,24
4,E01012681,1636,Violence Against The Person,SEP-2014 to AUG-2015,272,445
5,E01012682,1455,Violence Against The Person,SEP-2014 to AUG-2015,44,64
6,E01012683,1446,Violence Against The Person,SEP-2014 to AUG-2015,50,72
7,E01012684,1485,Violence Against The Person,SEP-2014 to AUG-2015,26,38
8,E01012685,1517,Violence Against The Person,SEP-2014 to AUG-2015,17,26
9,E01012686,1501,Violence Against The Person,SEP-2014 to AUG-2015,22,33
10,E01012687,1448,Violence Against The Person,SEP-2014 to AUG-2015,21,30
11,E01012688,1229,Violence Against The Person,SEP-2014 to AUG-2015,16,20
12,E01012689,1274,Violence Against The Person,SEP-2014 to AUG-2015,19,24
15,E01012692,1730,Violence Against The Person,SEP-2014 to AUG-2015,13,23
16,E01012693,1553,Violence Against The Person,SEP-2014 to AUG-2015,10,16
18,E01012695,1416,Violence Against The Person,SEP-2014 to AUG-2015,25,35
19,E01012696,1514,Violence Against The Person,SEP-2014 to AUG-2015,24,37
28,E01012701,1469,Violence Against The Person,SEP-2014 to AUG-2015,14,21
29,E01012702,1454,Violence Against The Person,SEP-2014 to AUG-2015,23,34
30,E01012703,1536,Violence Against The Person,SEP-2014 to AUG-2015,19,29
13,E01012690,1703,Violence Against The Person,SEP-2014 to AUG-2015,14,24
14,E01012691,1912,Violence Against The Person,SEP-2014 to AUG-2015,16,30
36,E01012707,1183,Violence Against The Person,SEP-2014 to AUG-2015,25,29
37,E01012708,1398,Violence Against The Person,SEP-2014 to AUG-2015,11,15
42,E01012709,1579,Violence Against The Person,SEP-2014 to AUG-2015,33,52
17,E01012694,1364,Violence Against The Person,SEP-2014 to AUG-2015,10,14
20,E01012697,1371,Violence Against The Person,SEP-2014 to AUG-2015,14,19
23,E01012698,1549,Violence Against The Person,SEP-2014 to AUG-2015,28,43
25,E01012699,1741,Violence Against The Person,SEP-2014 to AUG-2015,15,26
26,E01012700,1862,Violence Against The Person,SEP-2014 to AUG-2015,9,16
31,E01012704,2008,Violence Against The Person,SEP-2014 to AUG-2015,24,49
34,E01012575,1259,Violence Against The Person,SEP-2014 to AUG-2015,18,23
