Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,South Downs Health NHS Trust,15/10/2010,Ambulance Services,Ambulance Services,SOUTH EAST COAST AMBULANCE SERVICES NHS TRUST,11739451,30837.58
Department of Health,South Downs Health NHS Trust,06/10/2010,Building Contracts,Estates,PD HARRIS (HENFIELD) LTD,11720375,41509.34
Department of Health,South Downs Health NHS Trust,01/10/2010,NHS payables - Current,Nursing Bank/Agency Staff,NHS PROFESSIONALS LTD,11631573,34248
Department of Health,South Downs Health NHS Trust,27/10/2010,Nursery Nurse,Teenage Parenting,BRIGHTON & HOVE CITY COUNCIL,10377612,-31700
Department of Health,South Downs Health NHS Trust,01/10/2010,Rent,Community Rehab Unit,EAST SUSSEX DOWNS & WEALD PCT,11702629,146891.58
Department of Health,South Downs Health NHS Trust,18/10/2010,Other Public Sector,Director Finance + Plan,SSC SBS SLA,RDR - SBS/SLA,21738.48
Department of Health,West Sussex Health,12/10/2010,Equip Maint Contracts,Wheelchair Serv Adults WS,AJ MOBILITY LTD,11743434,36893.53
Department of Health,West Sussex Health,29/10/2010,Ext Contr Catering,Facilities Kleinwort WS,ARAMARK LTD,11834115,22783.92
Department of Health,West Sussex Health,15/10/2010,Commercial Sector,SCD Hospital GA WS,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,11712320,25974
Department of Health,West Sussex Health,15/10/2010,Commercial Sector,SCD Hospital GA WS,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,11737542,25974
Department of Health,West Sussex Health,19/10/2010,Secndd staff frm othr org,S Mental Health Srv WS,IMPACT INITIATIVES,11794755,37363.5
Department of Health,West Sussex Health,01/10/2010,NHS payables - Current,Balance Sheet,NHS SUPPLY CHAIN,11598881,28478.46
Department of Health,West Sussex Health,01/10/2010,NHS payables - Current,Balance Sheet,NHS SUPPLY CHAIN,11639001,31982.6
Department of Health,West Sussex Health,01/10/2010,NHS payables - Current,Balance Sheet,NHS SUPPLY CHAIN,11682113,33622.35
Department of Health,West Sussex Health,15/10/2010,NHS payables - Current,Balance Sheet,NHS SUPPLY CHAIN,11769634,32016.46
Department of Health,West Sussex Health,15/10/2010,NHS payables - Current,Balance Sheet,NHS SUPPLY CHAIN,11769635,34211.35
Department of Health,West Sussex Health,01/10/2010,Services Received - NHSTs,General Office Crawley WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11691847,44013
Department of Health,West Sussex Health,15/10/2010,Bank Nurse : Qualified,Caravelle Ward WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706554,8080.79
Department of Health,West Sussex Health,15/10/2010,Bank Nurse : Qualified,Crawley UTC WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706554,741.4
Department of Health,West Sussex Health,15/10/2010,Bank Nurse : Qualified,Stroke Rehab Ward WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706554,5910.1
Department of Health,West Sussex Health,15/10/2010,Bank Nurse : Qualified,Viking Ward WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706554,-538.06
Department of Health,West Sussex Health,15/10/2010,Bank Nurse : Unqualified,Caravelle Ward WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706554,5053.42
Department of Health,West Sussex Health,15/10/2010,Bank Nurse : Unqualified,Stroke Rehab Ward WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706554,3716.21
Department of Health,West Sussex Health,15/10/2010,Bank Nurse : Unqualified,Viking Ward WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706554,5365.12
Department of Health,West Sussex Health,15/10/2010,Drugs,Caravelle Ward WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706556,6872
Department of Health,West Sussex Health,15/10/2010,Drugs,Crawley UTC WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706556,9800
Department of Health,West Sussex Health,15/10/2010,Drugs,EDS Dental Crawley Hos WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706556,77
Department of Health,West Sussex Health,15/10/2010,Drugs,N Child Develop Ctre WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706556,1591
Department of Health,West Sussex Health,15/10/2010,Drugs,Planned Treatment Serv WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706556,264
Department of Health,West Sussex Health,15/10/2010,Drugs,Stroke Rehab Ward WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706556,4140
Department of Health,West Sussex Health,15/10/2010,Drugs,Viking Ward WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11706556,5881
Department of Health,West Sussex Health,15/10/2010,Services Received - NHSTs,General Office Crawley WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11730376,44013
Department of Health,West Sussex Health,05/10/2010,Services from Local Auth,Community Equipment WS,WEST SUSSEX COUNTY COUNCIL,11672688,998975
Department of Health,West Sussex Health,01/10/2010,Contr Other External,Night-Sitting Serv WS,WEST SUSSEX CROSSROADS LTD,11700645,30000
Department of Health,West Sussex Health,15/10/2010,Services Received - PCTs,Reserves Provider WS,WEST SUSSEX PCT,11568548,26000
Department of Health,West Sussex Health,01/10/2010,Drugs,Arundel D Hosp WS,WESTERN SUSSEX HOSPITALS NHS TRUST,11598853,1062
Department of Health,West Sussex Health,01/10/2010,Drugs,Bognor WM Catering WS,WESTERN SUSSEX HOSPITALS NHS TRUST,11598853,65
Department of Health,West Sussex Health,01/10/2010,Drugs,Bognor WM MIU WS,WESTERN SUSSEX HOSPITALS NHS TRUST,11598853,605
Department of Health,West Sussex Health,01/10/2010,Drugs,Bognor WM Med Derm WS,WESTERN SUSSEX HOSPITALS NHS TRUST,11598853,60
Department of Health,West Sussex Health,01/10/2010,Drugs,Bognor WM Outpatients WS,WESTERN SUSSEX HOSPITALS NHS TRUST,11598853,15
Department of Health,West Sussex Health,01/10/2010,Drugs,CCN Cont Care WS,WESTERN SUSSEX HOSPITALS NHS TRUST,11598853,47
Department of Health,West Sussex Health,01/10/2010,Drugs,Don Baines Ward WS,WESTERN SUSSEX HOSPITALS NHS TRUST,11598853,2018
