Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Portsmouth City Teaching PCT,23/12/2011,Purchase of Healthcare from Non-NHS Bodies,Strategy and System Management,Care Uk Healthcare South East Ltd,14048615,"-46,124.00"
Department of Health,Portsmouth City Teaching PCT,23/12/2011,Purchase of Healthcare from Non-NHS Bodies,Strategy and System Management,Care Uk Healthcare South East Ltd,14156824,"382,374.16"
Department of Health,Portsmouth City Teaching PCT,20/12/2011,Purchase of Healthcare from Non-NHS Bodies,Strategy and System Management,Cygnet Healthcare Ltd,14126078,"29,659.00"
Department of Health,Portsmouth City Teaching PCT,01/12/2011,"Goods and services from Other NHS Bodies (Exc FT's, Trusts and PCT's)",Strategy and System Management,Department Of Health,14019564,"125,943.76"
Department of Health,Portsmouth City Teaching PCT,01/12/2011,"Goods and services from Other NHS Bodies (Exc FT's, Trusts and PCT's)",Strategy and System Management,Department Of Health,14019594,"-45,568.58"
Department of Health,Portsmouth City Teaching PCT,15/12/2010,Supplies and Services - General,Various,Natwest Purchase Cards Pyt,DRT DEB DD/4715051182150848,"31,174.01"
Department of Health,Portsmouth City Teaching PCT,01/12/2011,Non Healthcare from Other PCTs,Strategy and System Management,Hampshire Primary Care Trust,14035749,"39,033.80"
Department of Health,Portsmouth City Teaching PCT,02/12/2011,Healthcare from Other PCTs,Strategy and System Management,Hampshire Primary Care Trust,14048735,"1,602,142.00"
Department of Health,Portsmouth City Teaching PCT,23/12/2011,Non Healthcare from Other PCTs,Strategy and System Management,Hampshire Primary Care Trust,14156785,"41,421.00"
Department of Health,Portsmouth City Teaching PCT,23/12/2011,Premises,Estates and Facilities Management,Interserve Facilities Management Ltd,14149043,"254,668.39"
Department of Health,Portsmouth City Teaching PCT,20/12/2011,Purchase of Healthcare from Non-NHS Bodies,Public Health and Primary Care,Learning Links (Southern) Ltd,14140466,"25,281.50"
Department of Health,Portsmouth City Teaching PCT,09/12/2011,Goods and services from NHS Trusts,Public Health and Primary Care,North West London Hospitals Nhs Trust,14058112,"29,632.00"
Department of Health,Portsmouth City Teaching PCT,09/12/2011,Other,Public Health and Primary Care,Portsmouth City Council,14087140,"27,635.00"
Department of Health,Portsmouth City Teaching PCT,09/12/2011,Other,Public Health and Primary Care,Portsmouth City Council,14087148,"40,000.00"
Department of Health,Portsmouth City Teaching PCT,09/12/2011,Other,Public Health and Primary Care,Portsmouth City Council,14087151,"49,003.00"
Department of Health,Portsmouth City Teaching PCT,16/12/2011,Other,Public Health and Primary Care,Portsmouth City Council,14126107,"32,351.00"
Department of Health,Portsmouth City Teaching PCT,16/12/2011,Other,Public Health and Primary Care,Portsmouth City Council,14126108,"89,004.00"
Department of Health,Portsmouth City Teaching PCT,16/12/2011,Other,Public Health and Primary Care,Portsmouth City Council,14126109,"89,004.00"
Department of Health,Portsmouth City Teaching PCT,16/12/2011,Other,Public Health and Primary Care,Portsmouth City Council,14126111,"121,500.00"
Department of Health,Portsmouth City Teaching PCT,09/12/2011,Purchase of Primary Healthcare,Public Health and Primary Care,Portsmouth Health Ltd,14079082,"188,821.78"
Department of Health,Portsmouth City Teaching PCT,16/12/2011,Purchase of Primary Healthcare,Public Health and Primary Care,Portsmouth Health Ltd,14126153,"5,493.16"
Department of Health,Portsmouth City Teaching PCT,16/12/2011,Purchase of Primary Healthcare,Public Health and Primary Care,Portsmouth Health Ltd,14126153,"4,740.00"
Department of Health,Portsmouth City Teaching PCT,16/12/2011,Purchase of Primary Healthcare,Public Health and Primary Care,Portsmouth Health Ltd,14126153,"80,471.84"
Department of Health,Portsmouth City Teaching PCT,01/12/2011,Goods and services from NHS Trusts,Strategy and System Management,Portsmouth Hospitals Nhs Trust,13928381,"10,013,249.00"
Department of Health,Portsmouth City Teaching PCT,09/12/2011,Goods and services from NHS Trusts,Estates,Portsmouth Hospitals Nhs Trust,14079124,89.00
Department of Health,Portsmouth City Teaching PCT,09/12/2011,Goods and services from NHS Trusts,Finance and Corporate Services,Portsmouth Hospitals Nhs Trust,14079124,"58,210.00"
