Title:,Population of wild birds: 1970 to 2010,,,,,,,,,,
Year:,1970-2010,,,,,,,,,,
Geography:,England,,,,,,,,,,
Units:,Index  1970=100,,,,,,,,,,
Source:,"British Trust for Ornithology (BTO), Royal Society for the Protection of Birds (RSPB)",,,,,,,,,,
URL:,http://www.defra.gov.uk/statistics/environment/biodiversity/,,,,,,,,,,
Copyright:,Copyright of data and/or information presented or attached in this document may not reside solely with this Department.,,,,,,,,,,
Nat. Statistic:,Yes,,,,,,,,,,
Custodian,"Environment Statistics Service, Department for Environment, Food and Rural Affairs, Area 6E Ergon House, 17 Smith Square, London SW1P 3JR, 08459 33 55 77",,,,,,,,,,
Contact:,enviro.statistics@defra.gsi.gov.uk,,,,,,,,,,
Release Date:,30 November 2011,,,,,,,,,,
Notes:,Index  (1970=100),,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,ENGLAND,,,,,,,,,,
,,,Farmland species,,,Woodland birds,,,,,
,Year,"All species 
 (105)","All 
(19)", Generalist (7),Specialist (12), All (35),"Generalist 
(12)","Specialist 
(23)",Water and Wetland (26),"Seabird species
(9)","Wintering Water 
(40)"
,1970,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,
,1971,104.6,103.7,100.5,105.4,106.0,110.0,103.6,,,
,1972,109.1,104.3,104.5,104.2,112.2,119.8,107.8,,,
,1973,108.4,101.1,105.7,98.9,110.8,118.1,106.6,,,
,1974,109.9,101.9,101.3,102.3,110.4,121.4,104.3,,,
,1975,112.1,106.0,111.9,103.1,111.0,123.8,103.9,100.0,,
,1976,111.3,110.0,112.3,109.1,103.6,111.9,98.9,102.3,,100.0
,1977,115.8,112.0,113.5,111.6,110.2,110.6,109.9,107.7,,97.4
,1978,108.6,103.8,110.0,100.7,102.0,103.0,101.4,94.9,,96.0
,1979,104.9,97.9,107.7,93.0,94.3,91.8,95.8,93.6,,105.8
,1980,110.5,97.2,103.3,94.2,105.1,103.1,106.4,99.5,,106.6
,1981,110.5,92.2,106.1,85.4,106.7,107.3,106.2,97.9,,114.4
,1982,101.7,81.7,103.6,71.4,97.7,89.6,103.0,89.6,,120.2
,1983,105.6,80.6,104.7,69.5,104.3,101.1,106.3,97.2,,117.7
,1984,105.5,80.0,104.8,68.7,104.3,104.1,104.4,97.0,,125.2
,1985,102.2,73.6,102.7,60.8,103.2,99.8,105.2,95.0,,141.9
,1986,96.3,67.6,101.6,53.5,92.1,89.3,93.8,89.3,100.0,146.6
,1987,97.5,64.6,98.0,50.9,94.5,90.8,96.7,94.0,104.8,152.3
,1988,102.3,64.6,103.2,49.4,99.8,99.8,99.8,99.8,102.1,158.6
,1989,105.8,66.5,105.8,51.0,102.0,103.7,101.1,102.7,103.8,173.8
,1990,104.1,68.2,110.6,51.7,96.4,102.1,93.2,104.4,99.3,171.8
,1991,95.8,63.3,114.4,45.1,87.7,87.3,87.9,89.9,93.8,182.9
,1992,97.2,59.1,103.8,42.8,85.1,92.4,81.0,92.2,111.0,179.9
,1993,94.7,53.5,95.4,38.3,85.1,96.5,78.9,89.7,104.7,179.7
,1994,95.3,56.2,103.0,39.7,85.4,100.4,77.5,90.0,94.0,188.8
,1995,98.8,58.3,104.5,41.7,81.9,99.9,72.9,103.0,99.7,197.8
,1996,99.7,57.1,103.6,40.5,85.0,98.7,77.7,101.7,95.9,209.2
,1997,95.9,55.4,104.6,38.4,79.6,88.1,74.5,94.7,100.1,216.8
,1998,95.3,51.3,101.4,34.6,81.9,92.2,76.0,91.0,90.0,206.1
,1999,96.6,52.6,102.3,35.8,82.2,101.3,72.8,93.9,94.0,196.5
,2000,100.8,53.6,106.8,36.1,84.0,105.4,73.7,100.5,95.6,206.6
,2001,100.8,53.7,105.4,36.4,81.4,104.3,70.7,102.1,100.8,205.5
,2002,100.7,53.7,103.9,36.7,78.1,103.1,66.7,103.9,105.0,210.5
,2003,101.2,54.2,112.6,35.6,78.3,107.7,65.5,104.1,104.3,200.2
,2004,100.1,54.2,108.3,36.4,77.9,104.1,66.1,100.5,98.1,196.9
,2005,101.9,53.4,110.2,35.1,79.9,108.0,67.4,100.1,100.0,196.8
,2006,102.8,53.1,114.9,34.0,80.8,104.5,69.7,102.0,104.1,200.6
,2007,100.3,49.0,105.9,31.4,81.1,111.1,68.0,96.9,101.2,183.6
,2008,100.1,50.3,108.3,32.3,78.8,108.1,66.0,100.3,98.9,185.5
,2009,97.1,47.9,102.2,30.9,74.8,106.1,61.5,90.0,103.6,187.5
,2010,101.3,47.6,100.3,30.9,80.2,112.0,66.5,101.8,103.3,185.3
