"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","2556185","","25472","40406","Office Manager","1.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","2556185","","21176","33040","Diary Manager","1.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","8c","54454","73351","Senior Communications Manager","1.00","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","8a","38851","52838","Senior Communications Manager","4.00","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","30460","46374","Communications Manager","10.71","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","25472","40406","Communications Officer","10.00","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","21176","33040","Communications Officer","16.45","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","18652","26157","Communications Support Officer","4.00","Communications"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","8c","54454","73351","Senior Finance  Manager","6.00","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","8b","45254","62162","Senior Finance  Manager","11.00","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","8a","38851","52838","Senior Finance  Manager","10.00","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","","30460","46374","Finance Manager","13.00","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","","25472","40406","Finance Officer","5.60","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","","21176","33040","Finance Officer","23.80","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","","18652","26157","Finance Support Officer","12.00","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","","16110","23113","Finance Support Officer","22.00","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","","14153","21289","Finance Support Officer","1.00","Finance"
"Department of Health","NHS Blood & Transplant","Estates and Logistics Directorate","2557097","8c","54454","73351","Senior Operational Manager","3.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Estates and Logistics Directorate","2557097","8b","45254","62162","Senior Operational Manager","11.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Estates and Logistics Directorate","2557097","8a","38851","52838","Senior Operational Manager","11.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Estates and Logistics Directorate","2557097","","30460","46374","Operational Manager","14.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Estates and Logistics Directorate","2557097","","25472","40406","Operational Officer","37.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Estates and Logistics Directorate","2557097","","21176","33040","Operational Officer","25.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Estates and Logistics Directorate","2557097","","18652","26157","Operational Support Officer","16.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Estates and Logistics Directorate","2557097","","16110","23113","Operational Support Officer","338.56","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Estates and Logistics Directorate","2557097","","14153","21289","Operational Support Officer","18.13","Operational Delivery"
