PERMANENT SECRETARIES MEETINGS WITH EXTERNAL ,,,
ORGANISATIONS 1 October - 31 December 2012,,,

Name,Date of Meeting ,Name of External Organisation,Purpose of the Meeting

"Permanent Under Secretary, Mr Jon Thompson ",January,Capita,Routine Meeting
"Permanent Under Secretary, Mr Jon Thompson ",October,Grosvenor Estate,Routine Meeting
"Permanent Under Secretary, Mr Jon Thompson ",October,KPMG,Routine Meeting
"Permanent Under Secretary, Mr Jon Thompson ",October ,Decision Analysis Services Ltd,Routine Meeting 
"Permanent Under Secretary, Mr Jon Thompson ",November,Baker Gladstone and York Ltd,Routine Meeting
"Permanent Under Secretary, Mr Jon Thompson ",November,Deloitte,Routine Meeting
"Permanent Under Secretary, Mr Jon Thompson ",November,PWC,Routine Meeting
"Permanent Under Secretary, Mr Jon Thompson ",December,MBDA,Introductory Meeting

Name ,Date of Meeting ,Name of External Organisation ,Purpose of Meeting 

"Chief of Defence Material, Mr Bernard Gray ",October,EADS,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",October,BAE Systems,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",October,BAE Systems,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",October,BAE Systems,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",October,Airbus Military,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",October,EADS,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",October,BAE Systems,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",October,Ernst and Young,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",November,BAE Systems,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",November,BAE Systems,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",November,Airbus Military,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",November,BAE Systems,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",November,BAE Systems,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",December,AWE,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",December,BAE Systems,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",December,CH2M Hill,Routine Meeting
"Chief of Defence Material, Mr Bernard Gray ",December,Thales,Routine Strategic Review


