Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Derbyshire Comm. Health Services NHS Trust,26/04/2012,Rates,BABINGTON HOSP ESTATES,AMBER VALLEY BOROUGH COUNCIL,10649575,56334
Department of Health,Derbyshire Comm. Health Services NHS Trust,16/04/2012,Rates,RIPLEY HOSPITAL ESTATES,AMBER VALLEY BOROUGH COUNCIL,10589797,66868
Department of Health,Derbyshire Comm. Health Services NHS Trust,05/04/2012,AUC Additions,BALANCE SHEET,BEAUFORT CONSTRUCTION (S-IN-A) LTD,10190504,-32209.25
Department of Health,Derbyshire Comm. Health Services NHS Trust,05/04/2012,AUC Additions,BALANCE SHEET,BEAUFORT CONSTRUCTION (S-IN-A) LTD,10543240,41190.34
Department of Health,Derbyshire Comm. Health Services NHS Trust,05/04/2012,AUC Additions,BALANCE SHEET,BEAUFORT CONSTRUCTION (S-IN-A) LTD,10543242,89800.41
Department of Health,Derbyshire Comm. Health Services NHS Trust,19/04/2012,Rates,BOLSOVER HOSP ESTATES,BOLSOVER DISTRICT COUNCIL,10613958,49464
Department of Health,Derbyshire Comm. Health Services NHS Trust,05/04/2012,Phone Rental and Calls,TELEPHONES,BT PLC,10551040,26299.59
Department of Health,Derbyshire Comm. Health Services NHS Trust,26/04/2012,Rates,ST MARYS COURT - ESTATES,CHESTERFIELD BOROUGH COUNCIL,10669986,27709
Department of Health,Derbyshire Comm. Health Services NHS Trust,23/04/2012,Rates,WALTON ESTATES,CHESTERFIELD BOROUGH COUNCIL,10638651,128240
Department of Health,Derbyshire Comm. Health Services NHS Trust,12/04/2012,Rates,WHEATBRIDGE ESTATES,CHESTERFIELD BOROUGH COUNCIL,10583830,55418
Department of Health,Derbyshire Comm. Health Services NHS Trust,16/04/2012,External Consultancy Fees,DCHS Board Cost,DELOITTE LLP,10596799,31528.8
Department of Health,Derbyshire Comm. Health Services NHS Trust,13/04/2012,Drugs,FRESHSTART,DERBY CITY PCT,10567910,41170.68
Department of Health,Derbyshire Comm. Health Services NHS Trust,13/04/2012,Drugs,FRESHSTART,DERBY CITY PCT,10567912,40000
Department of Health,Derbyshire Comm. Health Services NHS Trust,23/04/2012,Rates,NEWHOLME ESTATES,DERBYSHIRE DALES DISTRICT COUNCIL,10628879,49006
Department of Health,Derbyshire Comm. Health Services NHS Trust,16/04/2012,Rates,ILKESTON HOSP ESTATES,EREWASH BOROUGH COUNCIL,10596796,149995
Department of Health,Derbyshire Comm. Health Services NHS Trust,19/04/2012,Contractual Clinical Srv,RADIOLOGY REPORTING,GLOBAL CLINIC,10620669,33246
Department of Health,Derbyshire Comm. Health Services NHS Trust,19/04/2012,Contractual Clinical Srv,RADIOLOGY REPORTING,GLOBAL CLINIC,10620674,45637
Department of Health,Derbyshire Comm. Health Services NHS Trust,05/04/2012,AUC Additions,BALANCE SHEET,MANSELL CONSTRUCTION SERVICES LTD,10543241,98114.19
Department of Health,Derbyshire Comm. Health Services NHS Trust,05/04/2012,Rates,HP SET UP + ACOMM CHARGES,MAYFIELD VIEW LLP,10543192,25386
Department of Health,Derbyshire Comm. Health Services NHS Trust,23/04/2012,Med & Surg Equip Repair,ENDOSCOPY ALL SITES,NHS SUPPLY CHAIN,10597060,32154.46
Department of Health,Derbyshire Comm. Health Services NHS Trust,03/04/2012,NHS payables - Current,BALANCE SHEET,NHS SUPPLY CHAIN,10536210,43885.85
