"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","11570390","","26041","34876","Office Manager","1.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","11570390","","21692","28180","Diary Manager","1.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","8b","46164","57069","Senior Communications Manager","3.00","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","8a","39632","47559","Senior Communications Manager","4.00","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","31072","40964","Communications Manager","13.85","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","26041","34876","Communications Officer","20.97","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","21692","28180","Communications Officer","3.56","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","19027","22236","Communications Support Officer","5.67","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","16633","19461","Communications Support Officer","2.97","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","15100","17800","Communications Support Officer","8.11","Communications"
"Department of Health","NHS Blood & Transplant","Finance Directorate","13464022","8c","55548","67805","Senior Finance  Manager","6.00","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","13464022","8b","46164","57069","Senior Finance  Manager","13.00","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","13464022","8a","39632","47559","Senior Finance  Manager","21.91","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","13464022","","31072","40964","Finance Manager","21.77","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","13464022","","26041","34876","Finance Officer","18.26","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","13464022","","21692","28180","Finance Officer","23.91","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","13464022","","19027","22236","Finance Support Officer","25.20","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","13464022","","16633","19461","Finance Support Officer","42.11","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","13464022","","15100","17800","Finance Support Officer","0.92","Finance"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","11570390","8c","55548","67805","Senior HR Manager","4.00","Human Resources"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","11570390","8b","46164","57069","Senior HR Manager","8.49","Human Resources"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","11570390","8a","39632","47559","Senior HR Manager","30.78","Human Resources"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","11570390","","31072","40964","HR Manager","32.16","Human Resources"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","11570390","","26041","34876","HR Officer","28.58","Human Resources"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","11570390","","21692","28180","HR Officer","15.45","Human Resources"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","11570390","","19027","22236","HR Support Officer","6.27","Human Resources"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","11570390","","16633","19461","HR Support Officer","15.64","Human Resources"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","11570390","","15100","17800","HR Support Officer","0.49","Human Resources"
"Department of Health","NHS Blood & Transplant","Organ Donation and Transplantation Directorate","4579555","YM 0 - 8","75249","103613","Medical Staff","1.20","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Organ Donation and Transplantation Directorate","4579555","8c","55548","67805","Senior Operational Manager","1.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Organ Donation and Transplantation Directorate","4579555","8b","46164","57069","Senior Operational Manager","12.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Organ Donation and Transplantation Directorate","4579555","8a","39632","47559","Senior Operational Manager","46.27","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Organ Donation and Transplantation Directorate","4579555","","31072","40964","Operational Manager","221.73","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Organ Donation and Transplantation Directorate","4579555","","26041","34876","Operational Officer","5.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Organ Donation and Transplantation Directorate","4579555","","21692","28180","Operational Officer","27.17","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Organ Donation and Transplantation Directorate","4579555","","19027","22236","Operational Support Officer","32.48","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Organ Donation and Transplantation Directorate","4579555","","16633","19461","Operational Support Officer","27.08","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Organ Donation and Transplantation Directorate","4579555","","15100","17800","Operational Support Officer","8.08","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Patient Services & Logistics)","12815244","8c","55548","67805","Senior Operational Manager","7.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Patient Services & Logistics)","12815244","8b","46164","57069","Senior Operational Manager","14.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Patient Services & Logistics)","12815244","8a","39632","47559","Senior Operational Manager","39.60","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Patient Services & Logistics)","12815244","","31072","40964","Operational Manager","82.25","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Patient Services & Logistics)","12815244","","26041","34876","Operational Officer","91.65","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Patient Services & Logistics)","12815244","","21692","28180","Operational Officer","90.65","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Patient Services & Logistics)","12815244","","19027","22236","Operational Support Officer","216.76","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Patient Services & Logistics)","12815244","","16633","19461","Operational Support Officer","452.99","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Patient Services & Logistics)","12815244","","15100","17800","Operational Support Officer","190.13","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Patient Services & Logistics)","12815244","","15100","15363","Operational Support Officer","4.15","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Blood Donation)","18015923","8c","55548","67805","Senior Operational Manager","9.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Blood Donation)","18015923","8b","46164","57069","Senior Operational Manager","5.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Blood Donation)","18015923","8a","39632","47559","Senior Operational Manager","25.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Blood Donation)","18015923","","31072","40964","Operational Officer","111.07","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Blood Donation)","18015923","","26041","34876","Operational Officer","212.90","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Blood Donation)","18015923","","21692","28180","Operational Officer","12.76","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Blood Donation)","18015923","","19027","22236","Operational Support Officer","206.79","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Blood Donation)","18015923","","16633","19461","Operational Support Officer","1003.45","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Blood Supply Directorate (Blood Donation)","18015923","","15100","17800","Operational Support Officer","2.94","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Diagnostic & Therapeutic Services Directorate","12666181","8d","65922","81618","Senior Operational Manager","10.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Diagnostic & Therapeutic Services Directorate","12666181","8c","55548","67805","Senior Operational Manager","21.10","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Diagnostic & Therapeutic Services Directorate","12666181","8b","46164","57069","Senior Operational Manager","38.06","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Diagnostic & Therapeutic Services Directorate","12666181","8a","39632","47559","Senior Operational Manager","76.31","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Diagnostic & Therapeutic Services Directorate","12666181","","31072","40964","Senior Operational Manager","169.50","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Diagnostic & Therapeutic Services Directorate","12666181","","26041","34876","Operational Officer","190.28","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Diagnostic & Therapeutic Services Directorate","12666181","","21692","28180","Operational Officer","67.16","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Diagnostic & Therapeutic Services Directorate","12666181","","19027","22236","Operational Support Officer","121.39","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Diagnostic & Therapeutic Services Directorate","12666181","","16633","19461","Operational Support Officer","88.53","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Diagnostic & Therapeutic Services Directorate","12666181","","15100","17800","Operational Support Officer","2.57","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Diagnostic & Therapeutic Services Directorate","12666181","","15100","15363","Operational Support Officer","4.82","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","8d","65922","81618","Senior Operational Manager","1.77","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","8c","55548","67805","Senior Operational Manager","1.50","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","8b","46164","57069","Senior Operational Manager","14.99","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","8a","39632","47559","Senior Operational Manager","19.84","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","","31072","40964","Operational Manager","45.84","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","","26041","34876","Operational Officer","15.95","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","","21692","28180","Operational Officer","22.80","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","","19027","22236","Operational Support Officer","35.71","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","","16633","19461","Operational Support Officer","4.78","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","","15100","17800","Operational Support Officer","0.48","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","YM 0 - 8","75249","103613","Consultant","40.90","Medicine"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","MN25","31301","47175","Medical Staff","1.00","Medicine"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","MC46","37176","69325","Medical Staff","6.08","Medicine"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","MC41","52122","85797","Medical Staff","1.00","Medicine"
"Department of Health","NHS Blood & Transplant","Clinical Directorate","8165352","MH03","34441","48596","Medical Staff","0.70","Medicine"
"Department of Health","NHS Blood & Transplant","Business Transformation Services Directorate","18225258","8c","55548","67805","Senior Operational Manager","6.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Business Transformation Services Directorate","18225258","8b","46164","57069","Senior Operational Manager","13.00","Programme and Project Management (PPM)"
"Department of Health","NHS Blood & Transplant","Business Transformation Services Directorate","18225258","8a","39632","47559","Senior IT Manager","20.00","Programme and Project Management (PPM)"
"Department of Health","NHS Blood & Transplant","Business Transformation Services Directorate","18225258","","31072","40964","IT Manager","50.02","Information Technology"
"Department of Health","NHS Blood & Transplant","Business Transformation Services Directorate","18225258","","26041","34876","IT Officer","17.70","Information Technology"
"Department of Health","NHS Blood & Transplant","Business Transformation Services Directorate","18225258","","21692","28180","IT Officer","33.83","Information Technology"
"Department of Health","NHS Blood & Transplant","Business Transformation Services Directorate","18225258","","19027","22236","IT Support Officer","9.62","Information Technology"
"Department of Health","NHS Blood & Transplant","Business Transformation Services Directorate","18225258","","16633","19461","IT Support Officer","2.89","Information Technology"
