Unique Reference Number,Date,Merchant Category Code,Location,Merchant Category Group,Amount,Supplier
FCOGPC140701472,28/07/2014,Travel Agencies,GB,Travel Agencies,3398.15,HRG UK   
FCOGPC140701473,28/07/2014,Travel Agencies,GB,Travel Agencies,3934.02,HRG UK   
FCOGPC140701474,28/07/2014,Travel Agencies,GB,Travel Agencies,3934.02,HRG UK   
FCOGPC140701475,28/07/2014,Travel Agencies,GB,Travel Agencies,2617.14,HRG UK   
FCOGPC140701476,28/07/2014,Travel Agencies,GB,Travel Agencies,2907.68,HRG UK   
FCOGPC140701477,28/07/2014,Travel Agencies,AUS,Travel Agencies,529.98,STA TRAVEL PTY LTD
FCOGPC140701478,28/07/2014,Travel Agencies,SWE,Travel Agencies,564.57,Travel Gotogateinterne
FCOGPC140701479,29/07/2014,Travel Agencies,PAK,Travel Agencies,1437.17,GERRYS TRAVEL AGENCY
FCOGPC140701480,29/07/2014,Travel Agencies,PAK,Travel Agencies,1217.42,GERRYS TRAVEL AGENCY
FCOGPC140701481,29/07/2014,Travel Agencies,PAK,Travel Agencies,1307.2,GERRYS TRAVEL AGENCY
FCOGPC140701482,29/07/2014,Travel Agencies,PAK,Travel Agencies,857.11,GERRYS TRAVEL AGENCY
FCOGPC140701483,29/07/2014,Travel Agencies,LCA,Travel Agencies,557.25,HIBISCUS TRAVEL LTD
FCOGPC140701484,29/07/2014,Travel Agencies,GB,Travel Agencies,2168.67,HRG UK   
FCOGPC140701485,29/07/2014,Travel Agencies,GB,Travel Agencies,665.88,HRG UK   
FCOGPC140701486,29/07/2014,Travel Agencies,GB,Travel Agencies,2830.52,HRG UK   
FCOGPC140701487,29/07/2014,Travel Agencies,GB,Travel Agencies,2848.04,HRG UK   
FCOGPC140701488,29/07/2014,Travel Agencies,GBR,Travel Agencies,2270.23,HRG UK   
FCOGPC140701489,30/07/2014,Travel Agencies,HUN,Travel Agencies,590,AGODA.COM
FCOGPC140701490,30/07/2014,Travel Agencies,SGP,Travel Agencies,602.16,AVESON TRAVEL-TANGLIN
FCOGPC140701491,30/07/2014,Travel Agencies,FRA,Travel Agencies,501.74,EXPEDIA 
FCOGPC140701492,30/07/2014,Travel Agencies,GB,Travel Agencies,-2801.15,HRG UK   
FCOGPC140701493,30/07/2014,Travel Agencies,GB,Travel Agencies,665.88,HRG UK   
FCOGPC140701494,30/07/2014,Travel Agencies,GB,Travel Agencies,536.35,HRG UK   
FCOGPC140701495,30/07/2014,Travel Agencies,GB,Travel Agencies,686.46,HRG UK   
FCOGPC140701496,30/07/2014,Travel Agencies,GB,Travel Agencies,2132.91,HRG UK   
FCOGPC140701497,30/07/2014,Travel Agencies,GB,Travel Agencies,2789.13,HRG UK   
FCOGPC140701498,30/07/2014,Travel Agencies,GB,Travel Agencies,2789.13,HRG UK   
FCOGPC140701499,30/07/2014,Travel Agencies,GB,Travel Agencies,778.83,HRG UK   
FCOGPC140701500,30/07/2014,Travel Agencies,GB,Travel Agencies,1368.38,HRG UK   
FCOGPC140701501,30/07/2014,Travel Agencies,GB,Travel Agencies,3933.1,HRG UK   
FCOGPC140701502,30/07/2014,Travel Agencies,GBR,Travel Agencies,-655.01,HRG UK   
FCOGPC140701503,30/07/2014,Travel Agencies,GBR,Travel Agencies,3559.61,HRG UK   
FCOGPC140701504,30/07/2014,Travel Agencies,GBR,Travel Agencies,1423.94,HRG UK   
FCOGPC140701505,30/07/2014,Travel Agencies,GBR,Travel Agencies,1355.12,HRG UK   
FCOGPC140701506,30/07/2014,Travel Agencies,GBR,Travel Agencies,660.31,HRG UK   
FCOGPC140701507,31/07/2014,Travel Agencies,GBR,Travel Agencies,1385.04,HRG UK   
FCOGPC140701508,08/07/2014,Utilities/Elec/Gas/H2O/Sani,CYP,Utilities,1281.7,CYTA - ENGOMI 
FCOGPC140701509,09/07/2014,Utilities/Elec/Gas/H2O/Sani,CYP,Utilities,641.15,PRIMETEL LTD
FCOGPC140701511,24/07/2014,Utilities/Elec/Gas/H2O/Sani,HRV,Utilities,1264.43,FINA 30101 ZAGREB
FCOGPC140701512,24/07/2014,Utilities/Elec/Gas/H2O/Sani,PAK,Utilities,540.47,SHAKEEL TRADING CORP
FCOGPC140701513,25/07/2014,Utilities/Elec/Gas/H2O/Sani,HRV,Utilities,816.64,FINA 30101 ZAGREB
FCOGPC140701514,25/07/2014,Utilities/Elec/Gas/H2O/Sani,HRV,Utilities,819.33,FINA 30101 ZAGREB
FCOGPC140701515,29/07/2014,Utilities/Elec/Gas/H2O/Sani,ISL,Utilities,522.88,Orkuveita Rvik
