Body,Body Name,Posting Date,Transaction number,Amount,Supplier name,Supplier ID,Service Area,Expense Type,Expense Code,Type
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,28/03/2014,30013516,"3,010.95 ",Anthony Gell School Foundation,10059,Wirksworth Leisure Centre,Rents,2301,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,06/03/2014,30013010,"8,441.08 ",Ashbourne Town Council,10086,Tourism - General,Tourism Development,4838,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,26/03/2014,30013454,"8,943.00 ",Bakewell Town Council,10136,D.C.L.G,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,10/03/2014,20089560,"10,582.50 ",Bakewell Show Ltd,10138,Car Parking,Rents,2301,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/03/2014,30013300,680.00 ,Barleymans,10164,Housing Strategy,General Repairs,2101,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,04/03/2014,30012728,597.00 ,Bolsover District Council,10210,Corporate Management,Communications,4540,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/03/2014,30013374,"2,922.00 ",British Parking Association,10259,Car Parking,Subscriptions to Associations,4730,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,19/03/2014,30012162,537.55 ,Capita Business Services Ltd,10303,Council Tax Collection,Bank Charges,4447,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/03/2014,30013217,"7,091.07 ",Capita Business Services Ltd,10303,Customer Services,Software Maintenance & Support,4512,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/03/2014,30013342,"1,800.00 ",Capita Business Services Ltd,10303,Customer Services,Software Maintenance & Support,4512,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,18/03/2014,30013264,"10,671.12 ",Capita Business Services Ltd,10303,Council Tax Collection,Software Maintenance & Support,4512,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/03/2014,30013384,882.00 ,Capita Business Services Ltd,10303,Council Tax Collection,Software Maintenance & Support,4512,Revenue
