Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Ministry of Justice,London Probation Trust,01/07/2010,Partnerships ,Substance Misuse,Equinox,7500004069,"41,062.58"
Ministry of Justice,London Probation Trust,01/07/2010,Agency Costs,All London Probation,Reed Solutions,7500004119,"49,991.53"
Ministry of Justice,Wales Probation Trust,02/07/2010,Partnership Expenditure,North Wales Area,Community Justice Interventions,IN005774,"62,485.00"
Ministry of Justice,Wales Probation Trust,02/07/2010,PARTNERSHIP,South Wales Area,CRI,8117,"70,722.75"
Ministry of Justice,Merseyside Probation Trust,05/07/2010,Offenders - Partnership Costs,Achieve - ESF Project,Gtr Manchester Probation Trust,15470,"69,368.71"
Ministry of Justice,Merseyside Probation Trust,05/07/2010,Offenders - Partnership Costs,Achieve - ESF Project,Gtr Manchester Probation Trust,15471,"116,254.37"
Ministry of Justice,Durham Tees Valley Probation Trust,07/07/2010,Premises - Repairs and Maintenance,Executive Management,Home Office - HOPG,1172,"28,085.92"
Ministry of Justice,Hampshire Probation Trust,07/07/2010,Pension,Employer Pension Contributions,HANTS COUNTY COUNCIL PENSIONS,Jun-10,"296,056.19"
Ministry of Justice,Hampshire Probation Trust,07/07/2010,PAYE and NI,PAYE and NI,INLAND REVENUE,Jun-10,"398,859.86"
Ministry of Justice,London Probation Trust,08/07/2010,Agency Costs,All London Probation,Reed Solutions,7500004248,"72,919.10"
Ministry of Justice,London Probation Trust,08/07/2010,Partnerships ,Employment & Training,Working Links,7500004275,"43,190.45"
Ministry of Justice,Wales Probation Trust,08/07/2010,Capital Expenditure,Dyfed Powys Area,Euro Commercials,40121529,"29,582.56"
Ministry of Justice,Wales Probation Trust,08/07/2010,Telephone,Dyfed Powys Area,BT,40121517,"28,101.74"
Ministry of Justice,Durham Tees Valley Probation Trust,12/07/2010,IT Support Costs,Executive Management,HMPS Shared Services,1208,"57,129.76"
Ministry of Justice,Greater M'cr Probation Trust,12/07/2010,NPD IT recharge,Corporate services,NATIONAL OFFENDER MANAGEMENT SERVICE,IN004014 ,"119,751.24"
Ministry of Justice,Lancashire Probation Trust ,12/07/2010,Youth Offending Team ,Youth Offending Team ,Lancashire County Council ,IN027247,29921.5
Ministry of Justice,Nottinghamshire Probation Trust,12/07/2010,IT Charges,Whole Service,National Offender Management Service,304116,"63,407.54"
Ministry of Justice,Durham Tees Valley Probation Trust,13/07/2010,IT Support Costs,Executive Management,HMPS Shared Services,1209,"124,580.90"
Ministry of Justice,Greater M'cr Probation Trust,13/07/2010,NPD IT recharge,Corporate services,NATIONAL OFFENDER MANAGEMENT SERVICE,IN004015 ,"260,257.10"
Ministry of Justice,Hampshire Probation Trust,13/07/2010,IT,IT Recharges Qt4 - 2009/10,NOMS SSC,304189,"100,103.50"
Ministry of Justice,Merseyside Probation Trust,13/07/2010,Offenders - Partnership Costs,Achieve - ESF Project,Create Liverpool Ltd.,ANW01,"35,000.00"
