Department Family,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description
Defra,Animal Health,03-May-11,Work package/WPO Implementation,Food and Farming Group,IBM United Kingdom Ltd,5803112376,"1,584,622.80",Fixed price SOW for delivery on AHVLA BRP SAM Realease 6
Defra,Animal Health,03-May-11,Work package/WPO Implementation,Food and Farming Group,IBM United Kingdom Ltd,5803112562,"52,792.80",Decommissioning of the Arcadia system
Defra,Animal Health,05-May-11,Mobile Phones,Central Finance Group,Vodafone Ltd,58839803,"36,006.48",Payment under contract for mobile phones
Defra,Animal Health,09-May-11,Service Level Agreement Costs,Food and Farming Group,Food Standards Agency,1700729,"175,660.35",Payment for work undertaken by FSA under SLA for TB sampling and submission in abattoirs 
Defra,Animal Health,09-May-11,Training - Learning & Development,Food and Farming Group,National School Of Government,F446989,"47,520.00",Learing management system for providing external training to Ovs.
Defra,Animal Health,03-May-11,Hard charges,Food and Farming Group,DEFRA,1000007512,"11,846,848.18",Payment to Defra for IBM hardcharges
Defra,Animal Health,03-May-11,LVI ERNIC Suspense,Food and Farming Group,Inland Revenue,260411,"80,738.34",Payment of ERNIC to Official Veterinarians
Defra,Animal Health,16-May-11,Work package/WPO Implementation,Food and Farming Group,IBM United Kingdom Ltd,5804111853,"66,039.38",AS Spatial Data Infrastructure - Solution Design & Deployment
Defra,Animal Health,16-May-11,Sundry Debtors,Food and Farming Group,DEFRA,194409,"32,972.90",Salary  Sacrifice-Voucher scheme for nurseries
Defra,Animal Health,24-May-11,Vaccinations,Food and Farming Group,Genus Breeding Ltd.,21072695,"43,686.50",Contingency contract for livestock vaccinations in the event of an outbreak
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,FRIARS MOOR VETERINARY CLINIC~,LVI144216,"27,153.83",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,George Veterinary Group~137680,LVI144139,"34,944.11",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,CARMARTHEN VETERINARY CENTRE L,LVI144554,"31,673.85",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,The Vale Veterinary Group~1410,LVI144147,"33,841.34",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,FARMVETS SOUTHWEST LTD~3195850,LVI144354,"34,951.63",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,BELMONT VETERINARY CENTRE LTD~,LVI144132,"27,202.36",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,Work package/WPO Implementation,Food and Farming Group,IBM United Kingdom Ltd,5805110504,"866,448.00",Fixed price SOW for delivery on AHVLA BRP SAM Realease 6
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,MACPHERSON O'SULLIVAN LTD~8179,LVI144519,"25,674.53",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI ERNIC Suspense,Food and Farming Group,MARKET HALL VETERINARY GROUP~8,LVI144534,"45,927.67",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,Moorland Veterinary Centre~278,LVI144319,"29,531.13",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,SYNERGY FARM HEALTH LTD~979392,LVI144578,"51,651.07",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,THE GLENTHORNE VETERINARY GROU,LVI144332,"35,232.26",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,TIBBS AND SIMMONS LTD~90071137,LVI144545,"26,263.32",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,Penbode Veterinary Group~14329,LVI144161,"54,692.70",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,PRIORY VETERINARY LTD.~1229269,LVI144104,"42,254.76",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,Shepton Veterinary Group~13012,LVI144117,"35,295.23",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,Jeffels Partnership~729419117,LVI144486,"30,385.88",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,TYNDALE FARM VETERINARY PRACTI,LVI144480,"31,509.47",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,31-May-11,LVI Claims,Food and Farming Group,CASTLE VETERINARY GROUP LTD~80,LVI144509,"32,854.53",Payment to veterinary practice for services provided in an officiail capcity on behalf of AHVLA
Defra,Animal Health,11-May-11,GPC Card,Central Finance Group,Barclaycard Business Issuing,4.72E+21,"30,545.82",Payment of the AHVLA Barclaycard invoice
