"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","G6","57075","75035","Professional Officer","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","G7","45299","61976","Private Secretary","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","EO","21438","30275","PA Support","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","FS","29992","41546","Private Secretary","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","SEO","33675","45769","Private Secretary","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","SEO","33675","45769","Project Manager","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","HEO","26492","37316","Private Secretary","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","EO","21438","30275","PA Support","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","EO","21438","30275","Diary Secretary","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","EO","21438","30275","Executive Assistant","2.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","EO","21438","30275","Executive Assistant","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-002","AO","17209","23567","Admin support","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-038","G7","45299","61976","Senior Business Manager","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-038","SEO","33675","45769","Business Manager","2.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-038","HEO","26492","37316","Not In Post","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-038","EO","21438","30275","Personal Assistant","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-038","AO","17209","23567","Admin support","2.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-038","EO","21438","30275","Not In Post","1.00","Policy"
"Department of Health","Department of Health","Chief Medical Officer's Private Office","CMO-038","SEO","33675","45769","Business Manager","1.00","Policy"
"Department of Health","Department of Health","Research & Development Directorate","RDD-009","G7","45299","61976","Policy Manager","2.80","Policy"
"Department of Health","Department of Health","Research & Development Directorate","RDD-040","SEO","33675","45769","Policy Manager","2.60","Policy"
"Department of Health","Department of Health","Research & Development Directorate","RDD-040","HEO","26492","37316","Policy Support Officer","1.00","Policy"
"Department of Health","Department of Health","Research & Development Directorate","RDD-039","G7","45299","61976","Policy Manager","3.00","Policy"
"Department of Health","Department of Health","Research & Development Directorate","RDD-039","EO","21438","30275","Policy Support Officer","1.00","Policy"
"Department of Health","Department of Health","Research & Development Directorate","RDD-037","G6","57075","75035","Programme Manager","0.80","Policy"
"Department of Health","Department of Health","Research & Development Directorate","RDD-041","G6","57075","75035","Policy Manager","4.00","Policy"
"Department of Health","Department of Health","Research & Development Directorate","RDD-041","G7","45299","61976","Policy Manager","7.33","Policy"
"Department of Health","Department of Health","Research & Development Directorate","RDD-041","SEO","33675","45769","Programme Support Officer","1.40","Policy"
"Department of Health","Department of Health","Research & Development Directorate","RDD-041","SEO","33675","45769","Finance Officer","2.00","Policy"
"Department of Health","Department of Health","Research & Development Directorate","RDD-041","EO","21438","30275","Finance Support Officer","1.00","Policy"
