Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Culture Media and Sport,The Royal Parks,06/09/2011, Sundry Purchases, Hyde Park,DG Pool & Leisure Ltd,PPOIN/00005827,24360.00
Department for Culture Media and Sport,The Royal Parks,06/09/2011, Voice Calls & Rental Charges, Accommodation,Government Procurement Service,PNPOIN/00003479,7500.00
Department for Culture Media and Sport,The Royal Parks,06/09/2011, Voice Calls & Rental Charges, Bushy Park,Government Procurement Service,PNPOIN/00003479,2220.00
Department for Culture Media and Sport,The Royal Parks,06/09/2011, Voice Calls & Rental Charges, Education,Government Procurement Service,PNPOIN/00003479,600.00
Department for Culture Media and Sport,The Royal Parks,06/09/2011, Voice Calls & Rental Charges, Foundation,Government Procurement Service,PNPOIN/00003479,1200.00
Department for Culture Media and Sport,The Royal Parks,06/09/2011, Voice Calls & Rental Charges, Greenwich Park,Government Procurement Service,PNPOIN/00003479,1980.00
Department for Culture Media and Sport,The Royal Parks,06/09/2011, Voice Calls & Rental Charges, Hyde Park,Government Procurement Service,PNPOIN/00003479,2400.00
Department for Culture Media and Sport,The Royal Parks,06/09/2011, Voice Calls & Rental Charges, Kensington Gardens,Government Procurement Service,PNPOIN/00003479,480.00
Department for Culture Media and Sport,The Royal Parks,06/09/2011, Voice Calls & Rental Charges, Regents Park,Government Procurement Service,PNPOIN/00003479,2820.00
Department for Culture Media and Sport,The Royal Parks,06/09/2011, Voice Calls & Rental Charges, Richmond Park,Government Procurement Service,PNPOIN/00003479,3900.00
Department for Culture Media and Sport,The Royal Parks,06/09/2011, Voice Calls & Rental Charges, St James'S Park,Government Procurement Service,PNPOIN/00003479,2100.00
Department for Culture Media and Sport,The Royal Parks,06/09/2011, Voice Calls & Rental Charges, The Hub Regents Park,Government Procurement Service,PNPOIN/00003479,480.00
Department for Culture Media and Sport,The Royal Parks,06/09/2011, Capital Purchases -IT Hardware > £5k, Projects & Initiatives,Government Procurement Service,PNPOIN/00003479,36194.40
Department for Culture Media and Sport,The Royal Parks,02/09/2011, Grounds Maintenance Contract, Hyde Park,Enterprise Grounds Maintenance Ltd,PNPOIN/00003472,140033.18
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Elective Works Fee, Bushy Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,6473.40
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Elective Works Fee, Greenwich Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,6473.40
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Elective Works Fee, Hyde Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,6473.40
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Elective Works Fee, Kensington Gardens,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,6473.40
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Elective Works Fee, Regents Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,6473.39
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Elective Works Fee, Richmond Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,6473.40
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Elective Works Fee, St James'S Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,6473.40
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Management Fee / PPM, Accommodation,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003513,4251.65
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Management Fee / PPM, Brompton Cemetery,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003513,2580.97
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Management Fee / PPM, Bushy Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003513,20497.14
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Management Fee / PPM, Greenwich Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003513,13566.79
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Management Fee / PPM, Hyde Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003513,31350.62
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Management Fee / PPM, Kensington Gardens,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003513,26509.72
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Management Fee / PPM, Longford River,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003513,6256.34
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Management Fee / PPM, Regents Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003513,28211.84
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Management Fee / PPM, Richmond Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003513,28876.04
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Management Fee / PPM, St James'S Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003513,31590.86
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Fixed Management Fee / PPM, The Hub Regents Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003513,6154.55
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Maintenance Events, Bushy Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003512,1704.62
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Maintenance Events, Hyde Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003512,5817.75
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Maintenance Events, Richmond Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003512,21574.07
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Maintenance Events, St James'S Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003512,6611.44
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Project Charges, Bushy Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,21435.82
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Project Charges, Estate Management,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,16434.37
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Project Charges, Kensington Gardens,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,10140.71
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Project Charges, Longford River,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,7945.09
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Project Charges, Richmond Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,-9345.01
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Project Charges, St James'S Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,52026.41
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Elective Charges, Accommodation,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,174.97
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Elective Charges, Bushy Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,53.90
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Elective Charges, Greenwich Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,117.97
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Elective Charges, Kensington Gardens,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,236.44
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Elective Charges, Longford River,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,2495.70
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Elective Charges, Regents Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,455.56
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Elective Charges, Richmond Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,366.37
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Elective Charges, St James'S Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003514,399.31
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Reactive Works, Accommodation,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003512,932.39
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Reactive Works, Brompton Cemetery,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003512,1502.91
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Reactive Works, Bushy Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003512,5767.19
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Reactive Works, Greenwich Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003512,443.72
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Reactive Works, Hyde Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003512,6308.07
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Reactive Works, Kensington Gardens,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003512,497.15
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Reactive Works, Longford River,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003512,274.79
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Reactive Works, Regents Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003512,5818.74
Department for Culture Media and Sport,The Royal Parks,14/09/2011, Works MC - Variable Reactive Works, Richmond Park,VCUK Ltd - Crispin & Borst Facilities Di,PNPOIN/00003512,15624.99
