Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Digital Marketing,M4C,10148067,35025.53
Cabinet Office,Central Office of Information,05/04/2011,Media Fees,Digital Marketing,M4C,10148067,2423.72
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Digital Marketing,M4C,10148067,1863.36
Cabinet Office,Central Office of Information,05/04/2011,Media Fees,Digital Marketing,M4C,10148067,36.76
Cabinet Office,Central Office of Information,05/04/2011,Campaigns (Non Vatable),Digital Marketing,M4C,10148067,32.01
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Direct and Relationship Marketing,TBWA\London,10148327,45000.00
Cabinet Office,Central Office of Information,05/04/2011,Direct Marketing,Direct and Relationship Marketing,TBWA\London,10148327,6740.00
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Client Account Team,AKQA Ltd,10148522,52864.25
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Interactive Services,AKQA Ltd,10148523,79051.50
Cabinet Office,Central Office of Information,05/04/2011,PR,PR Framework,Freud Communication Ltd,10148576,25000.00
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Research,Ipsos MORI,10148619,29600.00
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Research,Ipsos MORI,10148620,31500.00
Cabinet Office,Central Office of Information,05/04/2011,Events Management,Live Events,M-Integrated Solutions Plc,10148718,270578.70
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Research,Burns & Company,10148725,53600.00
Cabinet Office,Central Office of Information,05/04/2011,Campaign Production,Client Account Team,DDB London LTD,10148731,37500.00
Cabinet Office,Central Office of Information,05/04/2011,Direct Marketing,Direct and Relationship Marketing,Experian Ltd,10148745,39621.65
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Direct and Relationship Marketing,Experian Ltd,10148745,1500.00
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Research,TNS-BMRB,10148756,23950.00
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Procurement,TNS-BMRB,10148757,35550.00
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Procurement,TNS-BMRB,10148758,32550.00
Cabinet Office,Central Office of Information,05/04/2011,PR,Cultural Diversity,Public Relations UK Ltd.,10148791,33395.00
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Digital Marketing,M4C,10148866,27525.24
Cabinet Office,Central Office of Information,05/04/2011,Media Fees,Digital Marketing,M4C,10148866,2169.49
Cabinet Office,Central Office of Information,05/04/2011,Campaigns (Non Vatable),Digital Marketing,M4C,10148866,26.65
Cabinet Office,Central Office of Information,05/04/2011,Postage Couriers etc,Direct and Relationship Marketing,The Leaflet Company,10148942,29661.64
Cabinet Office,Central Office of Information,05/04/2011,PR,PR Framework,Freud Communication Ltd,10148962,-64508.00
Cabinet Office,Central Office of Information,05/04/2011,PR,PR Framework,Freud Communication Ltd,10148963,40000.00
Cabinet Office,Central Office of Information,05/04/2011,Sponsorship,Sponsorship,Education Connections Ltd,10149047,29500.00
Cabinet Office,Central Office of Information,05/04/2011,TV/Radio Production,MIAC Television,Knight Ayton Management,10149084,21565.00
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Research,TNS-BMRB,10149119,56800.00
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Direct and Relationship Marketing,MM teleperformance Ltd,10149167,27822.70
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Sponsorship,Education Connections Ltd,10149195,65000.00
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Digital Marketing,M4C,10149331,45675.04
Cabinet Office,Central Office of Information,05/04/2011,Media Fees,Digital Marketing,M4C,10149331,3497.05
Cabinet Office,Central Office of Information,05/04/2011,Campaigns (Non Vatable),Digital Marketing,M4C,10149331,43.73
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Digital Marketing,M4C,10149334,24225.00
Cabinet Office,Central Office of Information,05/04/2011,Media Fees,Digital Marketing,M4C,10149334,1972.20
Cabinet Office,Central Office of Information,05/04/2011,Campaigns (Non Vatable),Digital Marketing,M4C,10149334,24.23
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Digital Marketing,M4C,10149363,27580.78
Cabinet Office,Central Office of Information,05/04/2011,Media Fees,Digital Marketing,M4C,10149363,2231.53
Cabinet Office,Central Office of Information,05/04/2011,Campaigns (Non Vatable),Digital Marketing,M4C,10149363,26.44
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Digital Marketing,M4C,10149364,86910.44
Cabinet Office,Central Office of Information,05/04/2011,Media Fees,Digital Marketing,M4C,10149364,6481.38
Cabinet Office,Central Office of Information,05/04/2011,Campaigns (Non Vatable),Digital Marketing,M4C,10149364,79.61
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Digital Marketing,M4C,10149386,87305.36
Cabinet Office,Central Office of Information,05/04/2011,Media Fees,Digital Marketing,M4C,10149386,6836.20
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Research,IFF Research,10149416,40250.00
Cabinet Office,Central Office of Information,05/04/2011,Information Architecture,NDS,Glide Technologies Ltd,10149462,24000.00
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Digital Marketing,M4C,10149550,25032.19
Cabinet Office,Central Office of Information,05/04/2011,Media Fees,Digital Marketing,M4C,10149550,1982.00
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Digital Marketing,M4C,10149565,37411.66
Cabinet Office,Central Office of Information,05/04/2011,Media Fees,Digital Marketing,M4C,10149565,2549.16
Cabinet Office,Central Office of Information,05/04/2011,Campaigns (Non Vatable),Digital Marketing,M4C,10149565,36.54
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Digital Marketing,M4C,10149594,21598.16
Cabinet Office,Central Office of Information,05/04/2011,Media Fees,Digital Marketing,M4C,10149594,1487.85
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Digital Marketing,M4C,10149602,23603.88
Cabinet Office,Central Office of Information,05/04/2011,Media Fees,Digital Marketing,M4C,10149602,1559.69
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Digital Marketing,M4C,10149606,23066.57
Cabinet Office,Central Office of Information,05/04/2011,Media Fees,Digital Marketing,M4C,10149606,1476.29
Cabinet Office,Central Office of Information,05/04/2011,Campaigns (Non Vatable),Digital Marketing,M4C,10149606,21.33
Cabinet Office,Central Office of Information,05/04/2011,Campaigns,Procurement,Jack Morton Worldwide,10150953,60378.22
Cabinet Office,Central Office of Information,11/04/2011,Campaigns,Client Account Team,Emery McLaven Orr Limited,10148890,22249.00
Cabinet Office,Central Office of Information,11/04/2011,Campaigns,Client Account Team,Emery McLaven Orr Limited,30500475,-22249.00
Cabinet Office,Central Office of Information,12/04/2011,Campaign Production,Client Account Team,Publicis Ltd,10128906,-56000.00
Cabinet Office,Central Office of Information,12/04/2011,Media Fees,Advertising,Publicis Ltd,10129353,-63599.97
Cabinet Office,Central Office of Information,12/04/2011,Campaign Production,Client Account Team,Publicis Ltd,10134509,38000.00
Cabinet Office,Central Office of Information,12/04/2011,Campaigns,Interactive Services,Precedent,10144885,32090.00
Cabinet Office,Central Office of Information,12/04/2011,Direct Marketing,Interactive Services,Precedent,10144885,3450.00
Cabinet Office,Central Office of Information,12/04/2011,Direct Marketing,Direct and Relationship Marketing,Listening Limited (Formerly t/a Essentia Group Ltd),10145167,47049.76
Cabinet Office,Central Office of Information,12/04/2011,Campaigns,Direct and Relationship Marketing,Listening Limited (Formerly t/a Essentia Group Ltd),10145167,44026.81
Cabinet Office,Central Office of Information,12/04/2011,Campaigns,Interactive Services,Precedent,10148309,21890.00
Cabinet Office,Central Office of Information,12/04/2011,Campaigns,Direct and Relationship Marketing,Listening Limited (Formerly t/a Essentia Group Ltd),10148485,60620.93
Cabinet Office,Central Office of Information,12/04/2011,Direct Marketing,Direct and Relationship Marketing,Listening Limited (Formerly t/a Essentia Group Ltd),10148485,43521.54
Cabinet Office,Central Office of Information,12/04/2011,Campaign Production,Client Account Team,DLKWLowe,10148773,48489.00
Cabinet Office,Central Office of Information,12/04/2011,Campaigns,Interactive Services,Open Knowledge Foundation Limited,10148811,24375.00
Cabinet Office,Central Office of Information,12/04/2011,Campaigns,Research,BMG Research,10148847,21666.67
Cabinet Office,Central Office of Information,12/04/2011,Print and Paper,Direct and Relationship Marketing,Ancient House Press Plc,10148880,52978.00
Cabinet Office,Central Office of Information,12/04/2011,Campaigns,Client Account Team,Emery McLaven Orr Limited,10148883,59999.00
Cabinet Office,Central Office of Information,12/04/2011,Campaigns,Client Account Team,Emery McLaven Orr Limited,10148885,22249.00
Cabinet Office,Central Office of Information,12/04/2011,Campaigns,Client Account Team,Emery McLaven Orr Limited,10148889,22249.00
