#,Search Term,Visits from this term
1,student finance,"153,452"
2,direct gov,"100,981"
3,jobcentre plus,"46,894"
4,job centre,"38,905"
5,directgov,"37,498"
6,jobcentre,"33,761"
7,car tax,"32,579"
8,bank holidays 2011,"30,953"
9,student finance england,"24,277"
10,passport renewal,"18,905"
11,www.direct.gov.uk/taxdisc,"17,551"
12,road tax,"14,833"
13,direct.gov,"14,565"
14,direct gov jobs,"13,301"
15,job centre plus,"12,594"
16,uk bank holidays,"12,009"
17,uk bank holidays 2011,"11,552"
18,minimum wage,"11,376"
19,www.direct.gov.uk,"10,071"
20,council tax,"8,382"
21,jobcentreplus,"7,912"
22,dvla,"7,836"
23,bank holidays,"7,540"
24,income support,"7,480"
25,direct.gov.uk,"7,467"
26,job seekers allowance,"7,367"
27,theory test,"7,160"
28,passport fees,"6,639"
29,directgov jobs,"6,557"
30,student loans,"6,412"
31,minimum wage 2011,"6,229"
32,housing benefit,"6,058"
33,national minimum wage,"5,938"
34,disability living allowance,"5,739"
35,bank holidays 2012,"5,653"
36,student loan,"5,587"
37,book driving test,"5,570"
38,dvla change of address,"5,452"
39,dla,"5,293"
40,car tax bands,"5,084"
41,royal wedding,"5,011"
42,highway code,"4,892"
43,driving test,"4,826"
44,council tax bands,"4,804"
45,sorn,"4,541"
46,dsa practical,"4,432"
47,ema,"4,423"
48,car tax online,"4,312"
49,direct gov student finance,"4,176"
50,bank holidays uk,"4,042"
51,stamp duty,"4,023"
52,jobseekers,"3,959"
53,tax disc,"3,901"
54,carers allowance,"3,779"
55,practical driving test,"3,751"
56,mot check,"3,747"
57,road tax bands,"3,741"
58,provisional licence,"3,727"
59,vehicle tax bands,"3,653"
60,dsa theory test,"3,629"
61,jobseekers allowance,"3,572"
62,provisional license,"3,555"
63,www.direct.gov.uk/studentfinance,"3,538"
64,driving licence,"3,432"
65,driving theory test,"3,381"
66,theory test online,"3,374"
67,government,"3,368"
68,dvla swansea,"3,358"
69,job center,"3,266"
70,mot,"3,246"
71,national insurance,"3,147"
72,state pension,"3,091"
73,statutory sick pay,"3,055"
74,dvla theory test,"2,937"
75,studentfinance,"2,920"
76,maternity pay,"2,910"
77,benefits,"2,810"
78,attendance allowance,"2,784"
79,crisis loan,"2,775"
80,bank holidays 2011 uk,"2,755"
81,book theory test,"2,719"
82,consumer direct,"2,683"
83,pension credit,"2,665"
84,www.direct.gov.uk/passports,"2,627"
85,job seekers,"2,546"
86,cbt,"2,522"
87,jsa,"2,486"
88,renew passport,"2,479"
89,theory test booking,"2,469"
90,change driving test,"2,465"
91,sure start,"2,409"
92,statutory maternity pay,"2,399"
93,maternity allowance,"2,294"
94,employment law,"2,157"
95,gov,"2,148"
96,passport,"2,119"
97,sure start maternity grant,"2,092"
98,gov.uk,"2,089"
99,incapacity benefit,"2,059"
100,direct.gov.uk/taxdisc,"2,043"
101,uk public holidays,"2,033"
102,bank holidays uk 2011,"2,025"
103,passport application,"2,018"
104,directgov student finance,"1,997"
105,redundancy,"1,946"
106,dvla car tax,"1,915"
107,paternity leave,"1,908"
108,p60,"1,896"
109,job center plus,"1,895"
110,uk minimum wage,"1,894"
111,ssp,"1,882"
112,student finace,"1,879"
113,dvla tax,"1,862"
114,lost driving licence,"1,845"
115,booking driving test,"1,812"
116,www.direct.gov.uk/renewat70,"1,811"
117,bank holiday,"1,798"
118,dvla driving test,"1,787"
119,community care grant,"1,776"
120,road tax online,"1,747"
121,maternity leave,"1,729"
122,practice theory test,"1,722"
123,national insurance number,"1,719"
124,dvla contact number,"1,681"
125,job centre online,"1,659"
126,book practical driving test,"1,659"
127,minimum wage uk,"1,657"
128,minimum wage uk 2011,"1,639"
129,employment and support allowance,"1,632"
130,uk bank holiday,"1,623"
131,esa,"1,572"
132,www.gov.uk,"1,554"
133,change practical driving test,"1,532"
134,uk public holidays 2011,"1,525"
135,driving licence change of address,"1,515"
136,state pension forecast,"1,499"
137,lha,"1,490"
138,pension forecast,"1,467"
139,student finance uk,"1,462"
140,divorce,"1,462"
141,driving test booking,"1,448"
142,school holidays,"1,448"
143,holiday entitlement,"1,437"
144,uk government,"1,417"
145,car tax refund,"1,414"
146,direct.gov jobs,"1,401"
147,www.direct.gov.uk/makeasorn,"1,400"
148,august bank holiday 2011,"1,378"
149,cv template,"1,373"
150,www.direct.gov.uk/jobseekers,"1,359"
151,benefits calculator,"1,359"
152,driving licence renewal,"1,353"
153,direct,"1,330"
154,provisional driving licence,"1,292"
155,the royal wedding,"1,287"
156,dvla sorn,"1,282"
157,warm front,"1,279"
158,dsa,"1,275"
159,dvla practical test,"1,274"
160,housing benefit calculator,"1,257"
161,www.direct.gov.uk/drivingtest,"1,253"
162,pensions,"1,206"
163,budgeting loan,"1,180"
164,bank holiday uk,"1,175"
165,uk passport renewal,"1,171"
166,gov jobs,"1,156"
167,smp,"1,142"
168,consumer rights,"1,142"
169,council tax benefit,"1,142"
170,dvla driving licence,"1,135"
171,direct gov uk,"1,124"
172,directgov.co.uk,"1,114"
173,premium bonds,"1,111"
174,bank holidays 2012 uk,"1,105"
175,driving license,"1,094"
176,directgov driving test,"1,092"
177,provisional,"1,091"
178,constructive dismissal,"1,088"
179,lost passport,"1,085"
180,e111,"1,076"
181,direct.gov.uk/drivingtest,"1,069"
182,probate,"1,063"
183,jobseekers allowance online,"1,052"
184,jobcentre plus vacancies,"1,051"
185,student finance contact,"1,044"
186,dsa practical test,"1,036"
187,www.direct.gov.uk/motoring,"1,022"
188,dvla address,"1,016"
189,human rights act,"1,011"
190,mot history,"1,006"
191,student,"1,005"
192,booking theory test,"1,005"
193,car tax prices,"1,004"
194,vosa mot check,"1,003"
195,student fiance,"1,000"
196,pass plus,"1,000"
197,surestart,986
198,directgov tax disc,985
199,online theory test,981
200,disability discrimination act,980
201,car tax bands 2011,977
202,gov.co.uk,970
203,cbt test,968
204,www.jobcentreplus.gov.uk,967
205,child benefit rates,965
206,replacement driving licence,961
207,www.motinfo.gov.uk,950
208,benefit fraud,950
209,p45,932
210,passport renewal fee,925
211,passport prices,922
212,direct.gov.uk/studentfinance,909
213,road tax refund,904
214,council housing,901
215,child trust fund,900
216,sick pay,897
217,tax disc refund,895
218,uk bank holiday 2011,886
219,dvla phone number,874
220,power of attorney,871
221,unemployment benefit,858
222,land registry,852
223,direct.gov.uk/motoring,850
224,www.direct.gov.uk/payacourtfine,847
225,car tax rates,840
226,criminal records bureau,837
227,career development loan,833
228,apprenticeships,833
229,change address on driving licence,830
230,working time directive,828
231,vosa,827
232,vehicle tax band,825
233,dirct gov,824
234,child benefit number,823
235,mobility allowance,822
236,direct.gov.uk/passports,817
237,www.direct.gov.uk taxdisc,817
238,road tax uk,817
239,www.direct.gov.uk taxdisc v11,815
