"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN07","31383","41373","Business Development & CAM Corporate Overhead - Marketing & Public Rel. (Arden) Manager","0.80","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN10","56104","68464","Business Development & CAM - Notts, Derby, Lincs Customer Account Manager","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN04","19217","22458","Business Development & CAM - Notts, Derby, Lincs Assistant","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN10","56104","68464","Business Development & CAM - Notts, Derby, Lincs Customer Account Manager","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN07","31383","41373","Business Development & CAM Corporate Overhead - Marketing & Public Rel. (Arden) Manager","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN05","21909","28462","Business Development & CAM Corporate Overhead - Marketing & Public Rel. (Arden) Social Marketing Officer","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN10","56104","68464","Business Development & CAM - Notts, Derby, Lincs Manager","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN06","26302","35225","Business Development & CAM Corporate Overhead - Marketing & Public Rel. (Arden) Senior Graphic Designer","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN04","19217","22458","Business Development & CAM Corporate Overhead - Marketing & Public Rel. (Arden) Support Officer","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN08","40028","48034","Business Development & CAM Corporate Overhead - Marketing & Public Rel. (Arden) Team Leader","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN11","66582","82434","Business Development & CAM - Notts, Derby, Lincs Senior Manager","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN07","31383","41373","Business Development & CAM - Notts, Derby, Lincs Manager","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN10","56104","68464","Business Development & CAM - Notts, Derby, Lincs Senior Manager","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN08","40028","48034","Business Development & CAM - Notts, Derby, Lincs Business Partner","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN09","46625","57640","Business Development & CAM - Notts, Derby, Lincs Manager","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN08","40028","48034","Business Development & CAM - Notts, Derby, Lincs Manager","1.00","Other"
"Department of Health","Arden & GEM Greater East Midlands Commissioning Support Unit","Business Development & CAMS","20490937","XN10","56104","68464","Business Development & CAM - Notts, Derby, Lincs Senior Manager","1.00","Other"
