Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Sussex Community NHS Trust,14/12/2012,Services Received - NHSTs,Provider to Provider,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,15884630,42429.75
Department of Health,Sussex Community NHS Trust,14/12/2012,Services Received - NHSTs,MSK - PCIS (Vale) WS,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,15924941,25513.55
Department of Health,Sussex Community NHS Trust,14/12/2012,Services Received - NHSTs,Provider to Provider,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,15884658,-42429.75
Department of Health,Sussex Community NHS Trust,19/12/2012,Stationery,Child Health Bureau WS,HARLOW PRINTING LTD,15869823,25714.80
Department of Health,Sussex Community NHS Trust,19/12/2012,Secndd staff frm othr org,Wellbeing Business Unit,IMPACT INITIATIVES,15924969,34856.25
Department of Health,Sussex Community NHS Trust,19/12/2012,Other NHS Payables <1Yr,Balance Sheet,NHS PROFESSIONALS LTD,15884670,36209.66
Department of Health,Sussex Community NHS Trust,03/12/2012,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,15815347,49565.96
Department of Health,Sussex Community NHS Trust,03/12/2012,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,15815399,42652.75
Department of Health,Sussex Community NHS Trust,14/12/2012,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,15857800,41094.33
Department of Health,Sussex Community NHS Trust,10/12/2012,AUC Additions,Balance Sheet,SSE CONTRACTING,15801866,-66000.00
Department of Health,Sussex Community NHS Trust,10/12/2012,AUC Additions,Balance Sheet,SSE CONTRACTING,15801867,-60000.00
Department of Health,Sussex Community NHS Trust,14/12/2012,Services Received - NHSTs,Crawley Nurse M/ment WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,15889708,17712.59
Department of Health,Sussex Community NHS Trust,14/12/2012,Services Received - NHSTs,Horsham Hosp MIU WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,15889708,9553.59
Department of Health,Sussex Community NHS Trust,14/12/2012,Services Received - NHSTs,MSK - PCIS (Crawley) WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,15889708,12788.83
Department of Health,Sussex Community NHS Trust,14/12/2012,Services Received - NHSTs,Clinical Assess Unit WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,15889713,1414.46
Department of Health,Sussex Community NHS Trust,14/12/2012,Services Received - NHSTs,Crawley Nurse M/ment WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,15889713,17787.47
Department of Health,Sussex Community NHS Trust,14/12/2012,Services Received - NHSTs,Horsham Hosp MIU WS,SURREY AND SUSSEX HEALTHCARE NHS TRUST,15889713,9922.29
Department of Health,Sussex Community NHS Trust,19/12/2012,Commercial Sector,Bognor WM Med Derm WS,SUSSEX COMMUNITY DERMATOLOGY SERVICE,15937213,36355.00
Department of Health,Sussex Community NHS Trust,03/12/2012,SrvcsRecd-Other NHS,HIS Services Received,SUSSEX HEALTH INFORMATICS SERVICE,15822613,102902.00
Department of Health,Sussex Community NHS Trust,14/12/2012,SrvcsRecd-Other NHS,HIS Services Received,SUSSEX HEALTH INFORMATICS SERVICE,15873527,80170.00
Department of Health,Sussex Community NHS Trust,14/12/2012,Other NHS Payables <1Yr,Balance Sheet,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,15878608,-38171.00
Department of Health,Sussex Community NHS Trust,19/12/2012,AUC Additions,Balance Sheet,TASKER CONSTRUCTION,15937810,90786.96
Department of Health,Sussex Community NHS Trust,03/12/2012,Other NHS Payables <1Yr,Balance Sheet,WEST SUSSEX PCT,15851738,72524.00
Department of Health,Sussex Community NHS Trust,03/12/2012,Other NHS Payables <1Yr,Balance Sheet,WEST SUSSEX PCT,15851741,-72524.00
Department of Health,Sussex Community NHS Trust,14/12/2012,Services Received - NHSTs,Bognor WM Med Rheum WS,WESTERN SUSSEX HOSPITALS NHS TRUST,15822643,25787.75
Department of Health,Sussex Community NHS Trust,14/12/2012,Services Received - NHSTs,Bognor WM Medical DOME WS,WESTERN SUSSEX HOSPITALS NHS TRUST,15822643,33155.25
Department of Health,Sussex Community NHS Trust,14/12/2012,Services Received - NHSTs,Chronic Pain WS,WESTERN SUSSEX HOSPITALS NHS TRUST,15822643,1433.00
Department of Health,Sussex Community NHS Trust,14/12/2012,Services Received - NHSTs,MSK - PCIS (W) WS,WESTERN SUSSEX HOSPITALS NHS TRUST,15822643,1433.00
Department of Health,Sussex Community NHS Trust,05/12/2012,Vehicle Insurance,Management Accounts,WILLIS LTD,15857759,44937.14
Department of Health,Sussex Community NHS Trust,19/12/2012,SrvcsRecd-Other NHS,Deputy Director of Finance,SSC SBS SLA,RDR   SBS SLA,53350.08
