Department Family ,Entity, Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Distribution Line Number
DCMS,ODA,01-Jul-2010,Architect,Sinclair Knight Merz,Sinclair Knight Merz (Europe),1618,-38000.00,1
DCMS,ODA,01-Jul-2010,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Sinclair Knight Merz (Europe),1618,-6650.00,2
DCMS,ODA,01-Jul-2010,Land Access Rights,TTW Walkways - Carpenters Road for Aquatics,Docklands Light Railway Limited,1628,-23952.00,1
DCMS,ODA,01-Jul-2010,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Docklands Light Railway Limited,1628,-4191.60,2
DCMS,ODA,01-Jul-2010,Architect,Sinclair Knight Merz,Sinclair Knight Merz (Europe),39668,38000.00,1
DCMS,ODA,01-Jul-2010,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Sinclair Knight Merz (Europe),39668,6650.00,2
DCMS,ODA,01-Jul-2010,Architect,Sinclair Knight Merz,Sinclair Knight Merz (Europe),39668,-38000.00,3
DCMS,ODA,01-Jul-2010,Architect,Sinclair Knight Merz,Sinclair Knight Merz (Europe),39668,38000.00,4
DCMS,ODA,01-Jul-2010,Land Access Rights,TTW Walkways - Carpenters Road for Aquatics,Docklands Light Railway Limited,41192,23952.00,1
DCMS,ODA,01-Jul-2010,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Docklands Light Railway Limited,41192,4191.60,2
DCMS,ODA,01-Jul-2010,Land Access Rights,TTW Walkways - Carpenters Road for Aquatics,Docklands Light Railway Limited,41192,-23952.00,3
DCMS,ODA,01-Jul-2010,Land Access Rights,TTW Walkways - Carpenters Road for Aquatics,Docklands Light Railway Limited,41192,23952.00,4
DCMS,ODA,01-Jul-2010,Tier 1 Contractors,Powerlines undergrounding,National Grid Electricity Transmission Plc,41653,254774.97,1
DCMS,ODA,01-Jul-2010,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,National Grid Electricity Transmission Plc,41653,44585.62,2
DCMS,ODA,01-Jul-2010,Tier 1 Contractors,Powerlines undergrounding,National Grid Electricity Transmission Plc,41653,-254774.97,3
DCMS,ODA,01-Jul-2010,Tier 1 Contractors,Powerlines undergrounding,National Grid Electricity Transmission Plc,41653,216829.76,4
DCMS,ODA,01-Jul-2010,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,National Grid Electricity Transmission Plc,41653,-6640.41,5
